"afdw/fastcloud","","","1.17.4","JavaVersion.VERSION_1_8","JavaVersion.VERSION_1_8","com.anton.fastcloud.perf.PerfContinuousBuffer.test","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","0a486ebdf0db201212b323f2e3b7c51ed980ad16362cf209de6f0fbfa985b62f"
"afdw/fastcloud","","","1.17.4","JavaVersion.VERSION_1_8","JavaVersion.VERSION_1_8","com.anton.fastcloud.perf.PerfSerialization.serialize","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","int","false","5ca03ac4e3fe6c9f9d390175e0d6f40e3781a4aefe71bc312bb25af99451d04d"
