"frankboller/watcher","","","1.18","1.8","1.8","org.openjdk.jmh.samples.JMHSample_01_HelloWorld.wellHelloThere","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","","","0","0","","false","7b1bd9e7b16473d6ba96eb02ad8a1b306f92178d0ab5b01dc7db8df65eca518f"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Perf_fjb03.evalLoopEmpty","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseString=com.stuff2ponder.Perf_fjb03","baseString=a&baseString=abcd&baseString=abcdefghijklmnopqrstuvwxyz","1","0","long","false","d2de52a5832dcf369e279044679d5e6bc5484d1b67821b909f983278499906de"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Perf_fjb03.evalLoopStringBuffer","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseString=com.stuff2ponder.Perf_fjb03","baseString=a&baseString=abcd&baseString=abcdefghijklmnopqrstuvwxyz","1","0","long","false","2dd93ce4794cea6d29f9def9085cc6621e54a5aee0c3ae923ce65c2a81d32d30"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Perf_fjb03.evalLoopStringBuilder","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseString=com.stuff2ponder.Perf_fjb03","baseString=a&baseString=abcd&baseString=abcdefghijklmnopqrstuvwxyz","1","0","long","false","265ddcdcc317ac4d93f1c377803af3b3a1593a8c246612fe239624c310c2f19d"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Factorial_fjb04.evalEmptyLoop","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.Factorial_fjb04","baseLong=2&baseLong=19&baseLong=20&baseLong=21&baseLong=32&baseLong=64&baseLong=128&baseLong=256","1","0","long","false","67532391e734a5ffb94425d822e163d6f852ff7bba07a832799b5e9870de4857"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Factorial_fjb04.evalFactorialAsLog10","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.Factorial_fjb04","baseLong=2&baseLong=19&baseLong=20&baseLong=21&baseLong=32&baseLong=64&baseLong=128&baseLong=256","1","0","long","false","f5801a28ab54893272e87ade2cc4231e112e417babbbbc3ce5ffc7fae57b1df2"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Factorial_fjb04.evalFactorialBigLongLoopFallbackLog10","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.Factorial_fjb04","baseLong=2&baseLong=19&baseLong=20&baseLong=21&baseLong=32&baseLong=64&baseLong=128&baseLong=256","1","0","long","false","4b146e68c19376394662dd9fcb081ad0e61d472730e1b17a75ea443e1d6206a4"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.Factorial_fjb04.evalFactorialLongStreamFallbackDouble","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.Factorial_fjb04","baseLong=2&baseLong=19&baseLong=20&baseLong=21&baseLong=32&baseLong=64&baseLong=128&baseLong=256","1","0","long","false","be6e0c48256f19b184cf13d34166b4b54a2e55a23a584f3d7c5d79e3cb810e2f"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.SortPerf_fjb05.evalEmptyLoop","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.SortPerf_fjb05","baseLong=1000&baseLong=10000&baseLong=100000","1","0","long","false","67532391e734a5ffb94425d822e163d6f852ff7bba07a832799b5e9870de4857"
"frankboller/watcher","","","1.18","1.8","1.8","com.stuff2ponder.SortPerf_fjb05.evalArrayCopyInt","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","false","true","false","true","false","false","false","false","false","false","false","","0","false","false","false","false","false","baseLong=com.stuff2ponder.SortPerf_fjb05","baseLong=1000&baseLong=10000&baseLong=100000","1","0","long","false","0aa9221713579a0309387b4ff9f03596ae7efccbd025ffd991a819bd5ae27535"
