project;commits;benchmarks;params;forks;iteration1;iteration2;iteration3;iteration4;iteration5;time
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.CharsetEncodeDecode.decode;size=16384&type=ASCII;4;5;39;27;25;0;136.8448
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testInt;length=300;2;16;24;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetFloat;size=10;3;37;50;31;0;0;149.0384
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutShort;size=1000;4;45;38;39;48;0;211.49599999999998
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function1.mrefII_IL;;3;17;14;16;0;0;77.4136
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetLong;size=1000;3;5;10;5;0;0;50.176
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.AllMatcher.par_anyMatch;size=100000;2;11;18;0;0;0;49.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testInt;length=3;2;25;23;0;0;0;68.4224
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.net.DatagramSocketTest.testSend;size=32768;2;12;8;0;0;0;40.176
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.baselineRaw;size=10000000&threshold=1&workers=0;2;14;14;0;0;0;48.246399999999994
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.baselineRaw;size=10000000&threshold=5&workers=0;2;14;17;0;0;0;51.2728
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.Straighten.testStraighten3int;;5;15;13;14;15;10;117.58959999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.DictionaryWordValue.Bulk.hm_seq;;3;17;5;17;0;0;69.3432
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function1.mref_bndII_LL;;5;5;26;40;27;27;176.1
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleConvertWidening.test_1_Convert;;3;30;27;22;0;0;109.6952
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.PhoneCode.Bulk.bulk_ser_loop_collect;;2;6;6;0;0;0;32.105599999999995
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Morph0.inner2;;2;19;9;0;0;0;48.246399999999994
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testInt;length=150;3;23;21;19;0;0;93.55439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.baselineRaw;size=10000000&threshold=2&workers=0;3;18;19;15;0;0;82.4576
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.pipeline.PipelineSeqMultiple.bulk_ifs;size=100000;5;9;13;13;11;12;108.5104
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.chain.ChainLambdaCap0.call2;;4;27;27;20;29;0;143.9064
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.test;size=10000000&threshold=2&workers=0;3;6;9;10;0;0;55.22
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleBindToBinding.testBind_C1;;5;9;18;13;13;29;132.7216
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesArrayElementGetter.baselineRaw;;5;25;22;24;20;17;158.9504
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleInvokeWithArgs.baselineInvokeExact;;2;23;25;0;0;0;68.4224
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.DictionaryWordValue.Bulk.bulk_seq_inner;;2;18;18;0;0;0;56.3168
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.test;size=10000000&threshold=2&workers=0;4;11;6;6;12;0;75.30799999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.baselineRaw;size=10000000&threshold=6&workers=0;2;21;20;0;0;0;61.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeAppendParams.test_A1;;3;29;10;24;0;0;93.55439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.Map.seq_invoke;size=100000;4;19;19;19;19;0;116.66879999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.test;size=10000000&threshold=8&workers=0;4;5;50;50;6;0;151.9768
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetByte;size=1000;3;5;9;5;0;0;49.167199999999994
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ThreadStartJoin.test;;5;20;6;17;24;12;129.6952
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutInt;size=100000;5;6;6;5;7;5;79.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lang.InstanceOf.instanceOfInterfacePartialRemove;;5;50;50;50;50;50;302.2
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesFoldArguments.invoke_Raw;;2;27;19;0;0;0;66.4048
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.Locks.testSynchronizedBlock;;2;26;28;0;0;0;74.4752
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testLong;length=1200;2;6;12;0;0;0;38.1584
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.io.FileChannelWrite.test;fileSize=1000000;5;23;32;26;24;21;177.10879999999997
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.reflect.Clazz.getConstructor;;3;28;22;25;0;0;105.66
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsVarargsCollector.baselineRawCached;;3;27;23;24;0;0;104.65119999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testInt;length=150;2;25;14;0;0;0;59.343199999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleProxiesAsIFInstance.baselineAllocCompute;;5;18;24;19;17;18;146.8448
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesThrowException.testInvokeCached;;3;24;21;23;0;0;98.5984
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesFilterReturn.baselineMH;;3;17;20;25;0;0;92.5456
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.Limit.seq_limit1;size=100000;3;5;21;11;0;0;67.3256
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesArrayElementGetter.testCreate;;2;18;21;0;0;0;59.343199999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.InterfaceCalls.testSingle;;2;24;12;0;0;0;56.3168
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testLong;length=20;4;26;24;24;23;0;137.85359999999997
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.full.AESBench.encrypt;algorithm=AES_ECB_NoPadding&dataSize=16384&keyLength=128;3;22;10;6;0;0;68.33439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeInsertParams.testInsert_A1;;5;28;30;15;5;10;138.77439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopy.arrayCopyObjectNonConst;;3;26;25;11;0;0;92.5456
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.Decomposition.saturated_sequential;N=1000&Q=1000;2;24;17;0;0;0;61.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.Filter.seq_chain_123;size=100000;5;38;36;29;34;39;227.54879999999997
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.test;size=10000000&threshold=3&workers=0;2;43;26;0;0;0;89.60719999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.pipeline.PipelineSeqMultiple.bulk_foreach_anon;size=100000;2;13;16;0;0;0;49.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testBulkPut;size=10;2;21;20;0;0;0;61.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.IntegerMax.Bulk.bulk_par_inner;;2;8;10;0;0;0;38.1584
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.chain.ChainLambdaCap4.call8;;5;12;16;8;44;50;181.14399999999998
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.Filter.par_chain_111;size=100000;2;5;5;0;0;0;30.088
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.LookupDefaultFind.testVirtual;;5;50;50;44;50;50;296.1472
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeAcquire.testMultiPType_Arg;;4;26;10;19;20;0;115.66
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.InterfaceCalls.testAC1;;2;23;21;0;0;0;64.38719999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.LookupDefaultFind.testStaticSetter;;5;33;47;50;31;47;259.8304
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-512&length=1024&provider=SUN;2;12;18;0;0;0;50.263999999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.SortedUnique.seq_invoke;size=100000;3;11;22;20;0;0;83.4664
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.IntegerSum.Bulk.hm_seq;;4;24;12;7;12;0;95.484
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-384&length=64&provider=SUN;4;35;28;6;41;0;150.968
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.Limit.seq_baseline;size=100000;5;5;39;37;41;37;210.39919999999998
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.LookupPublicFind.testSetter;;4;26;40;50;31;0;188.2936
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.chain.ChainMrefBound.call2;;2;18;23;0;0;0;61.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.Capture0.inner_8;;5;13;14;13;12;9;111.5368
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testLong;length=70;5;14;18;18;22;22;144.8272
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.baselineRaw;size=10000000&threshold=3&workers=0;2;14;15;0;0;0;49.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-256&length=64&provider=SUN;5;33;36;33;32;18;203.33759999999998
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.pipeline.Terminal.seq_forEach;size=100000;2;12;19;0;0;0;51.2728
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AllMatchShort.seq_mid;offset=100&size=100000;2;9;9;0;0;0;38.1584
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetChar;size=1000;4;50;47;50;50;0;238.7336
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.ReduceBase.seq_invoke;size=100000;5;5;5;20;23;29;132.7216
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.DivRem.testIntDivVariableDivisor;;3;16;17;13;0;0;76.4048
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.Crypto.encrypt;cipherName=DESede&length=16384;3;8;13;10;0;0;61.2728
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesThrowException.interCreate;;4;12;6;6;17;0;81.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testByte;length=5;2;11;24;0;0;0;55.308
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=100&workers=0;4;35;29;37;43;0;185.2672
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.AckermannI.lambda;;2;18;11;0;0;0;49.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.AllMatch.par_chain111;size=100000;5;5;5;5;50;5;120.616
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeAcquire.testReturnInt;;3;26;14;22;0;0;92.5456
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.Crypto.encrypt;cipherName=AES&length=1024;2;48;43;0;0;0;111.8008
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.Capture2.mref_bound;;4;12;10;16;6;0;84.38719999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.Decomposition.saturated_parallel;N=1000&Q=1000;5;19;11;17;15;21;133.73039999999997
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function1.mref_bndLL_II;;4;34;32;26;31;0;164.0824
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.full.DESedeBench.encrypt;algorithm=DESede_CBC_NoPadding&dataSize=16384&keyLength=168;2;5;5;0;0;0;30.088
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=5;2;19;21;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.Reduce.par_chain_123;size=100000;3;21;6;16;0;0;73.3784
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AnyMatch.par_chain111;size=100000;2;14;20;0;0;0;54.2992
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testByte;length=3;3;19;21;21;0;0;91.5368
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.full.RSABench.encrypt;algorithm=RSA_ECB_NoPadding&dataSize=32&keyLength=2048;2;16;5;0;0;0;41.184799999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=10;3;19;25;25;0;0;99.60719999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.Atomic.testAtomicReference;;2;19;21;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testLong;length=300;2;21;21;0;0;0;62.3696
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.AllMatch.par_invoke;size=100000;5;5;5;6;5;5;76.2288
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.AckermannL.lambda;;2;5;5;0;0;0;30.088
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.CaptureMR.mref_constructor0;;3;25;16;21;0;0;92.5456
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeDropParams.testDrop_A1;;3;21;33;34;0;0;118.77439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopy.arrayCopyChar;;4;22;26;11;30;0;129.7832
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Morph0.lambda2;;2;19;17;0;0;0;56.3168
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleConvertReturnReference.test_2_MTConvert;;2;29;13;0;0;0;62.3696
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.Reducers.seq_reduce_base;size=100000;2;7;5;0;0;0;32.105599999999995
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function1.lambdaLL;;2;19;9;0;0;0;48.246399999999994
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsSpreader.testSpreader;;3;21;22;20;0;0;93.55439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.baselineRaw;size=10000000&threshold=1&workers=0;2;18;16;0;0;0;54.2992
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.test;size=10000000&threshold=1&workers=0;2;6;50;0;0;0;76.49279999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=5000000&workers=0;2;10;10;0;0;0;40.176
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.CaptureMR.mref_bound0;;3;17;21;16;0;0;84.4752
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testChar;length=600;2;17;15;0;0;0;52.2816
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsVarargsCollector.testCollector;;4;12;12;16;16;0;96.49279999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopy.arrayCopyCharNonConst;;4;22;20;13;19;0;114.65119999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-224&length=16384&provider=DEFAULT;2;28;25;0;0;0;73.4664
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.full.AESBench.encrypt;algorithm=AES_CBC_NoPadding&dataSize=16384&keyLength=128;3;24;22;30;0;0;106.66879999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.pipeline.PipelineSeqMultiple.bulk_foreach_named;size=100000;2;10;14;0;0;0;44.2112
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.Capture2.inner_static;;5;10;12;14;16;13;115.57199999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function0.mrefI_L;;3;13;10;16;0;0;69.3432
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesDropArguments.interCreate;;5;9;21;33;12;5;130.704
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testInt;length=70;2;15;14;0;0;0;49.2552
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutFloat;size=10;5;35;50;38;37;36;247.7248
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleConvertReturnPrimitive.baselineExact;;2;26;27;0;0;0;73.4664
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleConvertBoxing.test_1_Convert;;2;10;12;0;0;0;42.193599999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.PrimesFilter.t10000.Lambda.bulk_seq_lambda;;2;5;5;0;0;0;30.088
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ObjectHashCode.mode_4;;5;18;29;10;20;14;141.80079999999998
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.AtomicIntegerUpdateAndGet.testInnerNoCaptureCached;;4;24;26;24;29;0;143.9064
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AllMatch.seq_invoke;size=100000;2;19;19;0;0;0;58.334399999999995
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testChar;length=1200;2;13;13;0;0;0;46.2288
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testInt;length=300;3;20;22;12;0;0;84.4752
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutDouble;size=1000;3;5;50;37;0;0;122.80959999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.math.BigDecimals.testAdd;;3;5;5;5;0;0;45.132
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutShort;size=10;5;5;7;5;5;9;81.27279999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=md5&length=1024&provider=SUN;2;17;23;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testLong;length=600;5;24;26;25;18;17;160.968
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesArrayElementSetter.testSetter;;2;26;21;0;0;0;67.4136
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Morph0.mref4;;2;19;13;0;0;0;52.2816
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.FindFirst.par_invoke;size=100000;3;13;9;13;0;0;65.30799999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.FindAny.par_invoke;size=100000;2;35;5;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.PrimesSieve.Bulk.bulk_seq_inner;;2;19;16;0;0;0;55.308
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function1.mrefII_II;;4;21;19;20;17;0;117.6776
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsSpreader.baselineRaw;;2;18;18;0;0;0;56.3168
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsVarargsCollector.testCreate;;2;29;11;0;0;0;60.352
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testLong;length=1;4;21;20;18;26;0;125.74799999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.CaptureMR.mref_static1;;3;21;16;20;0;0;87.5016
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function0.mrefL_L;;2;13;21;0;0;0;54.2992
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testLong;length=3;2;23;12;0;0;0;55.308
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testChar;length=600;2;20;19;0;0;0;59.343199999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.chain.ChainAnonymCap4.call8;;5;10;11;17;24;25;137.7656
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodTypeAppendParams.baselineRaw;;2;20;26;0;0;0;66.4048
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.ArrayBoundCheckRemoval.testBubblesort;;2;21;24;0;0;0;65.39599999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AllMatch.par_invoke;size=100000;2;5;9;0;0;0;34.1232
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetShort;size=1000;2;5;5;0;0;0;30.088
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.AckermannL.mrefIII;;4;5;28;29;28;0;130.79199999999997
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testByte;length=600;2;21;17;0;0;0;58.334399999999995
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.Locks.testFairReentrantLock;;2;25;30;0;0;0;75.484
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.tasks.PrimesSieve.Bulk.hm_par;;2;10;6;0;0;0;36.1408
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testInt;length=70;2;23;18;0;0;0;61.3608
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.AllMatchShort.par_end;offset=100&size=100000;2;5;7;0;0;0;32.105599999999995
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.SwitchPointAdhoc.testValid;;5;31;5;32;50;50;219.4784
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.ArrayBoundCheckRemoval.testBubblesortStripped;;3;11;16;11;0;0;68.33439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithFloat8;;2;42;37;0;0;0;99.6952
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=md2&length=16384&provider=DEFAULT;2;24;21;0;0;0;65.39599999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=1;2;12;15;0;0;0;47.2376
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testByte;length=300;2;21;24;0;0;0;65.39599999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesExactInvoker.baselineOrig;;3;18;20;25;0;0;93.55439999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleBasicInvoke.baselineRaw;;5;13;22;26;17;15;143.8184
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleProxiesAsIFInstance.baselineCompute;;2;22;35;0;0;0;77.5016
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetDouble;size=10;2;50;47;0;0;0;117.85359999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.UniqueElements.seq_chain;size=100000;2;15;15;0;0;0;50.263999999999996
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutChar;size=1000;3;6;5;5;0;0;46.1408
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyAligned.testLong;length=5;2;24;11;0;0;0;55.308
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.net.DatagramSocketTest.testSend;size=4096;2;6;8;0;0;0;34.1232
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testInt;length=1200;3;22;29;26;0;0;107.6776
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.nio.CharsetEncodeDecode.encode;size=16384&type=BIG5;2;31;24;0;0;0;75.484
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.pipeline.Terminal.baseline_iterator_sink;size=100000;4;27;17;24;18;0;126.7568
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.xml.STAX.testParse;;2;27;5;0;0;0;52.2816
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.Crypto.encrypt;cipherName=DESede&length=64;2;16;8;0;0;0;44.2112
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=70;3;13;21;23;0;0;87.5016
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Morph2.inner2;;3;12;15;17;0;0;74.38719999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.AnyMatcher.seq_filter_findFirst;size=100000;3;13;10;12;0;0;65.30799999999999
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.ZipFind.testOneNonExisting;;5;24;21;19;8;21;143.8184
