lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkAndNot.pairwiseAndNot,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,ea0c78dc1d6e29287048a6e93cb2b43fc559be146f4773cf35323559aaad4c0a
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkIOr.pairwiseIOr,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,e78ff35416fc8c7fe0b630107ba1b20e459b45ff954fb5a9447d729faabe4d94
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkWideAndNaive.wideAnd_naive,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,ce1eb247229b144f4ad602461fbea79bfada222d5ec725e9f471b73203434dec
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkCardinality.iterate,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,2cbc2f3a6e1d992008183e9879ab1618dc404d3073e78da2306f33de65b66142
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkWideOrPq.wideOr_pq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,079e68743fa863d296881cd0336df6f9920f1ec3246c2c181168dcab4dc6f199
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataBenchmarkXor.pairwiseXor,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.roaringbitmap.realdata.state.RealDataBenchmarkState,1,false,false,false,false,false,dataset=org.roaringbitmap.realdata.state.RealDataBenchmarkState&type=org.roaringbitmap.realdata.state.RealDataBenchmarkState&immutable=org.roaringbitmap.realdata.state.RealDataBenchmarkState,3,3,false,b9ac7631d94adc88867b45f39fc2c068ec7010977d5dace93c4c679cacc3f36c
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.bufferBackedDataInput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&org.openjdk.jmh.infra.Blackhole,2,true,false,false,false,false,dataset=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&runOptimise=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState,2,2,false,31b4b290be2163ccc79f68e1027d0f995d4dc0086a23fd989b87d63b9228c1d3
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.streamBackedDataInputWithBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&org.openjdk.jmh.infra.Blackhole,2,true,false,false,false,false,dataset=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&runOptimise=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState,2,2,false,9f49679e57728da0aa3c03d41f481a59bab7585e001f2a82dfa2cfa062037e5a
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.streamBackedDataInput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&org.openjdk.jmh.infra.Blackhole,2,true,false,false,false,false,dataset=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&runOptimise=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState,2,2,false,fdb21dee63eba5f8ae821a1c1a4d21390efcf453e7a59d7cd95d48339a0d5365
lemire/RoaringBitmap,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.directToBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&org.openjdk.jmh.infra.Blackhole,2,true,false,false,false,false,dataset=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState&runOptimise=org.roaringbitmap.realdata.RealDataSerializationBenchmark.BenchmarkState,2,2,false,0df7691ba580ef4bd269517a7eee0cf50a75d72c8da51c961e13045549d7fc12
