davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.ShakespearePlaysScrabbleWithStreams.measureThroughput,5,,5,,,,5,,5,,,,1,,1,,,,false,,false,false,,false,true,,true,false,,false,,0,false,false,false,false,false,,0,0,false,56ca4ce8ff724cdc3ff6d08908cee8e9792bbcd42aa2a23864ed338671ccfef4
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.rangeOneTo100CountJava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,7788cfa8858710a8f24845b473f31bfc77e4aa02bc683db4815313bb5e5db456
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.rangeOneTo100CountKool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,f84cafd969f147f1391a003079b88c51aaff69d0fa133ad67f9ad06aba0979d5
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.mapToListJava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,a568f5b35f127c5294886ddbe70e3eb1427a6fe60f8a3de49b32a8acac975985
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.mapToListKool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,9259b352d55de0186c1fab9801ef4ceb4877474e57cac4e81513b7e86e91234b
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.readFileJava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,b40698777211efa01cbbb8493508b2dd829608d47372dca6c553e35b3b41fbc5
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.readFileKool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,7b0d908c33904a13be7fce796781c62f25afe5e2e8219af732d59cf0ad04f338
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.flatMapMinMapReduceKool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,3075af28125ce22af1d985466d6af428b65515ada371f782f16182a3abda0927
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.Benchmarks.flatMapMinMapReduceJavaStreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,e62dde0245d98226c9e820a36fc99966b34e98f3c02cd4fb48ba7b5f3acdc094
davidmoten/kool,,1.11.1,1.8,,org.davidmoten.kool.ShakespearePlaysScrabbleWithKool.measureThroughput,5,,5,,,,5,,5,,,,1,,1,,,,false,,false,false,,false,true,,true,false,,false,,0,false,false,false,false,false,,0,0,false,1790ecb70570df71263e3c277a010da05decd34725772946eca0ad69ec0a8903
