"coder-press/crazy-soap","","1.10.5","1.7","1.7","crazysoap.ParseBooleanRandomBenchmarkTest.parseRandom","4","4","","1000000000","1000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","3","3","","3000000000","3000000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","1","1","","1","1","","","","","","","","","","","","","","org.openjdk.jmh.infra.Blackhole","1","true","false","false","false","false","valueParam=crazysoap.ParseBooleanRandomBenchmarkTest","valueParam=all-random&valueParam=spec-random","1","0","","false","4365ac86d494e22d08df2dd44c6922e31077b46735af1bf3f668d772f96c89b8"
"coder-press/crazy-soap","","1.10.5","1.7","1.7","crazysoap.ParseBooleanBenchmarkTest.parse","1","1","","100000","100000","","BOTH_SET","BOTH_SET","BOTH_UNSET","2","2","","200000","200000","","BOTH_SET","BOTH_SET","BOTH_UNSET","1","1","","1","1","","","","","","","","","","","","","","","0","false","false","false","false","false","","","0","0","boolean","false","fe00bdf0e1c8dfeda0e7dfcf46e6ccaa83b7211cd927003d7d1e2f1836337b2b"
