mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.FlattenJSONBenchmark.baseline,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,,0,false,false,false,false,false,,0,0,false,36fce608d75a741cf4a769c96a923b60e116e144a72be294dc838bcd7fd39ee9
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.FlattenJSONBenchmark.flatten,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,,0,false,false,false,false,false,,0,0,false,1c32c0cc77e46ea3795ae88ab55ad5e715399073b2880dce1046c7a4f5708f16
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.FlattenJSONBenchmark.preflattenNestedParser,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,,0,false,false,false,false,false,,0,0,false,db059e8e1445dda3a6d89ddfe8a162887f54b801052614e22086fc77e01e1f97
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.FlattenJSONBenchmark.forcedRootPaths,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,,0,false,false,false,false,false,,0,0,false,3cfcc13c4643f0180ee559c109ee331594e80b7f09ff3861b582a861bd54c59e
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.LongCompressionBenchmark.readContinuous,10,10,,,,,25,25,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,dirPath=io.druid.benchmark.LongCompressionBenchmark&file=io.druid.benchmark.LongCompressionBenchmark&format=io.druid.benchmark.LongCompressionBenchmark&strategy=io.druid.benchmark.LongCompressionBenchmark,4,0,false,92475b18fed7e675761d0ab02434f27e938cffe3c323ed212415b5994fdb72fc
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.LongCompressionBenchmark.readSkipping,10,10,,,,,25,25,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,dirPath=io.druid.benchmark.LongCompressionBenchmark&file=io.druid.benchmark.LongCompressionBenchmark&format=io.druid.benchmark.LongCompressionBenchmark&strategy=io.druid.benchmark.LongCompressionBenchmark,4,0,false,5df19b09666195e820c3d158f72b276234ec8e253201a79fca7d2fee8ee90696
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.StupidPoolConcurrencyBenchmark.hammerQueue,,,,,,,,,,,,,,,,,,,true,,true,false,,false,false,,false,false,,false,io.druid.benchmark.StupidPoolConcurrencyBenchmark.BenchmarkPool&org.openjdk.jmh.infra.Blackhole,2,true,false,false,false,false,,0,0,false,56a38f3cacc3359a3484821d5c40f57b2a777e3ad6c53662fe24aa313b4df81f
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.CompressedVSizeIndexedBenchmark.uncompressed,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,bytes=io.druid.benchmark.CompressedVSizeIndexedBenchmark&valuesPerRowBound=io.druid.benchmark.CompressedVSizeIndexedBenchmark&filteredRowCount=io.druid.benchmark.CompressedVSizeIndexedBenchmark,3,0,false,7b6c73684f0fc9f45b6b955edfc4c9b594a4bdc0fe35dfe9372e907c380b4845
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.CompressedVSizeIndexedBenchmark.compressed,,,,,,,,,,,,,,,,,,,false,,false,true,,true,false,,false,false,,false,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,bytes=io.druid.benchmark.CompressedVSizeIndexedBenchmark&valuesPerRowBound=io.druid.benchmark.CompressedVSizeIndexedBenchmark&filteredRowCount=io.druid.benchmark.CompressedVSizeIndexedBenchmark,3,0,false,05a35ea302c248a76fe39f232fe20e5956dab0823c7c3d508b973c6c6d75d73e
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.read1,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,5ca762c5c9c0461291a08ae6e4bbde2c0f41908e12a662184aebca44e66eb73a
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.read2,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,817b75e5ced47307632871703a2382f36e3bab39d3cd14daa62bfcb7acc6eed5
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.read4,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,e059d1587005dd6c0e171ca2a90351005467f5e8d26ca5559adc139424148bea
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.read8,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,e1edf6306e1abe6ac57381bb8a690ec007563e32aa78a4780d01c97e3a54657a
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.readd12,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,240f02c13bea40d7bfb11e70fca841bbd32196337229cd151eb322a1b8028774
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.readd16,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,7843abb0c4bf35c64b0dbfdba9e5fd77a622bc108b4440b24e7d4d469c9ff908
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.readd20,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,65503406e62dbfe5e50f0f0149750202ee3b6f53638196024495e9d2db7e9563
mrijke/druid,,1.9.2,1.7,1.8,io.druid.benchmark.VSizeSerdeBenchmark.readd24,10,10,,,,,10,10,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,values=io.druid.benchmark.VSizeSerdeBenchmark,1,0,false,63262c63b4d261b8fd5d9984c9ceb5403bb24d3bd72e7ad6c9910d05ac5878b5
