biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumBaseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,4c09aa8c3fc8767daa3cbc3c67e947621c96330d504bbde98ebf60d1ca667e1c
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresBaseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,f44bb2de565d55cb85140d3fe52db87816d8bd7ea1b788adeac659e825d0482f
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.cartBaseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,4e4136ac8d4bcfd06e72578bf0327d9b907b78da1c7efb760f54a81fd2e11c85
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresEvenBaseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,ef68fdea79c6b77ed072ddb8e2d1bc3abc9c9f4ebf2712eefad06bda1d40dc31
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumSeq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,6e20cb7c95994fbc6b00768514becb9e9b567b537c2331b8430c750839d51021
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumPar,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,948ca4cfde0db4e6415ef0564d3353c08751325dc2431897902aa3964cd5037d
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresSeq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,3e7776b41e6cfb90394705478d99f24e221870779151d4abd6c20310575bf317
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresPar,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,2bce7b751b7e2ce724597724b9bb166a89db36628ab8b0a8f037ea89070e0fef
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.cartSeq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,816996383f86d52b3aaec4c595ae13086845cac7429804497310b0edf4817cc6
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.cartPar,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,bd04bff0eb08619cbf38b8370a13c2ccd402fc72e8a8d9c3a443a14065597d74
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresEvenSeq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,ea6bc7c0bbc25d4f50eefea577cd5853f25ae3261e5bb1ee5b703daddb204496
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.sumOfSquaresEvenPar,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,610ac4cddfc5c77085ecd684ee4a252caafbfeb1a776c74f8af2a906c539f7e3
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.refBaseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,e1b33d8e37d4c2e8c259b3d8c158c089d3ca2038e0c1e40d07a2685ae0b95172
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.refSeq,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,2cf0a4629c7bba981dd7c3f1c562a3a04ece868546504ddbfb265afbaa96395d
biboudis/clashofthelambdas,,0.9.3,1.6,1.6,benchmarks.ClashOfLambdas.refPar,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,ce5168c4719b5f3624d56f6a19592f5e512b99fdf8d77241c4ec3eddf173119e
