"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAnnotationHandlerAverage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","54aae6b4efbe344b0cdbf531cc7c7447caa3a9addf492cb3d2ccfc90fe111fa9"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAnnotationHandlerThroughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","09ad40c52929408fb7c3fc2baab3736a4634b292b02797d7dc66006b878d0a15"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureDescriptionHandlerAverage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","7246dd72f2eeed65804d52ef35a213b1f718c45718c91945f456652ed4071e18"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureDescriptionHandlerThroughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","913316590d14a96be053f1cb760c62b2aae08c0cab07659bc6e47f652d60f980"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAnnotationSagaAverage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","830dd3fad4ccc68c00b15a1487f709bb598f186a03d67e9950e9a19bd164cae3"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAnnotationSagaThroughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","8580e1b48d391bc671d208440ab90068feb7ac2cf43b3e338e87c7be59ae8828"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureDescriptionSagaAverage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","3b7125306ca64d433e5365153bf1dbb7419d2995ddeac7c750a83e3d71d74319"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureDescriptionSagaThroughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","f4a17f436bc3cd8ac18d743e57e335af68a58b1f88d060dc46beca549482363b"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAutoTypedHandlerThroughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","48f158ced9f94ef46812ceb7b49939728e1733dc42dc7b4eded855baa6f56dfd"
"Domo42/saga-lib","","1.15","1.8","1.8","com.codebullets.sagalib.HandlersTestFixture.measureAutoTypedHandlerAverage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","fed7c6ad38f136fe399b4166b5ddc10b249bcd9666b4a0793a21a3c6706a938a"
