spotify/sparkey-java,,1.21,,,com.spotify.sparkey.system.AppendBenchmark.testSmall,2,2,,,,,4,4,,,,,1,1,,0,0,,true,,true,false,,false,false,,false,false,,false,,0,false,false,false,false,false,type=com.spotify.sparkey.system.AppendBenchmark,1,0,false,df60bf0a3afccb04f3f97f6144860d293f3df7d427a0bab393d79cf01c27d586
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.system.AppendBenchmark.testMedium,2,2,,,,,4,4,,,,,1,1,,0,0,,true,,true,false,,false,false,,false,false,,false,,0,false,false,false,false,false,type=com.spotify.sparkey.system.AppendBenchmark,1,0,false,b319538ba5b239bc50a2f622c6ed04aa80a86ea5c0666f0dcc0b8a4ddaf59d99
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.system.FsyncBenchmark.testFsync,2,2,,,,,4,4,,,,,1,1,,0,0,,true,,true,false,,false,false,,false,false,,false,,0,false,false,false,false,false,type=com.spotify.sparkey.system.FsyncBenchmark&fsync=com.spotify.sparkey.system.FsyncBenchmark,2,0,false,1ad741efc959db2cc7ee21551314460ee18989616e258e33f21c14713e94274b
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.system.WriteHashBenchmark.test,2,2,,,,,4,4,,,,,1,1,,0,0,,false,,false,false,,false,false,,false,true,,true,,0,false,false,false,false,false,numElements=com.spotify.sparkey.system.WriteHashBenchmark&constructionMethod=com.spotify.sparkey.system.WriteHashBenchmark,2,0,false,2184ba58726dd29e3138026ff26d33c02b14de3d67b8c1987d76a7b692784d91
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.system.LookupBenchmark.test,2,2,,,,,4,4,,,,,1,1,,0,0,,true,,true,false,,false,false,,false,false,,false,,0,false,false,false,false,false,numElements=com.spotify.sparkey.system.LookupBenchmark&type=com.spotify.sparkey.system.LookupBenchmark,2,0,false,76585746ffa348094aa20f791e79f03ec344784776aea3b8b935b1aab515f78d
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.SortHelperBenchmark.measureRealE1_E1,5,5,,-1,-1,,5,5,,-1,-1,,1,1,,1,1,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,3a5e2b0fe8934b63d214b8716e55b139a7922c8c0660d1014a939bf822098248
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.SortHelperBenchmark.measureRealE1_E2,5,5,,-1,-1,,5,5,,-1,-1,,1,1,,1,1,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,d9619423646007aa2b1b17f3abafd5b985264ab43b6c79626caf98f26529ed8a
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.SortHelperBenchmark.measureRealE2_E1,5,5,,-1,-1,,5,5,,-1,-1,,1,1,,1,1,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,b85eea655e3583d3edb6814fc1185cc8a7fdffe02dd7a863c66a6d042d3ea4b4
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.SortHelperBenchmark.measureRealE1_E3,5,5,,-1,-1,,5,5,,-1,-1,,1,1,,1,1,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,caf892b2af29b1e783bd1fe1bb2a9f0654f6354d5b9d78e99e58dbdaf21bbfc1
spotify/sparkey-java,,1.21,,,com.spotify.sparkey.SortHelperBenchmark.measureRealE1_E4,5,5,,-1,-1,,5,5,,-1,-1,,1,1,,1,1,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,99e789859bc63730292bc66cdaa23b2aaba4779e2c82a3852adf7d6da7c82ffa
