apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.FullReadBenchmark.orc,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.FullReadBenchmark&compression=org.apache.orc.bench.hive.FullReadBenchmark,2,0,false,8a4f5195a2b42b4928602bfd8382238fe1cbe56de9428d16647b7abaa7bcc88c
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.FullReadBenchmark.avro,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.FullReadBenchmark&compression=org.apache.orc.bench.hive.FullReadBenchmark,2,0,false,daf493f66510e383d8df849ccefc01a0378574127894ef64c8098f0fc64cdf7e
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.FullReadBenchmark.parquet,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.FullReadBenchmark&compression=org.apache.orc.bench.hive.FullReadBenchmark,2,0,false,ebe220583b48a21c2fb4c11c740c6db25dcada4e8b46354c9e70a839c39c3d38
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.FullReadBenchmark.json,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.FullReadBenchmark&compression=org.apache.orc.bench.hive.FullReadBenchmark,2,0,false,22dbbe483ed80512a276c225935943c6e3cc074fbc6256df9b84f0960b4262b0
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.DecimalBench.write,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.hive.DecimalBench.OutputState,1,false,false,false,false,false,version=org.apache.orc.bench.hive.DecimalBench.OutputState,1,1,false,36d953321ff3708885471c611faf86676c0267390e352de3d1623321c312ee76
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.DecimalBench.read,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole&org.apache.orc.bench.hive.DecimalBench.InputState,2,true,false,false,false,false,version=org.apache.orc.bench.hive.DecimalBench.InputState,1,1,false,06cb33ca1be47c1b050166cd585efde01017cb87a8a807b2402a13ec02bed855
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.ColumnProjectionBenchmark.orc,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.ColumnProjectionBenchmark&compression=org.apache.orc.bench.hive.ColumnProjectionBenchmark,2,0,false,4473de3bdb3cd127c7a640b726cb713c898ccb5c9313e99d1ec9794801bc652a
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.hive.ColumnProjectionBenchmark.parquet,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.core.ReadCounters,1,false,false,false,false,false,dataset=org.apache.orc.bench.hive.ColumnProjectionBenchmark&compression=org.apache.orc.bench.hive.ColumnProjectionBenchmark,2,0,false,92aa77c3e07f8a2a3b0cd8b4e9f0185819524f4ecf1835d0a9410c041fd6ace9
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.spark.SparkBenchmark.fullRead,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.spark.SparkBenchmark.InputSource&org.apache.orc.bench.core.ReadCounters&org.openjdk.jmh.infra.Blackhole,3,true,false,false,false,false,dataset=org.apache.orc.bench.spark.SparkBenchmark.InputSource&compression=org.apache.orc.bench.spark.SparkBenchmark.InputSource&format=org.apache.orc.bench.spark.SparkBenchmark.InputSource,3,3,false,55b56b66006f03b35df72f3ecd0094f6a1343a132a6a52e0f2d70327f9641ef3
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.spark.SparkBenchmark.partialRead,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.spark.SparkBenchmark.InputSource&org.apache.orc.bench.core.ReadCounters&org.openjdk.jmh.infra.Blackhole,3,true,false,false,false,false,dataset=org.apache.orc.bench.spark.SparkBenchmark.InputSource&compression=org.apache.orc.bench.spark.SparkBenchmark.InputSource&format=org.apache.orc.bench.spark.SparkBenchmark.InputSource,3,3,false,a46cbc3a35d3d06a807dbaf7baed116d1eacaa18d5e0782a61a1bd30a5fc67ab
apache/orc,,1.20,1.8,1.8,org.apache.orc.bench.spark.SparkBenchmark.pushDown,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.apache.orc.bench.spark.SparkBenchmark.InputSource&org.apache.orc.bench.core.ReadCounters&org.openjdk.jmh.infra.Blackhole,3,true,false,false,false,false,dataset=org.apache.orc.bench.spark.SparkBenchmark.InputSource&compression=org.apache.orc.bench.spark.SparkBenchmark.InputSource&format=org.apache.orc.bench.spark.SparkBenchmark.InputSource,3,3,false,e69417c9fa68c4641299454b9e3d42ecfdf0ea6a62986a1f860808e02c04d655
