"apptik/jus","","1.17.3","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","io.apptik.comm.jus.perf.RoundTripPerf.get","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","io.apptik.comm.jus.perf.States.GenericState","1","false","false","false","false","false","concurrencyLevel=io.apptik.comm.jus.perf.States.GenericState&targetBacklog=io.apptik.comm.jus.perf.States.GenericState&bodyByteCount=io.apptik.comm.jus.perf.States.GenericState&headerCount=io.apptik.comm.jus.perf.States.GenericState","concurrencyLevel=1&concurrencyLevel=2&concurrencyLevel=3&concurrencyLevel=4&concurrencyLevel=8&concurrencyLevel=10&concurrencyLevel=12&targetBacklog=1&targetBacklog=10&targetBacklog=100&targetBacklog=1000&bodyByteCount=128&bodyByteCount=1048576&headerCount=1&headerCount=20","4","4","java.util.concurrent.CountDownLatch","false","9be3f17db579517608e5ee19b3300a737f5bb6b5552d8d20833137640c132a9c"
"apptik/jus","","1.17.3","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","okhttp3.benchmarks.Benchmark.fake","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","okhttp3.benchmarks.States.GenericState","1","false","false","false","false","false","concurrencyLevel=okhttp3.benchmarks.States.GenericState&targetBacklog=okhttp3.benchmarks.States.GenericState&tls=okhttp3.benchmarks.States.GenericState&gzip=okhttp3.benchmarks.States.GenericState&chunked=okhttp3.benchmarks.States.GenericState&bodyByteCount=okhttp3.benchmarks.States.GenericState&headerCount=okhttp3.benchmarks.States.GenericState","concurrencyLevel=1&concurrencyLevel=10&targetBacklog=10&tls=true&gzip=true&chunked=false&bodyByteCount=128&bodyByteCount=1048576&headerCount=0&headerCount=20","7","7","double","false","5797075e8530d61a3a553ba90096e18a72372c6fc985896b30369bbefd7e8f55"
