mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest.sha256Hex,5,5,,,,,5,5,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,clazz=rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest,1,0,false,130be07cd395fdea3c23783512d77919f96528118f459a641710826477c55528
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest.baseline,5,5,,,,,5,5,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,clazz=rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest,1,0,false,49362dce38b827ec84c2e17836b99a0e79c1cd45f6273e40071ecc36417c9cf4
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest.instrument,5,5,,,,,5,5,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,clazz=rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest&maxMethods=rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest&enhancedExceptionSensor=rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest&specialMethodInstrumentation=rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest,4,0,false,5d4cffd19f93859cdadd9134b921f3d910b9b74151aa5cbe24481893dd5c5763
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.instrumentation.asm.ClassAnalyzerPerfTest.parse,5,5,,,,,5,5,,,,,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,clazz=rocks.inspectit.agent.java.instrumentation.asm.ClassAnalyzerPerfTest,1,0,false,75e17bd1959227448d81c9a416a34f87e31a6590d755a7059582d840528bfa0a
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.invocationsequence.InvocationHookPerfTest.startAnInvocation,10,10,,,,,10,10,,,,,3,3,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,tokens=rocks.inspectit.agent.java.sensor.method.invocationsequence.InvocationHookPerfTest,1,0,false,693ff1852e4cc2db16d1d790c9832888f4289ed308b7cc3c918f3f5d7e70879c
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.invocationsequence.InvocationHookPerfTest.startAnInvocationPlusMethod,10,10,,,,,10,10,,,,,3,3,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,tokens=rocks.inspectit.agent.java.sensor.method.invocationsequence.InvocationHookPerfTest,1,0,false,d1c693ab38fc989d0c72d9bdb1a419cf82df2c43cdc3fc514a610c7161c2561c
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.special.ExecutorIntercepterHookPerfTest.baseline,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,2b76e7b52e4a665102d3e30be3fe7d4fd78465c7df72cdc6b8dfe11114233207
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.special.ExecutorIntercepterHookPerfTest.parameterIsSpanStore,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,,0,0,false,bde06988708f1ec81aba1039170bf8c0d2f10bbf52da8ac185005dd9e8b0a620
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.special.ExecutorIntercepterHookPerfTest.tracerIsNotActive,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,,0,0,false,ea3c4bf8a7b6761c1caa01b747d51c0a7746eaeb9d02a0dc7653642c8cc82369
mariusoe/inspectIT,,1.19,1.8,1.8,rocks.inspectit.agent.java.sensor.method.special.ExecutorIntercepterHookPerfTest.tracerIsActive,,,,,,,,,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,org.openjdk.jmh.infra.Blackhole,1,true,false,false,false,false,,0,0,false,bff85e9645e6b584fea5d3d88b54483efa2ff7370158f7a9e9907e17d4d6a0c3
