robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.PatternMatchParensBenchmark.timeLazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.PatternMatchParensBenchmark,1,0,false,681717641213b69e755d0e25eeb8b4d80992835c04027b492e34023a6b222af3
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.PatternMatchParensBenchmark.timeDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.PatternMatchParensBenchmark,1,0,false,db3c142450d139bbccd15be7ec9c346b413b5659e8d0828c9149c1f4f71be15b
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.LambdaOrIntValueForUnboxingBenchmark.lambda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,2854e168590d2cb690a9786e118221b077345ef95e09139adea3fb41091cd03b
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.LambdaOrIntValueForUnboxingBenchmark.intValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,447befe1a59875ab99579743c50339e89907cc1338d7418078feb61f92b3bba7
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.StringFormatOrConcatBenchmark.timeFormat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,85862cea32711968d057ef91dd8f5f4e7ecc2dfd19cb7370ee1c479ab52bd8d9
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.StringFormatOrConcatBenchmark.timeConcat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,25a5900b50efb782e62b51793aeda0acc79a7d84f0b0b6bea5f50f9c17f334b5
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter.timeSplitFastPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter,1,0,false,8d88e635d31efdd2bbdc684f57d271e7ffe7d157f59950f629619d413856a401
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter.timeSplitPrecompiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter,1,0,false,c06bd3f8cef5f68d83384163213c0ae29826ab38c4efe1af3ef4f34a6ea1281c
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter.timeSplitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.SplitFastPathOrPrecompiledOrSplitter,1,0,false,cb17e557e9564a13ec19d71cc82de1b766a96bf5a9b5c58309aeca72f89f8b6e
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.StringPlusOrBuilderBenchmark.timePlus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.StringPlusOrBuilderBenchmark,1,0,false,36ec7be72897a792df9acca547fa57d58dce13a534a5555ee1e5ce6b5a6dd7ec
robinst/microbenchmarks,,1.17.3,1.8,1.8,org.nibor.microbenchmarks.StringPlusOrBuilderBenchmark.timeBuilder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,size=org.nibor.microbenchmarks.StringPlusOrBuilderBenchmark,1,0,false,30f2b6a050eb054848838ed58e9e499e9e352c0c735aebdca5aa1450b47023cb
