lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.StringOpBenchmarks.testStringBuilder,5,,5,200000000,,200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,1200000000,,1200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,9581b0fc00514a9f7398aed661a4517ce352b688dc90148fa912f559024ed7b2
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.StringOpBenchmarks.testStringPlus,5,,5,200000000,,200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,1200000000,,1200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,d7768ad161d6abeb42a17baadaa889ba5a77c847625acd273d46328dcd4c0ca7
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.StringOpBenchmarks.testStrCat,5,,5,200000000,,200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,1200000000,,1200000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,300615a89e9064265cd82cf5c51ea92a8bae9d0638b36e4f2f8759afe20d0a59
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethod,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,3b7100344fcc5461fc1a9b27a6209177131e3a1443e749369d6915c29c570765
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethodSampled,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,ca519693be459a5047049b1a4673691fcd9d393bb3b7be82a6577a9abe43ddf3
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethodPrintln1,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,7aa64243e2a9ed350dcebc63449df183ad57e8cfdb3e4276c4569330aa7f8f39
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethodPrintln1Sampled,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,f20cd5f80e6738f8d5657d0da2d908e87213196fc00fdc67190f037878520227
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethodPrintln2,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,2a30f5d89bb98afa266e1c48fd4269e181c4c2317225c5aecd66ce4fd869f79f
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testInstrumentedMethodPrintln3,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,34d41e997abdc0ce2d08022ea54f8af13bbc27b71051bf7334121e4ccf4212f7
lotusws/btrace,,0.9.2,1.8,1.8,net.java.btrace.BTraceBench.testMethod,5,,5,100000000,,100000000,BOTH_SET,BOTH_UNSET,BOTH_SET,5,,5,500000000,,500000000,BOTH_SET,BOTH_UNSET,BOTH_SET,1,1,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,,0,0,,false,246b6fc4c48480958a37976a4631f8fde3c0e4d7e80c6c54a64b33ed86cf6eb5
