netzwerg/paleo,,1.19,1.8,1.8,ch.netzwerg.paleo.io.ParserBenchmarks.parseWithSchema,1,1,,,,,1,1,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,9072c4a99c8921c2e60ecabc30916839ec12969594320e4967b65e4d36ef493e
netzwerg/paleo,,1.19,1.8,1.8,ch.netzwerg.paleo.CategoryColumnBenchmarks.buildCategoryColumn,3,3,,,,,3,3,,,,,,,,,,,false,false,,true,true,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,4ff382208eb99f8d53cc1a99a49a679bab0b212b01cf329a42d465af4ffd6ae3
