apache/aurora,,1.15,,,org.apache.aurora.benchmark.StatusUpdateBenchmark.runBenchmark,1,1,,10000000000,10000000000,,5,5,,10000000000,10000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,latencyMilliseconds=org.apache.aurora.benchmark.StatusUpdateBenchmark,1,0,false,9ceed5b73773c4795cb7212343b095e1a8190b356a0d42d5b6a6c4076ba94e68
apache/aurora,,1.15,,,org.apache.aurora.benchmark.ThriftApiBenchmarks.GetRoleSummaryBenchmark.run,1,1,,10000000000,10000000000,,5,5,,5000000000,5000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,testConfiguration=org.apache.aurora.benchmark.ThriftApiBenchmarks.GetRoleSummaryBenchmark,1,0,false,3427cbb995c11c246f7cd21008b3c8fd2837a60e612b7db9934505418d57e0b7
apache/aurora,,1.15,,,org.apache.aurora.benchmark.ThriftApiBenchmarks.GetAllTasksBenchmark.run,1,1,,10000000000,10000000000,,5,5,,5000000000,5000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,testConfiguration=org.apache.aurora.benchmark.ThriftApiBenchmarks.GetAllTasksBenchmark,1,0,false,3115240631b3d91007b2e962add3317238f132e1215dabcb9f78922834e31b58
apache/aurora,,1.15,,,org.apache.aurora.benchmark.StateManagerBenchmarks.InsertPendingTasksBenchmark.run,5,5,,10000000000,10000000000,,10,10,,30000000000,30000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,numPendingTasks=org.apache.aurora.benchmark.StateManagerBenchmarks.InsertPendingTasksBenchmark,1,0,false,b074aeb9cef68263377e6b8a1c0c6c004840967357fb369be23dd964205ba56e
apache/aurora,,1.15,,,org.apache.aurora.benchmark.StateManagerBenchmarks.DeleteTasksBenchmark.run,5,5,,10000000000,10000000000,,10,10,,30000000000,30000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,numTasksToDelete=org.apache.aurora.benchmark.StateManagerBenchmarks.DeleteTasksBenchmark,1,0,false,8f7b50981f9adef31b6b8cab5483448137410f07f179ff19b362cc1ce3cba33c
apache/aurora,,1.15,,,org.apache.aurora.benchmark.SnapshotBenchmarks.RestoreSnapshotWithUpdatesBenchmark.run,1,1,,10000000000,10000000000,,5,5,,10000000000,10000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,updateCount=org.apache.aurora.benchmark.SnapshotBenchmarks.RestoreSnapshotWithUpdatesBenchmark,1,0,false,4e17811bb6111001cb266f899bc083ae9c10cb1967b55bad4a3d0e95a96fd4e1
apache/aurora,,1.15,,,org.apache.aurora.benchmark.SchedulingBenchmarks.AbstractBase.runBenchmark,1,1,,10000000000,10000000000,,10,10,,10000000000,10000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,,0,0,false,4dbecd960e90216d4955143ae79286297af3c633320b74c81d53ef6de3e6a116
apache/aurora,,1.15,,,org.apache.aurora.benchmark.TaskStoreBenchmarks.FetchAll.run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,e9750a1cc9ba9f9e5e4ff45b252714d0a97d2b4c4961d57f140f72b504f9ad24
apache/aurora,,1.15,,,org.apache.aurora.benchmark.TaskStoreBenchmarks.IndexedFetchAndFilter.run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,false,false,false,,0,0,false,4b755bc9052e1f31244f51c7095105b9e7a7122c648ab59c58ce2eb16ddd31cf
apache/aurora,,1.15,,,org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobDetailsBenchmark.run,1,1,,10000000000,10000000000,,5,5,,5000000000,5000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,instances=org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobDetailsBenchmark,1,0,false,188d11cbbb8720d6ebf73e01e78d9502103beb30ba99b9c668bb1684aa46641c
apache/aurora,,1.15,,,org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobInstructionsBenchmark.run,1,1,,10000000000,10000000000,,5,5,,5000000000,5000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,instanceOverrides=org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobInstructionsBenchmark,1,0,false,188d11cbbb8720d6ebf73e01e78d9502103beb30ba99b9c668bb1684aa46641c
apache/aurora,,1.15,,,org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobUpdateMetadataBenchmark.run,1,1,,10000000000,10000000000,,5,5,,5000000000,5000000000,,1,1,,,,,true,true,,false,false,,false,false,,false,false,,,0,false,false,false,false,false,metadata=org.apache.aurora.benchmark.UpdateStoreBenchmarks.JobUpdateMetadataBenchmark,1,0,false,188d11cbbb8720d6ebf73e01e78d9502103beb30ba99b9c668bb1684aa46641c
