project;commit;benchmark;params;f1;f2;f3;f4;f5
jctools;;org.jctools.jmh.collections.SetOps.remove;keyBound=2048&occupancy=512&size=1024&type=org.jctools.sets.OpenHashSet;21;12;5;11;12
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline;limit=1;11;15;5;16;15
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs;limit=1;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.throughput.MpqThroughputBackoffNone.bothr;qCapacity=132000&qType=SpmcArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1&qType=SpmcArrayQueue;18;2147483647;25;39;2147483647
jctools;;org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt;qCapacity=132000&qType=SpmcArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=100&qType=SpscArrayQueue;2147483647;2147483647;34;47;2147483647
jctools;;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=10&qType=MpmcArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline;limit=10000;11;13;14;12;24
jctools;;org.jctools.jmh.latency.QueueBurstCost.burstCost;burstSize=100&consumerCount=1&qCapacity=132000&qType=MpmcArrayQueue&warmup=true;2147483647;2147483647;2147483647;5;2147483647
jctools;;org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr;qCapacity=132000&qType=MpscArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr;qCapacity=132000&qType=SpmcArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline;limit=128000;15;34;11;15;15
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg;limit=1;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt;qCapacity=132000&qType=MpscArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.collections.SetOps.remove;keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet;5;8;5;5;13
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg;limit=128000;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.baseline.SingleThreadedOffer.offerLoop;qType=MpscArrayQueue;8;9;5;5;5
jctools;;org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal;qCapacity=132000&qType=SpscArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.maps.nbhm_test.jmh.ConcurrentMapThroughput.randomGetPutRemove;implementation=NonBlockingHashMap&readRatio=50&tableSize=100000;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt;capacity=132000&type=Mpsc;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=100&qType=SpmcArrayQueue;2147483647;2147483647;2147483647;2147483647;2147483647
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline;limit=1;23;16;14;15;5
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline;limit=10000;12;17;8;11;21
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs;limit=1;2147483647;2147483647;2147483647;2147483647;2147483647
