project;commit;benchmark;params;f1;f2;f3;f4;f5
squidlib;;squidpony.performance.FOVCacheBenchmark.measureCachedFOV;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.WorldBenchmark.measureClassic;;19;18;20;18;17
squidlib;;squidpony.performance.MathBenchmark.measureCosGdxDeg;;23;16;10;7;5
squidlib;;squidpony.performance.CoordPackerBenchmark.doRandomA;;2147483647;2147483647;2147483647;2147483647;50
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidPrimitiveOM;NEED_TO_ENLARGE=0&SIZE=65536;33;30;22;2147483647;44
squidlib;;squidpony.performance.RNGBenchmark.measureOriole32R;;5;5;18;22;8
squidlib;;squidpony.performance.HashBenchmark.doCharMist32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.MathBenchmark.measureBaseline;;5;9;7;2147483647;5
squidlib;;squidpony.performance.RNGBenchmark.measureLongPeriodIntR;;10;5;13;14;5
squidlib;;squidpony.performance.RNGBenchmark.measureLapInt;;11;18;14;5;8
squidlib;;squidpony.performance.DijkstraBenchmark.doPathOtherDijkstra;;29;13;13;21;20
squidlib;;squidpony.performance.RNGBenchmark.measureThreadLocalInt;;15;16;17;2147483647;10
squidlib;;squidpony.performance.WaypointBenchmark.countWaypoint2;;33;37;36;41;44
squidlib;;squidpony.performance.RNGBenchmark.measureGWTRNG;;10;17;17;8;9
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAltR;;24;8;7;21;8
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringGdxOM2;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;43;45;2147483647;38
squidlib;;squidpony.performance.DijkstraBenchmark.doPathDijkstra;;13;19;17;20;14
squidlib;;squidpony.performance.HashBenchmark.doCharLightning32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.MathBenchmark.measureCosApproxFloat;;15;13;10;19;20
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAlt;;12;17;22;13;5
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOM;NEED_TO_ENLARGE=0&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAltInt;;16;19;18;20;22
squidlib;;squidpony.performance.HashBenchmark.doLongLightning64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.RNGBenchmark.measureXoRoIntR;;16;9;21;15;15
squidlib;;squidpony.performance.RNGBenchmark.measureFlapInt;;15;8;11;15;26
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM;NEED_TO_ENLARGE=2&SIZE=65536;45;38;2147483647;40;26
squidlib;;squidpony.performance.RNGBenchmark.measureLightIntR;;10;5;12;9;13
squidlib;;squidpony.performance.HashBenchmark.doIntJDK32Mixed;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doCharJolt64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doCharHive64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.WorldBenchmark.measureWhirling;;17;20;17;17;15
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet;NEED_TO_ENLARGE=0&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.CoordPackerBenchmark.doPack;;30;26;13;5;5
squidlib;;squidpony.performance.HashBenchmark.doJolt32;;2147483647;2147483647;2147483647;50;2147483647
squidlib;;squidpony.performance.DijkstraBenchmark.doTinyPathDijkstra;;11;13;14;11;12
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2;NEED_TO_ENLARGE=2&SIZE=65536;38;2147483647;2147483647;34;30
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAlt32;;17;9;8;9;9
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;27;40;33;38
squidlib;;squidpony.performance.HashBenchmark.doLongSirocco32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringGdxOS2;NEED_TO_ENLARGE=0&SIZE=65536;37;35;30;29;31
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.RNGBenchmark.measureLap;;14;15;15;19;12
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM3;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidOM;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.NoiseBenchmark.measureFastNoise4D;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doLongJDK32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringGdxOM2;NEED_TO_ENLARGE=0&SIZE=65536;27;37;32;2147483647;49
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringGdxOS2;NEED_TO_ENLARGE=1&SIZE=65536;33;20;32;31;41
squidlib;;squidpony.performance.NoiseBenchmark.measureOpenSimplex3D;;47;2147483647;47;50;37
squidlib;;squidpony.performance.HashBenchmark.doLightning32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidOM;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.CoordPackerBenchmark.doSurface;;41;29;25;28;29
squidlib;;squidpony.performance.NoiseBenchmark.measureSeeded4D;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidPrimitiveOM3;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOS;NEED_TO_ENLARGE=1&SIZE=65536;32;36;38;29;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS3;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.MathBenchmark.measureSinApprox;;16;31;5;12;11
squidlib;;squidpony.performance.NoiseBenchmark.measureFastNoise3D;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doCharJDK32;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.FOVCacheBenchmark.measureFOV16;;9;10;11;11;12
squidlib;;squidpony.performance.HashBenchmark.doLongJDK32Mixed;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doWater32;;2147483647;44;2147483647;25;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM;NEED_TO_ENLARGE=0&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.CoordPackerBenchmark.doFloodG;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doCharMist64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.HashBenchmark.doIntWater64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS;NEED_TO_ENLARGE=0&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.RNGBenchmark.measureXoRo;;11;16;7;5;8
squidlib;;squidpony.performance.HashBenchmark.doLongWisp64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.LOSBenchmark.measureDDA;;2147483647;25;49;31;2147483647
squidlib;;squidpony.performance.HashBenchmark.doIntLightning64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedAltG;;5;5;5;5;9
squidlib;;squidpony.performance.HashBenchmark.doWater64;;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.CoordPackerBenchmark.measureZCurveRegionG;;5;5;5;5;5
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOS;NEED_TO_ENLARGE=0&SIZE=65536;2147483647;46;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOS;NEED_TO_ENLARGE=2&SIZE=65536;49;2147483647;2147483647;2147483647;37
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS2;NEED_TO_ENLARGE=1&SIZE=65536;21;46;2147483647;24;2147483647
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM2;NEED_TO_ENLARGE=2&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
squidlib;;squidpony.performance.WaypointBenchmark.measureWaypoint3;;25;32;24;28;28
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2;NEED_TO_ENLARGE=1&SIZE=65536;2147483647;2147483647;2147483647;2147483647;2147483647
