"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntSmall","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","bce49a7aca0f74f562ca9aa54640b76445f7225768f125c14d9a4d1407fec0ed"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntSmallJdk","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","cd12f91b66a835d125f706d37896c2488adcaecfb9fc860f3d74954c2d22091d"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntSmallExact","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","2986f841a1fcfcb9477a37020c41d9f9672af70fcc638decd830038bddf3eb2f"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntLarge","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","4f2c5b2371fee728e39117f192efef69789353d3f1e0bdf8c3bc3fb9814c8ba7"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntLargeExact","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","c113f5d4766139fcca0b2ecec9f872f823d6af75d5cbed14811582bb93468b79"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseIntLargeJdk","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","121e28b2f550078ba6ec6aa8ce334f5ea4dc383b5d57ff73e216315df42a2eba"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseLongSmall","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","long","false","cafc4692788b8171dd32124805d2ec44061f21f079b06c2cea64653f37252528"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseLongSmallExact","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","long","false","0aeda4fb953eafed29eb339eeeb8384d6ef0cfb6ce4dd9a537a5fcb219469e6e"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseLongSmallJdk","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","long","false","039c1c6d02412956f21a59396f89cb42cdcba6bd63fa4ccf25d391c3bbd0786a"
"marschall/charsequences","5689c16d7f89f38925b7971bf1f7dd118bc0d922","1483225200","1.17.3","1.8","","com.github.marschall.charsequences.ParseDecimalBenchmark","parseLongLarge","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","long","false","e0e17e2b571fd84468b405fc60f315a0ece0fb3c00b61c5d595c18346556ad7f"
