"entrepidea/projects","0c72dce586b0a0511d539a5a04c32ec8af73a264","1472680800","1.11.1","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","com.entrepidea.java.new_features.tests.LambdaPerfTest","benchmarkA","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","com.entrepidea.java.new_features.tests.LambdaPerfTest.State","1","1","1","false","false","false","false","false","","","0","0","0","java.lang.Double","false","86707c2a8c49ba6cfce9a891c5ec49b22b5e493195e0bb947ebbaac621ee75c4","1"
"entrepidea/projects","0c72dce586b0a0511d539a5a04c32ec8af73a264","1472680800","1.11.1","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","com.entrepidea.java.new_features.tests.LambdaPerfTest","benchmarkB","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","com.entrepidea.java.new_features.tests.LambdaPerfTest.State","1","1","1","false","false","false","false","false","","","0","0","0","double","false","e3e94a9d537b0f3b91ab93be6d6511d6bb79f36883611d9f330ffbdecffa43c7","7"
