"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.pattern.StandardBenchmark","measureRegexFind","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","434a2f9c70c8187715bfcc05d4221fa46697c4112311b5d39cfeb6cad4d73400","5"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.pattern.StandardBenchmark","measurePatternFind","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","fd6e1950587f084e064d204caf85583677f71023752ad755810169977dc604c3","6"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.pattern.StandardBenchmark","measurePatternFindAll","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.util.List<pattern.Match>","false","77240d7d219ed6174ae6e6e7209d38ca9fd55ac21a7ede99e21551de2514a17f","1"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.pattern.PathologicalBenchmark","measurePatternFindAll","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.util.List<pattern.Match>","false","77240d7d219ed6174ae6e6e7209d38ca9fd55ac21a7ede99e21551de2514a17f","1"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.pattern.PathologicalBenchmark","measureRegexFind","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","6fade5af7daae5ac32b24771ba79eb730597777d2df7fd36ba3f0bc53559e67b","5"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.ArrayBenchmark","measureMapped2DArrayCopy","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","int[]","false","f5332cce91613f27df6aa6cc74817fec39a1def3754a73931ad4705ca27839e4","1"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.ArrayBenchmark","measureNative2DArrayCopy","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","int[][]","false","ba689b4e85f2b87c2aae486d3a750de6cbfc0c0b017e27a3b4513482602cb5c6","5"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.IterationBenchmark","measurePrimitiveArray","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","def46b6aa422127df64a40e64e9083f8a245c045e3adfcf52054f57b79b80678","3"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.IterationBenchmark","measureBoxedArray","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","34ea17a6f8ddfab24cb466c279b464d7be791615b256da267dee24c1f25e39da","3"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.IterationBenchmark","measureBoxedList","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","11675daa45b4d6e6c962330b98168f8d5f52b624b008836088e74683865a1655","3"
"yanchith/pattern","d865861e14a6a89f8fa7f8c2b77092132f07a55d","1451602800","1.10.5","","JavaVersion.VERSION_1_8","pattern.benchmarks.array.IterationBenchmark","measureBoxedListIter","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","org.openjdk.jmh.infra.Blackhole","1","0","0","true","false","false","false","false","","","0","0","0","","false","7efa138a90f0f06263f17ab14d5d029dbced7c007276469b779a291dafe2eb8b","5"
