"apptik/jus","71efa056a28725c8080656d402fe13c18a062602","1485903600","1.17.3","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","io.apptik.comm.jus.perf.RoundTripPerf","get","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","1","io.apptik.comm.jus.perf.States.GenericState","1","1","0","false","false","false","false","false","","","0","0","0","java.util.concurrent.CountDownLatch","false","acaaf96fd919dcd5ec4c64f142f8d3cbdc02f3b07c8c0f8f666acca7b3d6ed48","19"
"apptik/jus","71efa056a28725c8080656d402fe13c18a062602","1485903600","1.17.3","JavaVersion.VERSION_1_7","JavaVersion.VERSION_1_7","okhttp3.benchmarks.Benchmark","fake","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","true","","false","false","","false","false","","false","false","","1","okhttp3.benchmarks.States.GenericState","1","1","0","false","false","false","false","false","","","0","0","0","double","false","a1dff9048f2b80d0904d6cb4e6b01fc6594ad72541ae38328d42af2320323134","30"
