"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadWriteRunner","renameAllMethods","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadWriteRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","8b10be61d0933b81343a4918340adb7021b678b6a9fd735166bbc57369e54e52"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.WriteOnlyRunner","initResource","1","","1","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","0","","0","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","false","","false","false","","false","true","","true","15","fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState","1","1","0","false","false","false","false","false","r=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&a=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&o=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&direct=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState","r=set1&r=set2&r=set3&a=xmi&a=cdo&a=neo4j&a=berkeleydb-i&a=mapdb-i&o=AMC&direct=true","4","0","4","","false","3136bf45f18dbc99191312d81d0840c5890d73cf69504bed389a2ac524ec7fdd"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.WriteOnlyRunner","initStore","1","","1","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","0","","0","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","false","","false","false","","false","true","","true","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","","false","503637ad322bedffe33ae4344ef00740267c59b0b9f052ac0d133ff696e0ddc4"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.WriteOnlyRunner","create","0","","0","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","","1","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","false","","false","false","","false","true","","true","15","fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState","1","1","0","false","false","false","false","false","r=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&a=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&o=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState&direct=fr.inria.atlanmod.neoemf.benchmarks.runner.state.RunnerState","r=set1&r=set2&r=set3&a=xmi&a=cdo&a=neo4j&a=berkeleydb-i&a=mapdb-i&o=AMC&direct=true","4","0","4","","false","5eb9e21b827b69c53b68713143bcbbd56e8775389eba0d5df03c4e43a42926aa"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","traverse","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","long","false","bd08a6657b98d28071ebe143e5e890c775f227adceac853e98255dcc47e38c03"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","classDeclarationAttributes","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","0af21cfd9ee4a9c035766073dc4c5660af4048992f76e86a7eca6ab7167215c1"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","grabats","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","1db6a1c3009b2c7c686f12c8a0cac635b1682c631963b054b759c2e5d095eb92"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","invisibleMethodDeclarations","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","a59cb4b2a48ff063646cb328f370d88975e6dd03bf0790aba0b341ad5abda7db"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","orphanNonPrimitiveTypes","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","fefdad6401a339f7266c2c11eb26a191084fa5d01c9c1ecacabf613e31592b7b"
"atlanmod/NeoEMF","d293a211a98da314b566404005672e3b2bf22122","1506808800","1.19","1.8","1.8","fr.inria.atlanmod.neoemf.benchmarks.runner.ReadOnlyRunner","thrownExceptionsPerPackage","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","1","fr.inria.atlanmod.neoemf.benchmarks.runner.state.ReadOnlyRunnerState","1","0","0","false","false","false","false","false","","","0","0","0","int","false","103a72a6c62618e5d11ef8f52e9947f1108e89b4498156a108f92c80f6ce5ea2"
