"relayrides/pushy","b56af12eea3524edeb2c4aacee7d705af72e579c","1538344800","1.21","1.7","1.7","com.turo.pushy.apns.ApnsClientBenchmark","testSendNotifications","20","","20","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","20","","20","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","false","","false","false","","false","true","","true","3","","0","0","0","false","false","false","false","false","notificationCount=com.turo.pushy.apns.ApnsClientBenchmark&concurrentConnections=com.turo.pushy.apns.ApnsClientBenchmark","notificationCount=10000&concurrentConnections=1&concurrentConnections=4&concurrentConnections=8","2","2","0","long","false","3b41c77f5c24805dc01ce25b26944fc166c51f03886ee66a535e1ffb02d5ce9c"
"relayrides/pushy","b56af12eea3524edeb2c4aacee7d705af72e579c","1538344800","1.21","1.7","1.7","com.turo.pushy.apns.util.ApnsPayloadBuilderBenchmark","testBuildWithMaximumLength","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","","","","","","","","","","","","","4","","0","0","0","false","false","false","false","false","messageBodyLength=com.turo.pushy.apns.util.ApnsPayloadBuilderBenchmark&unicodeBlockName=com.turo.pushy.apns.util.ApnsPayloadBuilderBenchmark","messageBodyLength=512&messageBodyLength=8192&unicodeBlockName=BASIC_LATIN&unicodeBlockName=CJK_UNIFIED_IDEOGRAPHS","2","2","0","java.lang.String","false","9562d0b02b8bda18fc98b6e93429a07f43406c07ff164d3fa036e5b086b7c767"
