"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnReflectorBenchmark","invokeDoFn","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.lang.String","false","e8a8a80ddb192dc2b71e53e5a7e00569607b814b13be4b582c39195874ec489b"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnReflectorBenchmark","invokeDoFnWithContextViaAdaptor","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.lang.String","false","2d9ff620ad4554858572b7c69bb693467f31a0eaf05aaf3f4243a0e588af340d"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnReflectorBenchmark","invokeDoFnWithContext","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.lang.String","false","6b3f2b9329d09c407088319b4b27c9c3bcf67ee8b63ad0cd1cfb15434e1b12c7"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","codeShortArray","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","byte[]","false","d3fc194bf3ce37546a7e5d9a2b4c41d83439f83396aeccc3d46e9be0bf2dd3f2"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","codeLongArray","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","byte[]","false","82a3ea831813344e52363ae17051b3ac55e34b6df3560dfcd6ff94c3f9dc1460"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","codeEmptyString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","java.lang.String","false","b88007ba6281642ecbc4ba503f5f2fbb54512826d7b6edbed5209555157a915d"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","codeShortString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","java.lang.String","false","06399fd48ddbdfda1b7f15c1f2f4c56b4e5e00e74cff2fded297d05a75ee6207"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","codeLongString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","java.lang.String","false","a9487b7121ecc33175b3a03d963a5ba3444b3270dbe6b4fb3416fdf78437b375"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","codeShortPojo","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.Pojo","false","9b98bd796bdafe63b6598b8f51dd244d4694bd91d95c1419c39caf14924e3941"
"apache/beam","92030133a721d0bcbd17f5751333b0449257332e","1470002400","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","codeLongPojo","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","2","","0","0","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","isWholeStream=true&isWholeStream=false","1","1","0","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.Pojo","false","1dec98eb4511ad07f0bf32743c64510df6c2920679c017ee7651a5a76647b182"
