"trautonen/logback-ext","19648a145785e4524220502944d1c3b1dba3bd18","1459461600","1.10.5","","","org.eluder.logback.ext.lmax.appender.AppenderBenchmark","throughput","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","org.eluder.logback.ext.lmax.appender.AppenderBenchmark.ThreadContext","1","0","0","false","false","false","false","false","consumers=org.eluder.logback.ext.lmax.appender.AppenderBenchmark","consumers=1","1","1","0","","false","1999adc2d10c675b5d0874cf9ed408831e1f7da143196a8889215a1084664828"
"trautonen/logback-ext","19648a145785e4524220502944d1c3b1dba3bd18","1459461600","1.10.5","","","org.eluder.logback.ext.lmax.appender.AppenderBenchmark","latency","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","","false","false","","false","true","","true","false","","false","1","org.eluder.logback.ext.lmax.appender.AppenderBenchmark.ThreadContext","1","0","0","false","false","false","false","false","consumers=org.eluder.logback.ext.lmax.appender.AppenderBenchmark","consumers=1","1","1","0","","false","62f222ae1016927ae5d12f244c49169dba57b9e327ac11efb13bae9ddcf40a05"
