byte-buddy;JCTools;jdk;jenetics;jmh-core;log4j2;protostuff;RxJava;SquidLib;zipkin
0.0;3.678000000000292E-4;0.0;0.0;0.0;0.017832599999999976;1.0899999999991472E-4;9.234000000000187E-4;0.0;0.0
0.0;6.720000000000059E-4;0.0053399999999999;0.0;0.0;0.0038643000000000427;0.0023798999999999904;0.0012429000000000467;0.0;0.005604900000000024
0.0;0.0;0.0;0.005447999999999897;0.001519000000000048;0.004062999999999928;0.0;0.0;0.008638099999999982;0.0
0.0;0.0;0.006431999999999993;0.008291000000000048;0.0024058000000000135;0.0062109999999999665;0.0022020000000000373;0.0;0.008801999999999977;0.0
0.007967599999999964;0.002955000000000041;6.599999999989947E-5;0.0;0.0;0.00746200000000008;0.0;0.0;0.02361100000000005;0.0
0.019724999999999993;0.09106979999999998;0.0026399000000000283;0.0;0.0;0.0;5.397999999999792E-4;0.0;0.0;7.109999999999062E-4
0.002189100000000055;0.0;0.002847299999999997;0.0;0.0;0.0;0.01243660000000002;0.0;0.0;0.0
0.0;0.0;3.978000000000037E-4;6.200000000000649E-4;0.005225499999999994;0.0;0.0031090000000000284;0.0;0.0016378000000000226;0.0
0.0;0.0;0.0011499999999999844;0.00306430000000002;0.0082310000000001;0.0;8.093000000000128E-4;0.0030004999999999615;0.007457999999999965;0.0061500000000001
0.0;0.0;4.569999999999297E-4;6.390000000000562E-5;0.0;0.0;2.6000000000081513E-5;0.0;0.002779000000000087;0.008022999999999891
0.0066189999999999305;0.005870299999999995;5.838000000000232E-4;0.0;0.0;0.0;0.0026490000000000125;0.0;0.0;0.0088897
0.004591600000000029;0.012602000000000002;0.0;0.003730299999999964;0.0;0.018642000000000047;0.0;0.0019899999999999363;3.670000000000062E-4;0.0
0.0022493000000000096;0.0019249999999999545;0.0017050000000000676;0.0;0.0;0.0;0.003947600000000051;0.0;0.0;0.0016180999999999557
0.0042599999999999305;0.010486999999999913;4.6080000000003896E-4;0.014218300000000017;0.0012870000000000381;0.013746000000000036;0.0;0.0;0.0011239999999999029;0.0011550000000000171
0.0;0.007829500000000045;4.210000000000047E-4;0.021621200000000007;0.002146999999999899;0.0;0.01696300000000006;0.0;0.0041400000000000325;0.0
0.04203849999999998;6.329999999999947E-4;0.0;0.0;0.0;0.003846000000000016;0.0;0.0;0.0;0.0
0.0;0.012461999999999973;0.002094999999999958;0.009532000000000096;0.0;0.0180207;0.0029760000000000897;4.399999999993298E-5;0.006157700000000044;0.0
0.0;0.16191069999999996;0.0;0.0;2.7899999999969616E-5;0.00823599999999991;0.0;0.0014369999999999106;6.935000000000136E-4;0.0023655999999999677
0.0013628999999999447;0.13236519999999996;0.0;0.0;0.0024942999999999493;0.0027141000000000526;0.0066070000000000295;0.008861999999999925;0.002448899999999976;0.004216999999999915
0.007190099999999977;0.0018100000000000893;0.004855300000000007;0.0;6.409999999998917E-4;0.0021972999999999576;0.0031680000000000597;0.002413099999999946;1.7000000000000348E-4;0.007967399999999958
3.3100000000008123E-4;0.0;0.0;0.0;0.005076999999999998;0.004363800000000029;0.00398900000000002;0.0;0.2070634;6.289999999997686E-5
0.0;0.0;2.9799999999990945E-4;0.0;0.0;0.0;0.0;0.0071270000000001055;0.059852600000000034;6.599999999989947E-5
0.0;0.0012900000000000134;2.1800000000005149E-4;0.06235900000000005;0.0011680000000000579;0.010118799999999983;0.0;0.0;3.2399999999999096E-4;0.00279000000000007
0.0;0.0014399999999999968;0.01722899999999994;NaN;0.0;0.12606640000000002;0.0;0.0025621000000000116;0.006456000000000017;0.0
0.0;0.0015123999999999693;3.329999999999167E-4;1.0500000000002174E-4;0.0;0.0;0.001966200000000029;0.001902999999999988;0.0;2.249999999999197E-4
1.282999999999701E-4;0.010089999999999932;0.0;0.0;8.919999999998929E-4;0.006808799999999948;0.0;0.0123660000000001;0.003031000000000006;2.6610000000004685E-4
0.0;0.0028318999999999983;0.0;0.0;0.0;0.0018519999999999648;0.030932100000000018;0.0;0.0;0.0
0.0;0.0;0.0;NaN;0.0;0.0;0.0;0.0;0.012793999999999972;0.0026125000000000176
0.004589799999999977;0.006209800000000043;0.0041199999999999015;NaN;0.0;0.0;0.0;0.0;0.017962799999999945;0.009444800000000031
0.012558000000000069;0.0;0.005611799999999945;NaN;0.0;0.0;0.008492000000000055;0.0044439999999998925;2.8770000000000184E-4;0.0
0.0;0.0;0.008809500000000026;NaN;0.0012915999999999483;0.0;0.0065390000000000725;0.0;0.003410499999999983;0.005452000000000012
0.003975000000000062;0.005991300000000033;0.012979999999999992;NaN;0.0;0.0;;4.690000000000527E-4;5.900000000000905E-4;0.0
0.04258899999999999;0.005354999999999999;4.494000000000442E-4;0.0;0.0;0.0013486999999999805;;0.0;0.0;0.0028823999999999517
0.00812400000000002;0.0;0.055573000000000095;NaN;0.0;0.0;;0.001274699999999962;0.0;0.0
0.0;0.003511000000000042;0.0;5.999999999999339E-4;0.0;0.0011239999999999029;;0.00583099999999992;0.0;0.012596000000000052
0.0034743000000000412;0.015721500000000055;0.001422999999999952;0.0;0.0;0.00267100000000009;;0.0;0.0;0.0
0.0;0.0;0.0010719999999999619;0.0;0.0015134999999999454;0.010429200000000027;;0.03494790000000003;0.0;0.0
0.0017378000000000116;0.0;0.0;NaN;4.150000000000542E-4;0.12058639999999998;;0.0;0.0;0.0
0.0;0.03596599999999994;0.002790700000000035;4.610000000004888E-5;0.0;0.0;;0.0;0.020285899999999968;5.209999999999937E-4
;0.0072110000000000785;0.0011750999999999845;0.006777699999999998;0.0010710000000000441;0.0;;0.0;0.0;0.0
