byte-buddy;JCTools;jdk;jenetics;jmh-core;log4j2;protostuff;RxJava;SquidLib;zipkin
0.03913999999999995;0.020177600000000018;0.004574000000000078;0.011773999999999951;8.323999999999554E-4;0.050303999999999904;0.0014419999999999433;1.2900000000004574E-4;0.07004600000000005;0.007284999999999986
0.018384900000000037;0.0011289999999999356;0.04432799999999992;0.006936999999999971;0.010034600000000005;0.014026000000000094;0.023603700000000005;0.004321999999999937;4.0839999999997545E-4;0.03568499999999997
0.09661699999999995;0.007746999999999948;0.00567899999999999;0.0029689999999999994;9.464000000000139E-4;0.009727000000000041;0.00510900000000003;0.018208000000000002;0.010774199999999956;0.002310999999999952
0.008872999999999909;0.008385799999999999;0.16050070000000005;0.010969000000000007;6.949999999998902E-4;0.003609399999999985;0.017236999999999947;0.005969800000000025;0.011088999999999904;0.013709900000000053
0.00931700000000002;0.0024391999999999747;0.001490999999999909;0.003603000000000023;9.989999999999721E-4;0.019015000000000004;0.0012927000000000355;0.067218;0.03270100000000009;0.0028559999999999697
0.04385299999999992;0.022343800000000025;8.729999999999016E-4;0.0020459999999999923;0.001522999999999941;0.00840569999999996;0.0027793999999999874;0.0016380000000000283;0.013344000000000023;8.47500000000001E-4
0.006739999999999968;0.016860000000000097;0.019681999999999977;0.001390699999999967;0.006153000000000075;0.0012645000000000017;0.024100400000000022;0.006758000000000042;0.012572999999999945;0.002394499999999966
0.013608000000000064;0.007624999999999993;0.006294000000000022;0.0025176000000000087;0.0021200000000000108;0.0013900000000000023;9.150000000002212E-5;0.012431000000000081;0.010272999999999977;0.004434000000000049
0.06770999999999994;0.01129469999999999;0.011330000000000062;4.3799999999993844E-4;0.011522000000000032;0.0022489999999999455;0.02502800000000005;7.250000000000867E-4;0.01199299999999992;0.011366999999999905
0.1720024;0.04221410000000003;0.0014479999999998938;0.001996000000000109;0.0086139999999999;0.027158999999999933;0.01356539999999995;0.06109999999999993;0.01109899999999997;0.06869999999999998
0.0478345;0.36349370000000003;0.007414200000000037;0.024275999999999964;0.008155400000000035;0.007834899999999978;0.007910000000000084;0.002804099999999976;0.006598400000000004;0.00799430000000001
0.06816080000000002;0.029482000000000008;0.012404000000000082;0.009548099999999948;0.002529999999999921;0.058726999999999974;0.00195449999999997;0.014076999999999895;0.001576299999999975;0.007278000000000007
0.0025290000000000035;0.00220700000000007;4.2999999999993044E-4;0.03279399999999999;3.509999999999902E-4;0.006189;0.002695499999999962;0.008763000000000076;0.0021866000000000385;0.0033959999999999546
0.08868100000000001;0.05942399999999992;3.503000000000256E-4;0.031887;0.0038160000000000416;0.0016179999999998973;0.02776500000000004;0.001595000000000013;0.006190899999999999;6.737999999999467E-4
0.034572999999999965;0.021836700000000042;0.07866299999999993;0.03735239999999995;0.007161999999999891;0.04779;0.0052080000000001014;0.014985999999999944;0.004050000000000109;0.0017840000000000078
0.24106419999999995;0.0025756999999999586;0.006821599999999983;0.07120700000000002;4.528999999999783E-4;0.009460999999999942;4.0200000000001346E-4;2.83200000000039E-4;0.003894999999999982;0.03650299999999995
4.939999999999944E-4;0.027332000000000023;0.0010822999999999805;0.003939499999999985;0.003248899999999999;0.04285699999999992;0.017117999999999967;3.419999999998424E-5;6.759999999998989E-4;0.01983899999999994
0.12915300000000007;0.1638693;3.4000000000089514E-5;0.005733699999999953;3.2000000000032E-5;0.01947600000000005;0.0040480000000000516;0.010482000000000102;0.02322360000000001;0.07224109999999995
0.011321200000000031;0.19444530000000004;0.01864330000000003;0.00875300000000001;3.450000000000397E-4;0.003762000000000043;0.004682999999999993;0.004449499999999995;0.003897700000000004;0.07928099999999993
