byte-buddy;JCTools;jenetics;jmh-core;jdk;log4j2;protostuff;RxJava;SquidLib;zipkin
0.030128746115255955;0.015967796766554798;0.0026661472364264416;5.887752460556062E-4;0.006597256733925416;0.05749542701293775;0.002300523112278907;0.0012732069304757232;0.10109030321999568;0.0014000038779828916
0.022468104665091415;4.165668641904485E-4;0.00601539619420377;0.012923442270634244;0.03484077053344459;0.016672255708180872;0.007323055619577357;0.002239257232818481;4.228893504483189E-4;0.010225251283582315
0.11022214786289974;0.011620277066494378;0.004684318809752508;9.515985780357283E-4;0.0065817167637702845;0.00349886076803263;0.007239904880329995;0.011658954828628776;0.006649341338832659;0.006785577420089783
0.026933648758270978;0.0021048822132114786;0.008979092422379154;0.003937051877431097;0.16199500454386762;0.009121558053453827;0.011845107037677938;0.0031291189037987444;0.003695066747805509;2.99178737051764E-4
0.0039496164058452354;0.0015810474714987865;0.0018198340589534734;0.001102049396296767;9.88442412375612E-4;0.026281837255168528;0.0022698544982351354;0.07366614913805014;0.030178953936597752;0.009997682804486097
0.049909415980673;4.8705807619209285E-4;0.008322466681748075;0.00624321282855278;0.0036805104647463782;0.005080269118612368;7.027769871452705E-4;0.0036513536332820618;0.014912270664027005;0.006138027605494312
0.0075612756724945385;0.01801797862616783;0.009833083094058503;0.0022281377748686326;0.030599680163119425;0.01027650797443469;0.01544760347137586;0.010798479295367258;0.003272615386694433;0.009472140710397259
0.009529225139098152;0.009642143954334936;0.007675561841482548;9.320814966073954E-5;0.0018576797879239493;0.004818046113573171;0.002067505969074901;0.01629543166512648;0.004815627315919668;0.002362604216815778
0.07132754408978892;0.009849870941950889;0.006037136522073494;0.0032644119220910373;0.0019809213999544273;6.065257505083466E-4;0.030567904517169397;0.005155205890488457;0.015492582796438725;0.005481472379555541
0.16882527973880623;0.047632880034490066;0.0013812738070555497;1.2009394531498074E-5;6.37934536891871E-4;0.016067270863932892;9.805739009243197E-4;0.04648819441999841;0.00771771378838082;0.0057146775318955845
0.05129765363825978;0.32318009608429143;0.010609947936178199;1.6280756976716493E-4;0.0020276102289541464;0.007312105237688993;0.011437725527800868;0.002774317731474518;7.260851318392492E-4;7.092731034898936E-4
0.039277220234847254;0.01847436094960042;4.380620913033706E-4;4.823946180920746E-4;0.016308468033269463;0.022841454845662357;0.0034261646511453137;0.007851466986014355;5.676925876680894E-4;0.008793046982594976
0.0024484693930331147;1.6058955831010913E-4;0.021237396247820284;4.5033317772447123E-4;0.001089423484169627;0.0107121643826944;6.437642873424743E-5;0.009156031481066806;8.963997127056089E-4;0.004854355302868374
0.10210405825189395;0.06366037573726269;0.016441553822552635;0.005414067458449079;7.323081019903199E-4;0.0015494461497393974;0.02010952895558127;9.957478767044226E-4;3.5088262460991615E-4;2.5125037980266995E-4
