project;benchmark;params;changeRateCov;forksCov;changeRateCi;forksCi;changeRateDivergence;forksDivergence
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodTypeGenerify.testGeneric;;0.013058330880925118;2;0.013100719322038934;2;0.011913280458605513;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.IntegerMax.Lambda.bulk_par_lambda;;0.03363960788730891;3;0.007760045690933692;5;0.0014506638646560877;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithChar8;;0.009731281980326134;4;0.005241170036242027;5;0.002051929668397179;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-224&length=64&provider=SUN;0.005054149335513181;4;0.01047293588242959;2;0.00666698715345837;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.ArrayClear.testArrayClear;arraySize=100000;0.026058540551247678;4;0.010038479881388396;2;0.009125063107109699;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.ArrayStoreCheck.testArrayStoreCheckRemove1;;9.985583092211314E-4;2;6.43269411753078E-4;2;0.0010528341712185973;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.Sorted.par_chain;size=100000;0.13189256190400567;5;0.01139619867041497;5;0.03932908366496357;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.Limit.par_limitFull;size=100000;0.003103079356843619;2;0.003568263943838801;2;0.0022326287534255584;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.Reduce.par_chain_111;size=100000;0.04893950516656431;2;0.015654732863121468;5;0.017512468021226746;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-1&length=64&provider=DEFAULT;0.009670098069156863;3;0.00688585096278671;4;0.007594819560727384;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testByte;length=70;0.002036675219732942;2;9.994033046407669E-4;2;8.656234823267717E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleConvertWidening.baselineExact;;0.0036421085696574096;3;0.005440610835675375;2;0.00604347533482108;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesDropArguments.baselineMH;;0.01371952206066962;3;0.001041970208496057;5;9.784432137691645E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Function0.mrefL_I;;0.041070877046923915;3;0.060313316301019104;2;0.0023851066101383545;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.Decomposition.thinktime_sequential;N=1000&Q=1000&S=10;1.5043951561888314E-4;2;3.105787891755085E-5;2;1.5762106720718094E-5;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.DESedeBench.encrypt;algorithm=DESede_ECB_PKCS5Padding&dataSize=16384&keyLength=168;0.009549170173752897;3;0.017636763366556174;2;0.010025940522162546;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.ArrayStoreCheck.testArrayStoreCheckRT1;;0.005879825704102393;3;8.040969861360381E-4;5;5.615493091895019E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuilders.concat3p9p8;;0.00955783699177326;5;0.002823669252633998;5;0.02141535795105587;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.UniqueElements.par_invoke;size=100000;0.5122319477085899;3;0.014518021568018069;5;0.05240490203601422;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringUpperLower.mixedToUpper;;0.0011099181843072792;3;0.003869444829351254;2;0.015328656379694827;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.AnyMatch.seq_invoke;size=100000;0.08118885211762117;2;0.0029675104100423955;2;0.07689702365445417;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleAsSpreader.testCreate;;0.001044654690800506;3;0.001749062593528361;5;0.008365807359131727;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.capture.Capture0.lambda_02;;0.02172316876442859;2;0.020051593486280384;2;3.315222398692086E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetShort;size=100000;0.0018181002147648062;4;0.0033673045151545455;2;0.004750129985683138;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.AtomicIntegerUpdateAndGet.testInnerNoCapture;;0.007438767294111748;2;0.009830564655434415;3;0.009304959915728217;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutDouble;size=100000;0.5706600387091976;2;0.0033997427171817973;5;0.5077564874781707;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.WriteBarrier.testFieldWriteBarrierFastPath;;0.002903273047986321;2;0.004571918397851205;2;0.0049856086494247664;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.pipeline.PipelineSetup.par_test02;size=100000;0.00805493032419502;2;0.0025680387442625907;5;0.0023887948389937907;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.InterfaceCalls.testCallMulti1Poly2;;0.003471059274123167;2;0.0010469432915263255;2;6.076727281054684E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolForking.baselineRaw;size=10000000&threshold=10&workers=0;4.807212200015343E-4;2;6.773854444896976E-4;2;0.001333081195505681;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.PhoneCode.Bulk.bulk_par_boxed_range_concurrent;;0.18306526971838677;2;0.011386162417607704;5;0.0754065015258456;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Function0.mrefI_I;;0.00906786401818438;2;0.007775572964770161;2;1.4870789376819626E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.NoneMatcher.seq_anyMatch;size=100000;0.4653796803106306;3;8.836693326526035E-4;2;0.4909564242349641;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Morph1.inner1;;0.12110178204259936;2;0.28544094128414743;2;0.28556945396406497;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleConvertReturnPrimitive.test_3_Call;;0.013258119111741462;2;3.4789392351219917E-4;5;0.004115810149782795;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.LookupDefaultFind.testSetter;;0.010574679882043081;3;7.549202416501366E-4;5;0.0037954462407681078;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=300;0.004673464705333474;2;0.004856468512101086;2;0.003735934782507;3
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.MacBench.mac;algorithm=HmacSHA1&dataSize=128;7.132672305245613E-4;2;0.0021447166945933738;2;0.007448215834036542;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=1;0.006340383765230939;2;0.01232427834071581;3;4.972609548590246E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.io.RandomAccessWrite.test;fileSize=1000000;0.008412416844693071;3;0.019523133934516324;2;3.9411317251170086E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.DoPrivileged.testInline;;7.076670892238734E-4;5;0.0020994109349383727;5;0.008847699854089619;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.RSABench.decrypt;algorithm=RSA_ECB_NoPadding&dataSize=32&keyLength=2048;0.00343968013833984;2;0.004658350879170214;2;0.006979246942691475;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.WriteBarrier.testArrayWriteBarrierFastPathRealSmall;;0.00810489509091794;3;1.2743776529933193E-4;5;1.616927322234396E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.AnyMatchShort.seq_start;offset=100&size=100000;5.628661173155969E-4;5;0.0020269981766884992;2;0.004242286926033234;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.Crypto.decrypt;cipherName=AES&length=64;3.2143280619156833E-4;4;0.01751561896486098;2;0.009467427727977817;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.RSABench.decrypt;algorithm=RSA_ECB_OAEPPadding&dataSize=32&keyLength=1024;0.013964352046520911;2;0.015583987671363486;2;0.0012303735283891726;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testByte;length=10;0.0030615367061346266;2;0.003277404071659662;2;2.775274938122685E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.CallSiteSetTargetSelf.testMutable;;0.05568066759932799;3;0.006132245566971339;5;0.05349565246797061;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-512&length=16384&provider=DEFAULT;3.212243493231348E-4;2;6.247210855505614E-4;2;5.364375723255765E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testLong;length=150;0.002313187087654489;2;0.0013653695655768683;2;0.001807505247913399;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetLong;size=100000;0.49548252724932385;3;0.018719314931780362;5;0.5448900181162648;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.math.BigDecimals.testCompareTo;;0.038948741653858976;3;0.07721852564047416;2;0.07296129290624065;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=md2&length=64&provider=DEFAULT;0.0017918475504810072;5;0.002147002225527883;2;0.0018102905517309864;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.ArraysEquals.testCharFalseBeginning;;0.013964830709276899;3;9.77906828038999E-4;5;0.001195647562376112;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.reflect.Clazz.getConstructorDifferentClassLoader;;0.027210407184470986;2;0.002558926337683176;5;0.03228544063164662;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-384&length=16384&provider=DEFAULT;5.26771085983313E-4;2;5.906221266810396E-4;2;4.2638306083109256E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=1200;0.0020503152963132765;2;0.0034092307715767323;2;2.1172194302687686E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.pipeline.PipelineSetup.seq_test00;size=100000;0.003207575080206748;5;0.0113074060869649;5;0.007743088753101368;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.AnyMatcher.seq_anyMatch;size=100000;0.4685442642782778;2;4.226137284384368E-4;2;0.3786273774821959;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.NoneMatch.seq_chain123;size=100000;0.010335082601867551;2;0.0012306276874037847;2;0.009293679257695198;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodTypeInsertParams.baselineRaw;;0.0018417239366045335;3;6.909855511085805E-4;2;6.488207161914339E-5;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.AnyMatchShort.par_end;offset=100&size=100000;0.08575617899666099;2;0.006574900892958757;5;0.0652916183621508;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodTypeChangeReturn.testChange;;0.0011141036824939832;3;7.581058261736384E-4;2;0.0021232248358519223;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Function1.mrefLL_IL;;4.501001678625105E-4;2;2.740313377752601E-4;2;3.491912440003464E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.RSABench.encrypt;algorithm=RSA_ECB_PKCS1Padding&dataSize=32&keyLength=3072;0.009310476332073936;2;0.005623061439048449;2;0.004460962398821433;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.DivRem.testIntDivConstantDivisor;;3.769556978098221E-4;3;0.0013221665554743467;2;0.0036542930615064417;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodTypeChangeParam.testChangeType;;5.673406945905235E-5;3;0.002141225918528278;2;0.002466037629377804;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.AnyMatchShort.seq_end;offset=100&size=100000;0.5774480292570732;2;1.369256391248186E-4;2;0.5599050969043149;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testLong;length=10;9.610202239476173E-4;2;3.7808322005683515E-4;2;0.0014898778429441872;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testChar;length=1;7.989618375421337E-4;5;5.118132738921588E-4;5;0.0012612352106757818;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.NoneMatch.par_chain123;size=100000;0.008617287060003087;3;0.0048375495787453815;5;0.003522955191205712;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.io.FileRead.test;fileSize=1000000;0.0059147404978927565;4;0.0014735498073792375;5;0.002416448519974912;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.ReduceBase.seq_chain_111;size=100000;6.961317282685453E-4;5;0.001679063428778882;2;0.004549740580692019;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.Locks.testReentrantWriteLock;;0.013463794509794624;2;7.732415505625756E-4;5;7.179514363970796E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopy.copyLoopLocalArray;;0.012034366099443528;2;0.007187808071828172;5;9.856911616545894E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.net.DatagramSocketTest.testSend;size=8192;0.008369198234437158;2;0.007894692652465674;2;0.006326765660341627;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutShort;size=100000;0.0036407419264548047;3;0.0026270013926716906;2;0.021307811913976904;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.Filter.par_chain_111;size=100000;0.03492853313607802;2;0.0014206216085645984;5;0.031878193690657475;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.baselineRaw;size=10000000&threshold=10000&workers=0;6.682906196830984E-5;2;5.091155641236966E-4;2;2.9294954504810455E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.MessageDigestBench.digest;algorithm=MD5&dataSize=1048576;0.0041676073131595714;2;0.0034798487032845493;2;0.0031803359921369623;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.net.SocketReadWrite.test;;0.00240419887932819;5;0.008532339321283722;5;0.0017569568586451867;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testLong;length=150;0.006383069590479407;3;0.005172205256741114;2;0.004608925258117846;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testInt;length=70;0.017728404561521582;2;0.01905358697289994;2;0.02005660186125624;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.CallSiteStable.baselineStatic;;0.002234088553647151;2;0.0019274377175700907;2;0.0028029852272393185;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.ArrayStoreCheck.testArrayStoreCheckComplex1;;0.0026507151432777487;4;0.0020976149223520535;2;0.0016831081557031613;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetLong;size=1000;0.004673538968977375;2;0.0022088949366532162;2;0.021178852551902327;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.FindFirst.seq_invoke;size=100000;0.0012220883161137008;5;0.0113060723416043;3;0.0023008743119552477;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-384&length=1024&provider=SUN;3.5256175575382187E-4;5;0.0017091887668987393;2;0.0033059947830280656;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.PrimesFilter.t100.Lambda.bulk_seq_methodRef;;0.36078331831721544;2;0.36067891748629033;2;0.36101274419512974;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleBindToCurry.testInvoke_C1;;0.020310832867860507;5;0.010812294761713526;3;0.004059366310395163;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.ReduceBase.seq_invoke;size=100000;0.0029830674103050736;3;0.004577607262342465;5;0.0034493552132309757;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=20;0.005019259950963528;2;0.00412350729035027;2;0.005813046430408031;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.InterfaceCalls.testMonomorphic;;2.9058969656403644E-4;2;5.998343694073593E-4;2;0.014668933652488558;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.chain.ChainAnonymCap0.call1;;0.003219748495122632;2;0.004038171393804135;2;0.0026430076490424614;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.NoneMatch.seq_chain111;size=100000;0.19432004996000285;2;0.12556570228985797;5;0.19387551666876313;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.SwitchPointAdhoc.testInvalid;;0.008427901094862689;4;0.006412706104948818;2;0.007864028482057694;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=5000&workers=0;0.04863732023367928;2;0.04994512628106407;2;0.03592928204089518;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.baselineRaw;size=10000000&threshold=5000000&workers=0;5.032954132344614E-4;2;8.41361350503611E-4;2;8.834772147663372E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.Atomic.testAtomicBooleanFlip;;0.008945228749960288;3;7.976064232514402E-4;5;9.249920681991819E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutFloat;size=1000;0.4662059405883072;2;0.02074928370251783;5;0.5001796251693178;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.Limit.seq_limitHalf;size=100000;0.03832932849575388;3;5.4825550872550366E-5;2;0.10657937829472319;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.DictionaryWordValue.Lambda.bulk_par_lambda;;0.07202698369011262;2;0.011350094260075494;2;0.05051637469471215;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testInt;length=600;7.616539622203877E-4;2;8.905703308439428E-4;2;8.218241329325249E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testByte;length=1;0.0030390337194690087;2;0.0033589074378630457;2;0.0015345632897852957;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.Atomic.testAtomicIntegerGetAndIncrement;;0.0030291136659866824;2;0.004106012032707884;2;0.0021858416668195657;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.SwitchPointGuard.baselineCS;;5.285483527375234E-4;5;0.00387003706383382;5;0.010109835583697824;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.MacBench.mac;algorithm=HmacSHA256&dataSize=128;0.007701565740805272;3;0.01348910542291959;2;0.008009052665558958;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testChar;length=70;0.009433666171956512;2;0.008635570839916396;2;0.008552605239708244;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleBasicInvoke.testMH_Plain_Invoke;;0.031029109247426634;4;5.908588063374687E-4;5;0.0021626136878019064;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.Longs.toStringSmall;size=500;0.05577894323761878;3;0.0029914306014126035;2;0.05279330462766518;3
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Morph0.mref_bnd1;;3.991617603037456E-4;2;0.0018161860093806048;2;0.0024149286498356126;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testLong;length=70;0.015161144730892362;3;0.0027356379010163856;5;0.0012928076786766773;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesPermuteArguments.invoke_Raw;;0.015282047222265005;2;0.016752346319039768;2;2.4242017001174787E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testByte;length=600;0.006231758043748092;2;0.016911180714882512;2;0.012450080386591011;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.CharsetEncodeDecode.decode;size=16384&type=BIG5;0.013531718472104215;3;0.007699185134038222;2;0.015169719731933373;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ThreadLocalRandomNextInt.baseline;;0.002040454714081763;2;0.0013593802776318276;2;0.0038261986633187917;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.NoneMatchShort.par_start;offset=100&size=100000;0.035597820258953305;3;0.0035366643988063995;5;0.05368717255859368;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleAsVarargsCollector.baselineMHCached;;0.003170396658410235;2;0.00381770152139127;2;0.0029222837971241145;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.PrimesSieve.Bulk.hm_seq;;0.012538704714934457;2;0.013695075508310173;2;0.0027823165866482924;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testInt;length=20;0.0012900102605789554;4;0.0036732629867362032;5;3.158985108625556E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.ArrayStoreCheck.testArrayStoreCheckRT2;;0.017540679861183905;3;0.0045939166264963305;3;0.01037744560334053;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.ForEach.seq_invoke;size=100000;0.1861511530271187;4;4.97014440954624E-4;2;0.16239214990231676;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.RSABench.encrypt;algorithm=RSA_ECB_NoPadding&dataSize=32&keyLength=1024;0.008728704985036195;3;0.0013643503110143396;2;0.004280825731756366;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithBool8;;0.004208016852218055;3;0.0034483072018315353;2;0.0016603308283480445;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testLong;length=600;0.005238213720436757;2;0.00490287544740764;2;7.803145130764744E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.net.URLEncodeDecode.testEncodeUTF8;count=1024&maxLength=1024&mySeed=3;0.004367346274075423;2;0.0023078967939857975;5;0.015347595241246514;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.Reduce.seq_invoke;size=100000;0.004667583327277902;2;0.0038224009040195295;2;0.004599757006972682;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleAsCollector.baselineRawCached;;0.0027650568834791667;3;0.011767089741095527;2;0.012723512317780017;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=100000&workers=0;4.405310175772392E-4;2;0.01133596912135204;5;0.0013736924093481484;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleBasicInvoke.testMH_Plain_Exact;;0.020048776340430563;2;0.020063983569643895;2;3.1861079294670525E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.AllMatch.par_chain123;size=100000;0.01387966325382095;3;0.0015843273111314504;5;5.346201051048549E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.IntegerMax.Lambda.bulk_par_methodRef;;0.0044060954473790215;2;0.020031707689591727;2;0.004622424698494609;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Morph1.lambda1;;0.1897425646445482;2;0.28520639090782585;2;0.28502077473351783;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.Reducers.seq_reduce;size=100000;3.6155754834288345E-4;2;0.005648563340804991;2;0.003653438799574582;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.StoreAfterStore.testStoreAndStore;;0.01787462664873085;3;0.005197159604654944;5;0.020623494131697617;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.pipeline.PipelineSetup.seq_test02;size=100000;0.008870913898242017;3;0.025903759720625752;2;0.006222664536217781;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=10;0.020964609712799787;2;0.020643613763238422;2;0.020407394883696695;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.test;size=10000000&threshold=7&workers=0;0.010510847371353993;4;0.005062905255831751;5;0.009364672867991919;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.NoneMatchShort.seq_mid;offset=100&size=100000;0.0038549083062789924;5;0.0034243357866212687;3;0.0011705310672638358;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.NewInstance.threeDifferentPublic;;0.008183239624775629;5;3.0978192494401924E-4;5;0.003838525829955808;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.Straighten.testStraighten1long;;0.02996132947241259;4;0.005280551188611815;5;0.0019764271420557034;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.UniqueElements.par_chain;size=100000;0.6483531478126772;2;0.043342837119483724;5;0.300565583334405;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.PrimesFilter.t100.Lambda.bulk_parseq_lambda;;0.36248898418663034;2;0.3627681755600768;2;0.36270862812423565;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.KeyPairGeneratorBench.generateKeyPair;algorithm=DiffieHellman&keyLength=1024;0.002796493940640188;3;0.0015727745604703358;2;0.00605916026023845;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.Locks.testFairReentrantReadWriteLock;;0.0035109399321636703;2;0.0033144240450294626;2;0.0011440268045117552;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutDouble;size=100000;0.0017389267539653641;3;0.0034475597729843876;2;0.009870161486355666;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testInt;length=1;0.004576277804787532;2;0.004384491072251029;2;0.004198544435650264;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testChar;length=3;0.008149891051074443;4;5.131702884060285E-4;2;0.008039586700176127;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolForking.testExplicit_Sync;size=10000000&threshold=10&workers=0;0.010241569764504854;3;0.0038040194214168377;5;0.027915236150448886;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringUpperLower.upperToLower;;0.0011938530615047682;5;0.003247764720730073;2;0.014498694203743279;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.AnyMatchShort.par_end;offset=100&size=100000;0.049024543562713685;2;0.004061650038452602;5;0.006267014645482627;5
