project;benchmark;params;javaPath;jarFile;arguments
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000000;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.flowableBlockingFirst;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.flowableBlockingLast;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.observableBlockingLast;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.observableBlockingFirst;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.single;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
rxjava;io.reactivex.BlockingGetPerf.maybe;;java;~/thesis/rq2/rxjava.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
