project;benchmark;params;javaPath;jarFile;arguments
decimal4j;org.decimal4j.jmh.AddBenchmark.bigDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddBenchmark.immutableDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddBenchmark.mutableDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddBenchmark.nativeDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddCheckedBenchmark.bigDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddCheckedBenchmark.immutableDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddCheckedBenchmark.mutableDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AddCheckedBenchmark.nativeDecimals;;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.bigDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.bigDecimals;roundingMode=HALF_UP;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.immutableDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.immutableDecimals;roundingMode=HALF_UP;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.mutableDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.mutableDecimals;roundingMode=HALF_UP;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.nativeDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.AvgBenchmark.nativeDecimals;roundingMode=HALF_UP;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.bigDecimals;roundingMode=HALF_EVEN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.bigDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.immutableDecimals;roundingMode=HALF_EVEN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.immutableDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.mutableDecimals;roundingMode=HALF_EVEN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.mutableDecimals;roundingMode=DOWN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
decimal4j;org.decimal4j.jmh.ConvertFromDoubleBenchmark.nativeDecimals;roundingMode=HALF_EVEN;java;~/thesis/rq2/decimal4j.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
