project;benchmark;params;javaPath;jarFile;arguments
zipkin;zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V1;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readClientSpan_PROTO3;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V1;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeClientSpan_PROTO3;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeTenClientSpans_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V1;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readChineseSpan_PROTO3;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.readChineseSpan_THRIFT;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V1;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytes_jacksonDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytes_moshiDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytes_zipkinDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytebuffer_jacksonDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.JsonCodecBenchmarks.bytebuffer_zipkinDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytes_zipkinDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytes_protobufDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_zipkinDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_protobufDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_wireDecoder;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
zipkin;zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory;;java;~/thesis/rq2/zipkin.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
