project;benchmark;params;javaPath;jarFile;arguments
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegator;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddyWithTypePool;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.baseline;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy;;java;~/thesis/rq2/byte-buddy.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
