project;commit;benchmark;params;threshold;f2;f3;f4;f5;reachedForks;reachedF1;reachedF2;reachedF3;reachedF4;reachedF5
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.AckermannL.inner;;0.01;0.006554647771189935;0.0017192786295915502;0.00562402530995966;0.004361851284099799;2;24;28;26;27;29
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithChar4;;0.01;0.0077190588152597495;0.011918303922846207;0.007872870312220948;0.019046485341827457;2;5;2147483647;28;38;19
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.FindAny.seq_invoke;size=100000;0.01;0.036005312033578124;0.010114798024760091;0.012318794632402735;0.010636342166184032;2147483647;15;6;6;12;11
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.AllMatchShort.seq_end;offset=100&size=100000;0.01;0.027003411816663103;0.025794943049566366;0.012239711722158958;0.0074273072758233305;5;5;28;27;33;27
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testInt;length=1;0.01;0.17574235137480215;0.031967342274293015;0.02005550721096916;0.01411466551801023;2147483647;19;18;22;24;11
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsCollector.testCollector;;0.01;0.02060300079827196;0.008919300521259832;0.006073904850204259;0.008208382083429194;3;26;7;26;22;23
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.ref.ReduceBase.par_chain_123;size=100000;0.01;0.03487875701962262;0.05390276957658274;0.010934889127253378;0.007594358712286142;5;5;5;5;5;6
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleBindToCurry.baselineRaw;;0.01;0.0067974199066938926;0.005857173142203749;0.002695253877333846;0.0022088615435543954;2;20;26;25;31;22
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.capture.Capture0.inner_this_8;;0.01;0.03841541304311624;0.015653372234707197;0.026581487899076384;0.002251565060280125;5;13;19;10;10;11
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AnyMatchShort.seq_mid;offset=100&size=100000;0.01;0.002066004759153528;0.007642670080999503;9.912423326929876E-5;3.4270284159221287E-4;2;9;9;9;9;9
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandlesFoldArguments.invoke_Target;;0.01;6.796574965313579E-4;0.011508973529317505;0.001000515833817564;0.0029123089054126985;2;22;20;22;23;19
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.Longs.toStringBig;size=500;0.01;0.11031698870395074;0.005392515838520351;0.009041450011840757;0.027805758824193005;3;5;5;5;5;5
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lang.LockUnlock.testRecursiveLockUnlock;innerCount=100;0.01;0.1231233017796531;0.0258494028121546;0.015140543020145725;0.010770297562984116;2147483647;6;10;8;10;12
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.AckermannI.func;;0.01;0.0;0.0;0.02165647888453881;6.427477950853577E-4;2;13;14;16;15;12
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.stream.ops.value.AllMatchShort.par_mid;offset=100&size=100000;0.01;0.026048062057328347;0.0023535513537951136;0.0235015733213797;0.004322547341451655;3;7;10;5;6;8
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.invoke.Function0.lambdaI;;0.01;0.001502114353386104;0.0023961946650339627;0.0026444628380526136;1.3214657899308924E-4;2;20;30;12;19;10
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-256&length=1024&provider=DEFAULT;0.01;0.06550842561337818;0.015819411906912675;0.009404589883786382;0.021743847928445192;4;21;22;22;24;22
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.baselineRaw;size=10000000&threshold=4&workers=0;0.01;0.008485570150172398;0.0034750812259422767;0.0032135284555730066;1.3436019438142419E-4;2;13;13;20;15;14
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=50&workers=0;0.01;0.014203199771373798;0.01278784118566123;0.0156291303130634;0.0011986975052748483;5;43;44;30;42;40
jmh-jdk-microbenchmarks;;org.openjdk.bench.java.lang.invoke.MethodHandleAsCollector.baselineRaw;;0.01;0.023964368353575016;0.02628998381571418;0.019288540657679043;0.01463383980051508;2147483647;12;6;12;15;12
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.lambda.chain.ChainLambdaCap1.call1;;0.01;0.02890289506623636;0.02923292291900295;0.008462786859477572;0.010199184272898842;4;25;17;22;23;20
jmh-jdk-microbenchmarks;;org.openjdk.bench.vm.compiler.InterfaceCalls.testCallPoly3;;0.01;0.0013537862662960157;0.0014777174373959562;0.0010292301399652537;5.870928840353007E-4;2;15;22;19;27;17
jmh-jdk-microbenchmarks;;org.openjdk.bench.javax.crypto.full.RSABench.encrypt;algorithm=RSA_ECB_OAEPPadding&dataSize=32&keyLength=3072;0.01;0.0034256497105210997;1.800508291885071E-4;6.374286927569861E-5;5.366339181591476E-4;2;11;10;8;8;5
