project;commit;benchmark;params;percentage;cov;ci;divergence
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackLocationBenchmark.throughputSimple;;0.987896723;0.069198478;0.022151593;0.989989448
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput10Params;;0.876182123;0.319164215;0.106988897;0.995886239
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput11Params;;0.973999192;0.314728144;0.102112121;0.992901777
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput1Param;;1.090044801;0.275949024;0.028653407;0.997786796
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params;;1.003643193;0.212232931;0.016806532;0.997892269
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput3Params;;0.989595863;0.269841843;0.024508164;0.99927932
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput4Params;;1.024484118;0.25409415;0.021973933;0.998477357
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput5Params;;1.111853692;0.20092722;0.016737062;0.998665044
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput6Params;;1.063225604;0.24948021;0.018713167;0.998677781
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput7Params;;1.103242662;0.264941031;0.047962287;0.998815536
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput8Params;;1.096218108;0.23171229;0.019854221;0.999061152
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params;;0.9099557;0.290959794;0.104465064;0.997637504
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughputSimple;;1.007308566;0.299698384;0.031399654;0.998272422
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersLocationBenchmark.throughputSimple;;0.995854578;0.306208497;0.027356182;0.999232938
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline;;1.110245006;0.045026565;0.004207575;0.999787668
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock;;1.091557553;0.1100943;0.008869473;0.999693809
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock;;1.123106131;0.084380686;0.007724445;1
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock;;1.100965986;0.089900753;0.006565554;0
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock;;1.110374537;0.073949532;0.007933775;0.99950782
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock;;1.132617341;0.114673603;0.009675145;0.999607857
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock;;1.111838227;0.015052391;0.001382871;0.999982543
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;1.105670448;0.088725149;0.007921267;0.511549369
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList1Element;;1.179894115;0.025036135;0.002614806;0.999778264
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList3Element;;1.092336709;0.026608213;0.003036126;0.844557716
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;1.114084795;0.027485949;0.008634326;0.999500825
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;1.084289857;0.031542637;0.003759541;0.999465618
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap1Element;;1.225104609;0.19182573;0.013886032;0.999560079
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap3Elements;;0.922724242;0.253327541;0.023764265;0.999906376
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.testBaseline;;1.098633071;0.040173407;0.005153935;0.899503672
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;1.040876721;0.642922919;0.052645313;0.998846377
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;1.033423137;0.731927132;0.080606455;0.996484623
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=SYNCHRONOUS;1.028825821;0.664766231;0.057734166;0.998801984
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;0.931336975;0.496892889;0.042806228;0.998100747
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.978147622;0.633239204;0.067914148;0.999603317
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.984721878;0.830727351;0.091401431;0.979579368
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;1.211232233;0.492692746;0.042668321;0.999379989
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;1.203515609;0.726304076;0.061823856;0.999347974
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=SYNCHRONOUS;0.925751674;0.642480894;0.05463805;0.998678718
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;1.220217673;0.333151608;0.029322653;0.999201407
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;1.053618228;0.309930633;0.028007204;0.99516113
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.975880948;0.917880037;0.098774906;0.996554862
;;org.apache.logging.log4j.perf.jmh.ConfiguratorInitializeBenchmark.initializeLoggerContext;;1.029203165;0.163272921;0.03484129;0.998867316
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.baseline;;1.012192624;0.023694757;0.00277626;0.999841108
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation;;1.007496171;0.138015519;0.012508923;0.998909698
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicIsDebugEnabled;;1.069152038;0.026698754;0.00218648;0.999748619
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugParameterizedString;;1.012624751;0.033527399;0.003417053;0.999664657
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugStringConcatenation;;1.004426904;0.120478495;0.013330125;0.99903657
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jIsDebugEnabled;;1.136760471;0.026127748;0.005356636;1
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugParameterizedString;;1.147635985;0.087376049;0.008914142;0.999313882
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugStringConcatenation;;1.016725572;0.15848753;0.016595216;0.999470272
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jIsDebugEnabled;;1.108361296;0.03999891;0.003509341;0.999813898
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.julFile;;1.011900537;0.203378122;0.020729778;0.999166529
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j1File;;1.025857402;0.316319611;0.029037723;0.998654646
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncAppender;;1.085405638;0.825560823;0.072609026;0.99930221
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncDisruptor;;1.033665109;0.499459172;0.048189806;0.997607462
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncLogger;;0.622447864;0.33963168;0.037260035;0.996354603
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2File;;1.041181587;0.384332474;0.032837973;0.998273482
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2RAF;;1.231546767;0.799837156;0.067941445;0.998564674
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackAsyncFile;;0.980624891;0.92851583;0.08398482;0.998222904
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackFile;;0.969067421;0.380953548;0.046104945;0.998890044
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1JulFile;;1.005259672;0.198104859;0.025208409;0.993661646
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j1Concat;;1.018346003;0.392585594;0.033551795;0.999447557
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2File;;1.044392488;0.959140317;0.085754705;0.998249568
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2RAF;;1.125309696;0.824210903;0.067130793;0.998918291
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1LogbackFile;;1.015365539;0.462224571;0.041690155;0.999108282
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3JulFile;;1.026021545;0.195860312;0.021423737;0.997272714
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j1Concat;;1.106963953;0.337958263;0.03248906;0.999171841
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2File;;1.08823117;0.954535751;0.080350275;0.998852676
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2RAF;;1.010819598;0.919906821;0.074843537;0.967193403
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3LogbackFile;;1.009546101;0.499763298;0.045299685;0.999346485
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j1;;0.987815259;0.072517104;0.015900855;0.998210634
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ExtendedThrowable;;1.01742493;0.05065798;0.014004111;0.998395962
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ExtendedThrowableAsync;;1.019978643;0.042165769;0.014581557;0.997269087
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2Throwable;;0.997637971;0.082296735;0.015187799;0.998005813
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ThrowableAsync;;0.996944772;0.196707229;0.014987611;0.995155454
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLogbackFile;;0.971365186;0.256030159;0.063601162;0.996873528
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.julFile;;0.9604574;0.106449725;0.013351461;0.998607121
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j1;;1.03447292;0.31813704;0.037898245;0.995115466
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2ExtendedThrowable;;0.983988823;0.22245968;0.025825783;0.979232514
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;1.002940259;0.37580138;0.033191124;0.675551185
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.logbackFile;;0.982780837;0.570014397;0.183158074;0.996888989
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j1File;;0.994724958;0.17347975;0.028844123;0.997695047
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j2File;;1.054398132;0.181791307;0.029173962;0.967370801
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j2RAF;;0.947671798;0.244645455;0.057903643;0.950429596
;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.logbackFile;;0.93807789;0.164130916;0.02812235;0.978205477
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyBaseline;;1.107210601;0.0585137;0.004674003;0.999930271
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedDouble;;1.075718256;0.820737203;0.077845858;0.999160725
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedString;;1.038491725;0.934602587;0.075598189;0.998830245
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatDouble;;1.065849793;0.573170822;0.067023558;0.998752354
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatString;;1.067182772;0.731487659;0.08842427;0.997303552
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputBaseline;;1.131415316;0.035638119;0.003766477;0.999966705
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble;;1.031987546;0.840214144;0.071688767;0.99876656
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedString;;1.003097399;0.931528299;0.074817136;0.998432694
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatDouble;;1.012415342;0.606598422;0.075006888;0.998546032
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatString;;1.074023098;0.714306982;0.072347081;0.999430797
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.baseline;;1.13438865;0.027799074;0.002798728;0.999801074
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.log4j2Gelf;;1.112022965;0.092641226;0.006491675;0.99799655
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Exception;;1.05163311;0.153951371;0.047263178;0.993348851
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Message;;1.032459898;0.087281226;0.037568028;0.978511202
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBException;;0.975260538;0.471435522;0.05124104;0.99928939
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBMessage;;1.02983532;0.153841836;0.036829726;0.99249105
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Exception;;1.021603477;0.192417156;0.063518701;0.995781537
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Message;;1.085958435;0.117424242;0.049599461;0.994131035
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBException;;1.041242999;0.488303391;0.053087421;0.995641855
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBMessage;;1.041275075;0.181852029;0.051509304;0.998794456
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Exception;;0.982088673;0.201702292;0.01978136;0.999241599
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Message;;1.161321193;0.150509404;0.01354242;0.996343991
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBException;;0.994282396;0.279448815;0.029326967;0.999177311
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBMessage;;1.037598751;0.241005545;0.021434462;0.997813947
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Exception;;0.994806586;0.249593073;0.026314555;0.998718031
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Message;;0.926416739;0.167146808;0.015050367;0.998415446
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBException;;0.989550825;0.181017534;0.015874504;0.999136665
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBMessage;;1.006069933;0.214981373;0.020808827;0.998957014
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderConsole;;0.960016035;0.433371226;0.075951559;0.980315821
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderDirectConsole;;1.016958921;0.401660595;0.037957632;0.996289726
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderFile;;1.005818121;0.123314829;0.015678497;0.983591139
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderNoop;;1.043000232;0.018634426;0.001836999;0.918730906
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRAF;;1.023126198;0.267944037;0.021771977;0.998949145
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite;;1.026029839;0.102486336;0.00760411;0.992484966
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.baseline;;1.147135729;0.027880735;0.002262398;1
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endConsole;;0.926596547;0.295442683;0.032588232;0.997670317
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endDirectConsole;;1.07883801;0.446801928;0.050894622;0.977111451
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endFile;;1.053366528;0.63755162;0.058442068;0.998745818
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endNoop;;0.997475923;0.120899474;0.014725559;0.964070831
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRAF;;0.90037791;0.291062836;0.025910993;0.999299206
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRewrite;;1.089806025;0.312605195;0.024928135;0.998102591
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithExceptionUsingBuilder;;0.973261387;0.147947763;0.014971596;0.996778357
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutException;;0.983956765;0.194891096;0.01876945;0.999757098
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutExceptionUsingBuilder;;0.99755168;0.119428183;0.009717286;0.999359537
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithException;;0.977747792;0.13348458;0.017982104;0.998743486
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutException;;1.02382494;0.249642068;0.023463633;0.999135963
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutExceptionWithLocation;;1.00716905;0.138907945;0.013010753;0.999588391
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.getSourceLocationOfLogEvent;;0.910990229;0.154587958;0.021721535;0.997582787
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline;;1.124334261;0.033800235;0.002795519;0.964737223
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock;;0.990338029;0.020449472;0.001603111;0.999627203
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks;;1.111587871;0.0227675;0.001845007;0.998691661
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig;;1.015200007;0.025751715;0.00316795;0.998280318
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks;;1.007716194;0.034360043;0.002762379;0.999910912
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline;;1.084477781;0.025718606;0.002172738;0.999263384
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.baseline;;1.153303222;0.020430784;0.00172417;0.990796267
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jParentMarker;;0.967476176;0.014278294;0.001210992;1
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jSimpleMarker;;0.871401815;0.033889548;0.002814758;0.999841898
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jTooFine;;1.100192904;0.024972576;0.002093505;0.999552585
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackParentMarker;;1.088121703;0.031620653;0.004241225;0.999317256
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackSimpleMarker;;0.993021694;0.020270361;0.001895052;0.961703643
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine;;1.064237094;0.034559118;0.003354196;0.99970001
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=0;1.042996207;0.039728645;0.00361872;0.999645614
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline;size=4;1.132102592;0.050139274;0.003214961;0.999015992
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=0;1.07654087;0.034439965;0.016369216;0.999150047
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=4;1.110779676;0.026334906;0.006764999;0.998649628
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=0;0.992016743;0.026513099;0.00209209;0.999750475
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=4;1.114697195;0.015026897;0.00142646;0.999674692
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput10Params;;1.020444787;0.428354376;0.047688028;0.998736849
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput11Params;;0.961193198;0.324491227;0.036559614;0.998596211
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput1Param;;0.982038441;0.339913636;0.032224648;0.999068191
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput2Params;;1.0199523;0.455724372;0.051371514;0.998160474
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput3Params;;0.972565291;0.374541258;0.042912065;0.922969452
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput4Params;;1.017937179;0.453104538;0.056879711;0.999183322
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput5Params;;1.063144319;0.350448454;0.039334255;0.998214159
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput6Params;;0.942255194;0.327831902;0.031726634;0.992496204
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput7Params;;0.954522357;0.256821185;0.028130954;0.998715785
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput8Params;;0.984388418;0.386423396;0.050885775;0.999017291
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput9Params;;1.000289093;0.338870153;0.040718475;0.998875558
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughputSimple;;0.961065638;0.33296361;0.031927522;0.999382921
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULLocationBenchmark.throughputSimple;;0.953714523;0.133608922;0.022865399;0.998084044
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.baseline;;1.114160689;0.027852519;0.002029883;0.99989938
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.granularity_nanotime;;1.029619352;0.062432324;0.00534922;0.51245547
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.latency_nanotime;;1.109521197;0.038329853;0.004345851;0.999884332
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;1.016065227;0.22689596;0.019139785;0.998332195
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredFormatTo;;0.969475404;0.139780913;0.015599659;0.999347454
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredGetFormattedMsg;;1.088013894;0.162989517;0.019277874;0.9985942
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0;;0.994188201;0.195119049;0.01775157;0.999409327
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format0_inlined2;;1.063928218;0.244079291;0.024891063;0.999148631
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format;;0.995827836;0.158138959;0.015442841;0.998925356
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.formatStringArgs;;1.001394525;0.156042202;0.015878917;0.997600372
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayC;;0.977644366;0.088157382;0.010340815;0.999513576
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayD;;0.961784144;0.149477755;0.016250769;0.999130521
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayM;;0.985566174;0.24059934;0.019026742;0.998157647
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMC;;1.0498018;0.209017024;0.028650262;0.993897687
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCD;;0.958645288;0.16145094;0.018056133;0.995775831
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCDEx;;0.959007803;0.166217519;0.018098897;0.999013283
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCNoSpace;;1.015459323;0.239472321;0.031173711;0.99920014
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMD;;1.00033777;0.193687252;0.017184516;0.999427827
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDEx;;1.004723183;0.141953899;0.016505869;0.99662384
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDNoSpace;;0.973989719;0.130771137;0.01114365;0.998781664
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMEx;;1.007136991;0.244792408;0.033602569;0.994232374
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArraySpace;;1.008947797;0.194078868;0.019278296;0.996350583
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableC;;1.063543219;0.185977241;0.020361958;0.998825096
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableD;;0.998503822;0.150396192;0.016415175;0.893281918
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableM;;0.952994815;0.178822798;0.016693842;0.999689476
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMC;;0.992533674;0.134955104;0.019590295;0.996973207
