project;commit;benchmark;params;percentage;cov;ci;divergence
;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=1000;0.992831035;0.023453185;0.002446983;0.527546333
;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=10000;0.990118058;0.030705753;0.004784684;0.996462449
;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=100000;1.075649129;0.038953115;0.004929934;0.997752996
;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=1000000;0.88512453;0.021359302;0.004044475;0.997990762
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync;size=1;1.18730339;0.325219284;0.054130937;0.997977427
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync;size=1000;0.966452344;0.0790616;0.015123796;0.997904553
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync;size=1000000;0.983275987;0.150263993;0.10855117;0.978555371
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1;0.993475668;0.206393082;0.016006574;0.998887007
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1000;0.992673702;0.094215256;0.007884618;0.927349818
;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1000000;0.988310361;0.051306703;0.007533925;0.998288556
;;io.reactivex.OperatorFlatMapPerf.flatMapTwoNestedSync;size=1;1.002520169;0.134962385;0.015039252;0.999604042
;;io.reactivex.OperatorFlatMapPerf.flatMapTwoNestedSync;size=1000;1.021452744;0.092659902;0.010790554;0.999541417
;;io.reactivex.OperatorFlatMapPerf.flatMapTwoNestedSync;size=1000000;0.961533852;0.049837213;0.009232183;0.997580066
;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1;0.986143793;0.173703871;0.015345042;0.999378848
;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1000;0.994146386;0.135345537;0.012354125;0.998388932
;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1000000;1.000838644;0.062067473;0.010571735;0.995598875
;;io.reactivex.OperatorMergePerf.mergeNAsyncStreamsOfN;size=1;0.987430239;0.314213885;0.062955022;0.996645438
;;io.reactivex.OperatorMergePerf.mergeNAsyncStreamsOfN;size=1000;1.046509149;0.252086454;0.069723076;0.998198272
;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=1;1.004949333;0.120453709;0.010848531;0.9991026
;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=100;0.982027854;0.105470804;0.010224494;0.998691564
;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=1000;0.989804984;0.061250163;0.004880206;0.992184256
;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOfN;size=1;1.019054349;0.167905039;0.012955646;0.998507102
;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOfN;size=1000;0.946955742;0.067196089;0.010978555;0.998772732
;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1;0.877855726;0.363549546;0.099394698;0.974915493
;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1000;1.107963869;0.319378139;0.070100756;0.99858839
;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1;1.002138521;0.200459076;0.018877344;0.998155498
;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1000;0.990091301;0.089436427;0.009665144;0.999004041
;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1000000;1.003996896;0.045749433;0.005552781;0.996773641
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=1;0.908142399;0.057917622;0.039762828;0.987669427
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=2;0.94718049;0.043683509;0.023220608;0.981380055
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=3;0.973998302;0.099677335;0.043748835;0.984721653
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=4;0.383283645;0.664173307;0.191244997;0.994611385
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=1;1.008909429;0.041719772;0.020223644;0.987599337
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=2;0.958511618;0.052513215;0.029318605;0.992952122
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=3;0.963984247;0.09824917;0.049602641;0.973339548
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10,count=10000,parallelism=4;0.379826837;0.624691177;0.158937151;0.992436764
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=1;0.964765858;0.056098834;0.04239766;0.982468469
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=2;0.949041116;0.057713313;0.029586794;0.992971365
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=3;0.999372645;0.090083232;0.05261434;0.978710849
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=4;0.698549402;0.627205611;0.182479191;0.991856395
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000,count=10000,parallelism=1;0.936658584;0.102058442;0.070603921;0.987144832
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000,count=10000,parallelism=2;0.940397822;0.041454661;0.020858465;0.927631304
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000,count=10000,parallelism=3;0.954949795;0.049753659;0.027825466;0.988043327
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000,count=10000,parallelism=4;0.559296484;0.763105455;0.261249474;0.455159299
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=1;1.039856993;0.024628951;0.015236143;0.985916326
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=2;0.972870767;0.017636978;0.011607186;0.97888625
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=3;1.002497949;0.018379531;0.010426913;0.987993442
;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=4;0.975482371;0.012514378;0.006267008;0.992149524
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=1;0.935739248;0.181927154;0.126103592;0.996981742
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=2;1.027178829;0.237504076;0.033457724;0.997926179
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=3;0.793321631;0.440977977;0.099053172;0.998700442
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=4;1.275647753;0.175537508;0.037501161;0.987692462
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=1;0.961111299;0.088543967;0.025735164;0.989090017
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=2;0.919800264;0.293590472;0.059999359;0.985191892
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=3;0.887232301;0.341313813;0.043828431;0.996306217
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=4;1.336286057;0.1712076;0.042287728;0.995800025
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=1;1.016838665;0.043474873;0.009982013;0.981050817
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=2;1.147327175;0.187044201;0.036304369;0.99942271
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=3;1.339143116;0.115028957;0.022449209;0.994989567
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=4;1.227662863;0.25951442;0.044035292;0.999512914
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=1;0.865610727;0.20715744;0.072145737;0.990987545
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=2;1.005310438;0.037933589;0.010605218;0.998592936
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=3;0.913821996;0.16989733;0.094575744;0.890396853
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=4;1.001555781;0.244127875;0.105449739;0.992698747
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=1;0.981535656;0.011958937;0.005518979;0.987608808
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=2;0.998614719;0.109554263;0.036552663;0.994324489
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=3;1.208428898;0.149827447;0.048019416;0.988069932
;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=4;1.063790618;0.151377292;0.07360519;0.973276278
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=1;0.901045996;0.197885993;0.163545347;0.992557104
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=2;1.032138626;0.167364176;0.03494714;0.997593476
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=3;0.872630508;0.429229564;0.085856485;0.989722915
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=4;0.625017388;1.005554647;0.150391542;0.995810141
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10,count=10000,parallelism=1;0.953703097;0.151228447;0.124365499;0.992054967
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10,count=10000,parallelism=2;1.041284585;0.151693723;0.040103135;0.994663106
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10,count=10000,parallelism=3;0.930141614;0.250551174;0.045817791;0.982592133
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10,count=10000,parallelism=4;0.459346324;0.784210787;0.096826539;0.990012066
;;io.reactivex.parallel.ParallelPerf.parallel;compute=100,count=10000,parallelism=1;0.913056763;0.180426317;0.150419128;0.977793084
;;io.reactivex.parallel.ParallelPerf.parallel;compute=100,count=10000,parallelism=2;0.98656503;0.067968945;0.023888473;0.975434941
;;io.reactivex.parallel.ParallelPerf.parallel;compute=100,count=10000,parallelism=3;0.976945139;0.137479085;0.076093637;0.975610751
;;io.reactivex.parallel.ParallelPerf.parallel;compute=100,count=10000,parallelism=4;0.966532931;0.255504366;0.061061193;0.999108326
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000,count=10000,parallelism=1;0.859040782;0.225333082;0.09804873;0.989405266
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000,count=10000,parallelism=2;1.072347018;0.151843412;0.094780565;0.96776826
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000,count=10000,parallelism=3;1.077595219;0.19052575;0.118039455;0.989206402
;;io.reactivex.parallel.ParallelPerf.parallel;compute=1000,count=10000,parallelism=4;0.910491264;0.174133276;0.097885751;0.631361811
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=1;0.995261672;0.02018354;0.006549596;0.99778812
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=2;0.994694152;0.014775018;0.003796479;0.997287731
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=3;1.001126272;0.026023449;0.007487169;0.546486457
;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000,count=10000,parallelism=4;1.003017147;0.028421177;0.007611662;0.996990423
;;io.reactivex.PublishProcessorPerf.bounded1;;0.999788491;0.165680279;0.014026734;0
;;io.reactivex.PublishProcessorPerf.bounded1k;;1.007758316;0.049975507;0.007349051;1
;;io.reactivex.PublishProcessorPerf.bounded1m;;0.999770402;0.013444831;0.001325324;0.993790564
;;io.reactivex.PublishProcessorPerf.subject1;;1.42488221;0.06796058;0.006761413;0.999461802
;;io.reactivex.PublishProcessorPerf.subject1k;;0.986594593;0.081114816;0.007370365;0.998277943
;;io.reactivex.PublishProcessorPerf.subject1m;;0.99841062;0.019110499;0.002760392;0.997794659
;;io.reactivex.PublishProcessorPerf.unbounded1;;1.011976533;0.024101483;0.003757621;0.999747777
;;io.reactivex.PublishProcessorPerf.unbounded1k;;0.996932364;0.104428004;0.010038869;0.994788936
;;io.reactivex.PublishProcessorPerf.unbounded1m;;1.001382469;0.017899284;0.002099229;0.999060767
;;io.reactivex.RangePerf.rangeSync;times=1;1.038571601;0.214951252;0.023265169;0.999248078
;;io.reactivex.RangePerf.rangeSync;times=1000;0.986523104;0.209720419;0.021724392;0.999605079
;;io.reactivex.RangePerf.rangeSync;times=1000000;1.126950813;0.073333756;0.011140648;0.998937126
;;io.reactivex.ReducePerf.flowMaybe;times=1;1.004260449;0.16180592;0.013449869;0.528538757
;;io.reactivex.ReducePerf.flowMaybe;times=1000;1.003253092;0.188663982;0.020038578;0.998854023
;;io.reactivex.ReducePerf.flowMaybe;times=1000000;0.705460134;0.096393449;0.013222133;0.996648729
;;io.reactivex.ReducePerf.flowSingle;times=1;0.980182595;0.233572753;0.019561731;0.999823708
;;io.reactivex.ReducePerf.flowSingle;times=1000;0.959474373;0.215944613;0.0356024;0.999217927
;;io.reactivex.ReducePerf.flowSingle;times=1000000;0.771727781;0.091603477;0.01169326;0.997622312
;;io.reactivex.ReducePerf.obsMaybe;times=1;0.988637816;0.194347795;0.01535012;0.999638414
;;io.reactivex.ReducePerf.obsMaybe;times=1000;0.98287587;0.135539499;0.019156373;0.998680107
;;io.reactivex.ReducePerf.obsMaybe;times=1000000;0.94891119;0.097145194;0.012906136;0.999088633
;;io.reactivex.ReducePerf.obsSingle;times=1;0.988186625;0.183407464;0.015111133;0.999302592
;;io.reactivex.ReducePerf.obsSingle;times=1000;0.960912446;0.145102382;0.018449268;0.999254469
;;io.reactivex.ReducePerf.obsSingle;times=1000000;0.769253418;0.148882519;0.033092661;0.998812671
;;io.reactivex.RxVsStreamPerf.range;times=1;1.224754973;0.186767572;0.015297194;0.999762007
;;io.reactivex.RxVsStreamPerf.range;times=1000;1.004109132;0.157943905;0.020685205;0.999176567
;;io.reactivex.RxVsStreamPerf.range;times=1000000;0.727836769;0.085901021;0.014563037;0.998621611
;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1;1.003569661;0.18347022;0.014614831;0.999559105
;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000;0.989789404;0.044168361;0.006691139;0.999216619
;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000000;0.902305757;0.060669615;0.025842068;0.961480908
;;io.reactivex.RxVsStreamPerf.rangeFlatMapJust;times=1;0.993945815;0.201950717;0.016129948;0.998687604
;;io.reactivex.RxVsStreamPerf.rangeFlatMapJust;times=1000;0.960568076;0.087873724;0.008928992;0.999025947
;;io.reactivex.RxVsStreamPerf.rangeFlatMapJust;times=1000000;0.918524867;0.073649732;0.034314079;0.996533231
;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1;1.010690885;0.205485636;0.017539781;0.999707477
;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1000;1.008663727;0.134215334;0.017374829;0.999461365
;;io.reactivex.RxVsStreamPerf.rangeObservable;times=1000000;1.039724428;0.085464755;0.017594459;0.996885314
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMap;times=1;0.998697718;0.092645057;0.008018358;0.999492664
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMap;times=1000;0.970077719;0.044785805;0.007029822;0.999439612
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMap;times=1000000;0.854565221;0.066891415;0.02021071;0.958479075
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMapJust;times=1;1.00782339;0.161847595;0.012693577;0.998854315
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMapJust;times=1000;1.023333515;0.084680082;0.010942045;0.99847895
;;io.reactivex.RxVsStreamPerf.rangeObservableFlatMapJust;times=1000000;0.948646894;0.102524054;0.049563891;0.995957221
;;io.reactivex.StrictPerf.external;count=1,cpu=1;0.971252363;0.191538094;0.013901602;0.999415605
;;io.reactivex.StrictPerf.external;count=1,cpu=10;1.011339434;0.16684052;0.013473006;0.992534056
;;io.reactivex.StrictPerf.external;count=1,cpu=100;0.986712566;0.122698118;0.011093206;0.998583444
;;io.reactivex.StrictPerf.external;count=1,cpu=1000;0.983353897;0.062600599;0.006865905;1
;;io.reactivex.StrictPerf.external;count=1,cpu=10000;0.997812544;0.042775706;0.003003412;1
;;io.reactivex.StrictPerf.external;count=10,cpu=1;0.970912358;0.116136956;0.008348379;0.999382051
;;io.reactivex.StrictPerf.external;count=10,cpu=10;0.997240317;0.075460022;0.007763597;0.999020475
;;io.reactivex.StrictPerf.external;count=10,cpu=100;0.98135566;0.099051696;0.010993596;0.999384531
;;io.reactivex.StrictPerf.external;count=10,cpu=1000;0.997717654;0.056069324;0.004470536;1
;;io.reactivex.StrictPerf.external;count=10,cpu=10000;0.999295803;0.023950581;0.002722204;1
;;io.reactivex.StrictPerf.external;count=100,cpu=1;0.992308631;0.082558789;0.00772504;0.999581617
;;io.reactivex.StrictPerf.external;count=100,cpu=10;0.985836142;0.05323383;0.005136366;0.999389728
;;io.reactivex.StrictPerf.external;count=100,cpu=100;0.982179228;0.047256541;0.003631059;0.999120535
;;io.reactivex.StrictPerf.external;count=100,cpu=1000;1.000784147;0.020163166;0.002108987;1
;;io.reactivex.StrictPerf.external;count=100,cpu=10000;0.999933732;0.010306458;7.72E-04;1
;;io.reactivex.StrictPerf.external;count=1000,cpu=1;0.99814813;0.047515337;0.003393331;1
;;io.reactivex.StrictPerf.external;count=1000,cpu=10;1.000412769;0.049911589;0.00356644;1
;;io.reactivex.StrictPerf.external;count=1000,cpu=100;0.997502114;0.018481547;0.002183591;1
;;io.reactivex.StrictPerf.external;count=1000,cpu=1000;0.997362529;0.014741352;0.001704889;1
;;io.reactivex.StrictPerf.external;count=1000,cpu=10000;1.000426153;0.012619029;0.001803904;0.999408179
;;io.reactivex.StrictPerf.external;count=10000,cpu=1;0.9999355;0.027615766;0.002893267;1
;;io.reactivex.StrictPerf.external;count=10000,cpu=10;1.04265033;0.025912261;0.002091634;1
;;io.reactivex.StrictPerf.external;count=10000,cpu=100;0.996558846;0.0049889;0.001596297;0
;;io.reactivex.StrictPerf.external;count=10000,cpu=1000;0.999206622;0.015271699;0.002119077;0.999911938
;;io.reactivex.StrictPerf.external;count=10000,cpu=10000;0.996589701;0.002683254;5.95E-04;1
;;io.reactivex.StrictPerf.external;count=100000,cpu=1;1.009935581;0.017836494;0.001870654;0.999038505
;;io.reactivex.StrictPerf.external;count=100000,cpu=10;0.972738082;0.032101546;0.003469242;0.549375851
;;io.reactivex.StrictPerf.external;count=100000,cpu=100;1.000556462;0.011459813;0.001528007;0.998983834
;;io.reactivex.StrictPerf.external;count=100000,cpu=1000;1.000100535;0.002691641;9.76E-04;1
;;io.reactivex.StrictPerf.external;count=100000,cpu=10000;0.993168881;0.005923089;0.003515154;1
;;io.reactivex.StrictPerf.external;count=1000000,cpu=1;1.002434511;0.01251456;0.001473196;0.998074158
;;io.reactivex.StrictPerf.external;count=1000000,cpu=10;1.018684433;0.014750319;0.002122325;0.998386883
;;io.reactivex.StrictPerf.external;count=1000000,cpu=100;0.998636865;0.003815631;0.001516252;1
;;io.reactivex.StrictPerf.external;count=1000000,cpu=1000;0.997038476;0.010723575;0.007539046;0
;;io.reactivex.StrictPerf.external;count=1000000,cpu=10000;1.001717938;0.005060776;0.003716559;0.317121683
;;io.reactivex.StrictPerf.internal;count=1,cpu=1;1.031239402;0.164974268;0.012900991;0.999817789
;;io.reactivex.StrictPerf.internal;count=1,cpu=10;1.003436236;0.109018854;0.009925582;0.998439172
;;io.reactivex.StrictPerf.internal;count=1,cpu=100;0.980496031;0.081980757;0.011253246;0.999974066
;;io.reactivex.StrictPerf.internal;count=1,cpu=1000;0.988761938;0.056085169;0.00499336;1
;;io.reactivex.StrictPerf.internal;count=1,cpu=10000;1.001261186;0.054914342;0.004138829;1
;;io.reactivex.StrictPerf.internal;count=10,cpu=1;1.015742423;0.118229738;0.011424543;0.999249014
;;io.reactivex.StrictPerf.internal;count=10,cpu=10;0.987358606;0.08870444;0.009673221;0.998181272
;;io.reactivex.StrictPerf.internal;count=10,cpu=100;0.98406739;0.059190021;0.006049312;0.997971015
;;io.reactivex.StrictPerf.internal;count=10,cpu=1000;0.999424044;0.041064134;0.003404137;1
;;io.reactivex.StrictPerf.internal;count=10,cpu=10000;0.99844099;0.028119351;0.002530808;1
;;io.reactivex.StrictPerf.internal;count=100,cpu=1;0.994099187;0.160414485;0.017325856;0.998955042
;;io.reactivex.StrictPerf.internal;count=100,cpu=10;0.991879972;0.071149301;0.007763123;0.997910997
;;io.reactivex.StrictPerf.internal;count=100,cpu=100;0.996538022;0.057297935;0.004094647;1
;;io.reactivex.StrictPerf.internal;count=100,cpu=1000;1.00010184;0.01549074;0.001524369;1
;;io.reactivex.StrictPerf.internal;count=100,cpu=10000;0.999204069;0.017151319;0.002063768;1
;;io.reactivex.StrictPerf.internal;count=1000,cpu=1;0.995651947;0.088443251;0.007698538;0.999938139
;;io.reactivex.StrictPerf.internal;count=1000,cpu=10;1.000680726;0.067546623;0.005102646;1
;;io.reactivex.StrictPerf.internal;count=1000,cpu=100;0.993342416;0.013528523;9.74E-04;1
;;io.reactivex.StrictPerf.internal;count=1000,cpu=1000;0.998839934;0.012747969;0.001361189;1
;;io.reactivex.StrictPerf.internal;count=1000,cpu=10000;1.000167372;0.013857755;0.002058048;0.999743195
;;io.reactivex.StrictPerf.internal;count=10000,cpu=1;1.002599822;0.034405857;0.003860314;0.98453203
;;io.reactivex.StrictPerf.internal;count=10000,cpu=10;0.978770292;0.016331838;0.001415709;1
;;io.reactivex.StrictPerf.internal;count=10000,cpu=100;1.000291158;0.012374109;0.001449857;1
;;io.reactivex.StrictPerf.internal;count=10000,cpu=1000;0.999181607;0.010135193;0.001046395;0.999360317
;;io.reactivex.StrictPerf.internal;count=10000,cpu=10000;0.997153363;0.003435635;0.001150528;1
;;io.reactivex.StrictPerf.internal;count=100000,cpu=1;0.974524426;0.019800865;0.003153844;0.999140105
;;io.reactivex.StrictPerf.internal;count=100000,cpu=10;0.986124683;0.01761725;0.002271139;1
;;io.reactivex.StrictPerf.internal;count=100000,cpu=100;0.995378727;0.009411901;0.001093701;0.996763375
;;io.reactivex.StrictPerf.internal;count=100000,cpu=1000;0.999376732;0.003869686;0.00125974;1
;;io.reactivex.StrictPerf.internal;count=100000,cpu=10000;0.994385256;0.006168341;0.003711217;1
;;io.reactivex.StrictPerf.internal;count=1000000,cpu=1;1.009253305;0.008949428;8.98E-04;0.993942291
;;io.reactivex.StrictPerf.internal;count=1000000,cpu=10;0.998521811;0.015774999;0.001978873;0.999270198
;;io.reactivex.StrictPerf.internal;count=1000000,cpu=100;0.99941397;0.003300214;0.001014569;1
;;io.reactivex.StrictPerf.internal;count=1000000,cpu=1000;0.993285104;0.005298999;0.003806968;1
;;io.reactivex.StrictPerf.internal;count=1000000,cpu=10000;0.99914707;7.32E-04;4.13E-04;1
;;io.reactivex.TakeUntilPerf.flowable;;1.006361659;0.188870713;0.030642455;0.999007672
;;io.reactivex.TakeUntilPerf.observable;;1.161911879;0.200517783;0.029773797;0.995387931
;;io.reactivex.ToFlowablePerf.flowable;times=1;0.983500399;0.180119351;0.017367103;0.99848904
;;io.reactivex.ToFlowablePerf.flowable;times=1000;0.988760212;0.047066021;0.004927103;0.99927349
;;io.reactivex.ToFlowablePerf.flowable;times=1000000;1.089726631;0.014089639;0.00188257;0.534952493
;;io.reactivex.ToFlowablePerf.flowableInner;times=1;0.984142351;0.079994527;0.007711069;0.999207325
;;io.reactivex.ToFlowablePerf.flowableInner;times=1000;0.977873161;0.143498417;0.010267461;0.999223075
;;io.reactivex.ToFlowablePerf.flowableInner;times=1000000;0.980463378;0.015482284;0.006344463;0.978281172
;;io.reactivex.ToFlowablePerf.observable;times=1;1.039558627;0.19237114;0.015161842;0.999029188
;;io.reactivex.ToFlowablePerf.observable;times=1000;0.907251752;0.07372303;0.006150017;0.999434399
;;io.reactivex.ToFlowablePerf.observable;times=1000000;1.013745873;0.046044039;0.004260477;0.988378705
;;io.reactivex.ToFlowablePerf.observableInner;times=1;0.977569788;0.092970417;0.007566245;0.999397426
;;io.reactivex.ToFlowablePerf.observableInner;times=1000;1.00239595;0.200424941;0.015508537;0.568274192
;;io.reactivex.ToFlowablePerf.observableInner;times=1000000;0.986135008;0.04812393;0.02566409;0.979391613
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1;0.966854215;0.344660569;0.036635388;0.997975704
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=10;0.97703917;0.215129262;0.01809325;0.999677105
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=100;0.989286961;0.106114836;0.008676643;0.998243595
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1000;0.99044429;0.028328413;0.003065777;0.998367507
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=10000;0.962127552;0.107762083;0.009311083;0.998650282
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=100000;1.009617684;0.052934988;0.006005425;0.998809326
;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1000000;1.000458431;0.026794542;0.008637737;0.990323723
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1;1.021289532;0.128425538;0.010247574;0.999761981
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=10;0.9903503;0.17424622;0.016947205;0.998901231
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=100;0.991110574;0.109303516;0.009300892;0.999020831
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1000;0.983252201;0.035593076;0.005271075;0.999753659
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=10000;0.988137853;0.135486318;0.01284626;0.999588598
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=100000;0.991373109;0.057274195;0.008643433;0.999317926
;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1000000;0.902766779;0.082324298;0.047203405;0.995150056
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=1;1.004120248;0.168193705;0.014427286;0.99982192
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=10;0.964751487;0.157391388;0.014023427;0.998290896
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;0.990068552;0.150104374;0.012805615;0.999242384
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=1000;0.989286032;0.068400119;0.006825555;0.999712769
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=10000;0.965920851;0.047230184;0.004980378;1
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100000;0.485884726;0.02239708;0.002111459;1
;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=1000000;1.111379859;0.02014195;0.002316432;0.546488377
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=1;0.987437541;0.159076894;0.013910332;0.999092986
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=10;0.962937004;0.168556062;0.0140861;0.997982411
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=100;0.98319404;0.122452469;0.011437282;0.998998889
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=1000;1.012821812;0.060945798;0.004428969;0.989587809
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=10000;1.000345995;0.044387509;0.003704065;1
