project;commit;benchmark;params;i96Cov;i97Cov;i98Cov;i99Cov;i100Cov;maxDeltaCov;i96Ci;i97Ci;i98Ci;i99Ci;i100Ci;maxDeltaCi;maxCi;i96Divergence;i97Divergence;i98Divergence;i99Divergence;i100Divergence;averageDivergence
log4j2;;org.apache.logging.log4j.message.ParameterFormatterBenchmark.latency3ParamsV2;;0.172424861;0.171659452;0.170896023;0.17018743;0.169994398;0.002430463;0.020408857;0.022436832;0.02219413;0.025711369;0.024006173;0.003597315;0.025711369;0.988081597;0.988492654;0.989047661;0.991391946;0.990019292;0.98940663
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersLocationBenchmark.throughputSimple;;0.358894352;0.35925986;0.35862538;0.358803253;0.35789915;0.00136071;0.02081994;0.024067725;0.02659914;0.028580423;0.03228986;0.011469919;0.03228986;0.992038849;0.988091362;0.996659325;0.995089258;0.988809212;0.992137601
rxjava;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1000;0.122485733;0.122228033;0.121770841;0.121336782;0.12100678;0.001478952;0.018447154;0.019192356;0.026466776;0.016840669;0.018206123;0.008260653;0.026466776;0.991941609;0.990660387;0.991141124;0.979828885;0.98689958;0.988094317
log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.defaultStringGetBytesCharSet;;0.258451451;0.258948901;0.259019439;0.258835618;0.258582849;4.37E-04;0.018692338;0.022662856;0.019223911;0.017377239;0.016479497;0.00618336;0.022662856;0.995650948;0.992267496;0.988101759;0.997171002;0.992946181;0.993227477
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5&threadContextMapAlias=NoGcSortedArray;0.447637274;0.446090902;0.445031781;0.443378016;0.442227852;0.005409422;0.058578587;0.048238911;0.064251326;0.065329142;0.070407274;0.022168363;0.070407274;0.988107194;0.991757777;0.995982985;0.995716673;0.995671174;0.993447161
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500&threadContextMapAlias=NoGcSortedArray;0.158295039;0.157556775;0.156879368;0.156258277;0.155550551;0.002744488;0.007321326;0.00913246;0.005466829;0.0057179;0.010464299;0.004997471;0.010464299;0.997199473;0.991854802;0.988116432;0.990946245;0.994135343;0.992450459
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5&threadContextMapAlias=NoGcSortedArray;0.157862072;0.157181129;0.157259654;0.156478914;0.155714907;0.002147166;0.022606552;0.015068789;0.011175521;0.008996023;0.008014739;0.014591813;0.022606552;0.998308743;0.99621158;0.988122787;0.989229694;0.996081058;0.993590772
rxjava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1000;0.135928094;0.136367025;0.13585759;0.135392953;0.134866359;0.001500667;0.033641608;0.027826208;0.031415252;0.031343426;0.034674217;0.006848009;0.034674217;0.987788394;0.989341626;0.995634646;0.977546388;0.990527923;0.988167795
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=100;0.172323415;0.172342944;0.171760886;0.171154976;0.170579918;0.001763026;0.048352902;0.040146686;0.044278602;0.042519201;0.04216966;0.006183242;0.048352902;0.989474743;0.979968136;0.993597001;0.990841772;0.987012156;0.988178762
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0.49885064;0.497266823;0.496602872;0.494905966;0.492845803;0.006004837;0.04290317;0.048807728;0.041902795;0.052744196;0.057266488;0.015363693;0.057266488;0.989559631;0.991325645;0.991981132;0.990696936;0.988219153;0.9903565
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple;configFileName=perf5AsyncApndWithLoc-noOpAppender.xml;0.31168128;0.310686827;0.309706328;0.30893585;0.308194476;0.003486804;0.076484498;0.086561867;0.078734364;0.081486791;0.082226681;0.005742182;0.086561867;0.991599542;0.99214249;0.996066103;0.98823426;0.997154596;0.993039398
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2File;;0.425429654;0.423807124;0.422968676;0.421767143;0.422223262;0.003206392;0.03762904;0.045451759;0.037506695;0.055860079;0.047056818;0.009550123;0.055860079;0.996069255;0.99467909;0.99004558;0.988242075;0.998316504;0.993470501
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j1File;;0.484029852;0.483557172;0.482690959;0.482192503;0.481496763;0.002533089;0.04946487;0.051714694;0.052573589;0.047345649;0.057368313;0.010022664;0.057368313;0.996372253;0.994603384;0.995643973;0.996404888;0.988245354;0.99425397
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert;count=100;0.189554901;0.188873143;0.188258429;0.187603912;0.188260646;0.001294255;0.024660063;0.033476299;0.035289327;0.037245871;0.028230491;0.00901538;0.037245871;0.987892377;0.98171161;0.982206698;0.995275125;0.994340486;0.988285259
log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test01_getCallerClassNameFromStackTrace;;0.178579201;0.179233358;0.178626958;0.179413526;0.178892381;5.21E-04;0.031059577;0.040256447;0.0434768;0.034049714;0.035911485;0.007565315;0.0434768;0.988325559;0.990715703;0.994497927;0.994465359;0.998611124;0.993323134
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000&maxConcurrency=8;0.11239792;0.111947343;0.11158885;0.111243015;0.110857566;0.001540354;0.018441861;0.022383469;0.019871658;0.017332747;0.017323642;0.005059826;0.022383469;0.988589515;0.989670187;0.98531824;0.997206861;0.980893753;0.988335711
log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8CopyArray;;0.455786799;0.454656233;0.454480711;0.453318777;0.451992428;0.00379437;0.043175486;0.030340509;0.0408208;0.039562192;0.026814689;0.016360796;0.043175486;0.9965808;0.995363547;0.994826727;0.98834833;0.991773419;0.993378564
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD;;0.385874565;0.384309423;0.38316032;0.382024617;0.381086812;0.004787753;0.048137615;0.022957207;0.025480321;0.027976072;0.022863084;0.025274531;0.048137615;0.993222376;0.993849855;0.9923704;0.988397179;0.995743246;0.992716611
log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput2Params;;0.701679868;0.69982547;0.69802255;0.697397336;0.696451365;0.005228503;0.055831645;0.062321122;0.060918789;0.058599245;0.071676935;0.015845291;0.071676935;0.994989297;0.988398619;0.991529007;0.996543113;0.993681273;0.993028262
log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline;;0.129625252;0.129066521;0.128472136;0.127850612;0.127880791;0.00174446;0.015679108;0.014239225;0.015221831;0.012206865;0.016027074;0.003820209;0.016027074;0.996233374;0.998758784;0.988404103;0.99537025;0.998616619;0.995476626
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50&threadContextMapAlias=CopySortedArray;0.348138947;0.3480162;0.346880719;0.345941478;0.34481404;0.003324907;0.049884585;0.044763838;0.047279912;0.040618797;0.042935387;0.006949198;0.049884585;0.994271871;0.998366823;0.991813846;0.997781155;0.98840991;0.994128721
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.957411921;0.957548864;0.957835248;0.958160432;0.958741361;0.00132944;0.081861538;0.099854855;0.092903909;0.094242585;0.089008007;0.010846848;0.099854855;0.995741763;0.988429592;0.995261695;0.994947092;0.995812576;0.994038544
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5&threadContextMapAlias=Default;0.137694049;0.137022351;0.13641768;0.13573601;0.136502751;0.001191297;0.010417419;0.007552484;0.006593283;0.006479715;0.006771141;0.003646279;0.010417419;0.999303622;0.995078275;0.988437037;0.993818554;0.991813457;0.993690189
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.374140221;0.37263859;0.373355624;0.372369226;0.371663167;0.002477053;0.034601814;0.029835314;0.024053908;0.030395624;0.026498692;0.008103121;0.034601814;0.993101816;0.996183583;0.994325104;0.997114613;0.988484013;0.993841826
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput7Params;;0.338953955;0.337878335;0.338450282;0.337521788;0.336458424;0.00249553;0.02121735;0.021814541;0.024098612;0.021216356;0.020699424;0.003399189;0.024098612;0.988488542;0.998632591;0.996559451;0.998601134;0.995770925;0.995610529
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3LogbackFile;;0.59273596;0.593556785;0.593574073;0.591772019;0.591656465;0.001917608;0.067183908;0.059961634;0.093169423;0.069804869;0.064686702;0.028482722;0.093169423;0.991568764;0.993260893;0.99709619;0.992567708;0.988515997;0.99260191
log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxFloat;;0.191787778;0.19083806;0.189945375;0.189865455;0.18895831;0.002829468;0.011046687;0.00954747;0.008554031;0.018510535;0.008412948;0.010097587;0.018510535;0.996016382;0.988524967;0.995086313;0.997272553;0.99525499;0.994431041
log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=500&length=20;0.14708056;0.146363006;0.145720097;0.145045243;0.146167835;0.001122592;0.012313481;0.011473675;0.012674405;0.012416268;0.011719017;9.55E-04;0.012674405;0.996609436;0.99611237;0.988538778;0.995079392;0.997211699;0.994710335
log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jTooFine;;0.129134932;0.129742335;0.129538462;0.128915873;0.128297614;0.001444721;0.00773304;0.010324643;0.010434003;0.008420174;0.010160037;0.002426997;0.010434003;0.998887913;0.997196598;0.991994877;0.988552104;0.995086324;0.994343563
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1000;0.121432381;0.121091758;0.120729598;0.120377879;0.120003008;0.001429373;0.022374946;0.024187914;0.032501862;0.024354817;0.020139034;0.012362828;0.032501862;0.985007489;0.995733649;0.987135415;0.982557977;0.992407064;0.988568319
log4j2;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG&queueFullPolicy=ENQUEUE;0.63138883;0.631093185;0.631316819;0.631339377;0.630543388;8.45E-04;0.052201894;0.051758714;0.054390021;0.047827192;0.04460169;0.00978833;0.054390021;0.995310666;0.993394366;0.994670637;0.98858676;0.996092537;0.993610993
log4j2;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Message;;0.370757357;0.369278444;0.367663141;0.366071016;0.364495137;0.00626222;0.029606026;0.035593874;0.026797212;0.032630829;0.035124585;0.008327372;0.035593874;0.998007145;0.996715873;0.998497358;0.998365148;0.988609342;0.996038973
log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.encodeMCD;;0.217040721;0.21643561;0.215397839;0.2152703;0.214339456;0.002701265;0.01950072;0.0166293;0.018775062;0.013079401;0.016242941;0.003257779;0.01950072;0.988627778;0.992081856;0.997619032;0.996361582;0.990408238;0.993019697
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10;0.428579145;0.427614764;0.42716412;0.426126512;0.425331442;0.003247703;0.060136296;0.059597826;0.067723974;0.068512737;0.051612005;0.016900733;0.068512737;0.990921878;0.979821912;0.988452837;0.99117783;0.992809349;0.988636761
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000&maxConcurrency=128;0.195188279;0.19498315;0.194942159;0.194267418;0.194108696;0.001079583;0.02937553;0.035513481;0.029958105;0.030933348;0.038632911;0.009257381;0.038632911;0.986198273;0.986032555;0.988372847;0.98578882;0.996803946;0.988639288
rxjava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated;count=100000;0.128908102;0.128497182;0.12807047;0.127638127;0.12723923;0.001668873;0.034008486;0.039310336;0.030336357;0.036801369;0.03111626;0.008194076;0.039310336;0.984080945;0.98227942;0.987355031;0.99532327;0.994245306;0.988656794
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=100;0.147041076;0.146443835;0.147047312;0.146473121;0.14657428;4.73E-04;0.025998831;0.025358507;0.026989023;0.02565897;0.022526943;0.00446208;0.026989023;0.993578925;0.996534702;0.98228567;0.994758061;0.976225551;0.988676582
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.863661855;0.862732898;0.862090392;0.861692459;0.860829216;0.002832639;0.070218829;0.079408841;0.075528078;0.075139361;0.071510296;0.007898545;0.079408841;0.994697819;0.988718671;0.992964147;0.997315607;0.992171618;0.993173572
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100&count=10000&parallelism=4;0.724735489;0.724369655;0.723746083;0.723024561;0.722614773;0.002120716;0.181146313;0.176866695;0.169704273;0.173256481;0.1773218;0.007617528;0.181146313;0.995938879;0.993563745;0.977068574;0.982274945;0.994752932;0.988719815
rxjava;;io.reactivex.JustAsyncPerf.subscribeOnMaybe;;0.462368171;0.462236004;0.462258107;0.462176076;0.462477939;3.02E-04;0.087559202;0.095825339;0.087089719;0.085392357;0.085176539;0.0106488;0.095825339;0.989967853;0.996719196;0.994337054;0.985937102;0.976704714;0.988733184
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500&threadContextMapAlias=NoGcOpenHash;0.112713864;0.112504952;0.112033448;0.112464633;0.111931975;7.82E-04;0.009442639;0.010856443;0.009081974;0.010158575;0.010160353;0.001078379;0.010856443;0.988744111;0.996432072;0.99927367;0.998575544;0.997749287;0.996154937
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2AsyncLogger;;0.576419932;0.576145581;0.575633052;0.575185968;0.574500374;0.001919558;0.179500044;0.203563722;0.187753475;0.187597748;0.184708133;0.018855589;0.203563722;0.99384407;0.993821795;0.996745076;0.988756313;0.996900167;0.994013484
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.544790388;0.543346357;0.542600059;0.542007836;0.540444893;0.004345495;0.088082626;0.076127943;0.089995662;0.076698254;0.083281605;0.007153662;0.089995662;0.996040158;0.996469763;0.994660516;0.990321255;0.988768767;0.993252092
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=10;0.27958177;0.278470367;0.278885119;0.277648131;0.276528719;0.003053051;0.026288436;0.022313355;0.020730937;0.029717407;0.026625462;0.005894524;0.029717407;0.993064962;0.996418762;0.977589724;0.980710071;0.99607204;0.988771112
rxjava;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=100;0.263542007;0.26254782;0.261357542;0.260776489;0.261056395;0.002485612;0.027741225;0.019560819;0.016798223;0.025822568;0.017351679;0.010389546;0.027741225;0.986088796;0.980664741;0.986876944;0.993445746;0.996799196;0.988775084
rxjava;;io.reactivex.StrictPerf.external;count=1&cpu=10;0.34343312;0.34271631;0.341873408;0.340298723;0.339166194;0.004266925;0.031624589;0.022689898;0.026104175;0.024245614;0.035267137;0.012577239;0.035267137;0.984565867;0.988284532;0.99547996;0.990837963;0.984759514;0.988785567
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5&threadContextMapAlias=NoGcSortedArray;0.516389641;0.515654406;0.513677549;0.511448203;0.509677368;0.006712273;0.085037363;0.044415492;0.043520247;0.04812757;0.058689723;0.02634764;0.085037363;0.998038954;0.993642498;0.997075955;0.994037228;0.988806655;0.994320258
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500&threadContextMapAlias=NoGcSortedArray;0.21309431;0.212658977;0.213440328;0.212381631;0.212657543;7.83E-04;0.01160242;0.017210176;0.017774401;0.012161493;0.012486657;0.005287744;0.017774401;0.997704856;0.991668426;0.992190608;0.992801126;0.988821195;0.992637242
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCNoSpace;;0.461297692;0.460199172;0.458917844;0.457406703;0.455824613;0.005473079;0.043512261;0.041193333;0.048501741;0.058359551;0.048654591;0.00970496;0.058359551;0.988839248;0.992666225;0.995599217;0.996230722;0.99403674;0.99347443
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=1000;0.104316003;0.103935005;0.103567182;0.103208087;0.102869529;0.001446474;0.030776635;0.032062074;0.032932864;0.02610347;0.032010148;0.005906679;0.032932864;0.993174915;0.996504245;0.996597306;0.998653938;0.959357686;0.988857618
rxjava;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOfN;size=1;0.472187662;0.470345026;0.468671888;0.468130079;0.466381438;0.005806224;0.032964945;0.044028572;0.038467201;0.030866946;0.032077212;0.01195136;0.044028572;0.990789325;0.991756176;0.989912727;0.980065777;0.991789844;0.98886277
log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneMap;count=5&length=20;0.395626396;0.394608652;0.393758428;0.392250932;0.391024484;0.004601913;0.043415526;0.042403572;0.03302656;0.035598403;0.033737443;0.009678083;0.043415526;0.995013796;0.995822324;0.990431878;0.996872083;0.98886444;0.993400904
rxjava;;io.reactivex.FlattenRangePerf.flowable;times=1000;0.16394676;0.163662606;0.163256261;0.162786746;0.162318882;0.001627879;0.056307416;0.057156668;0.048121095;0.054915883;0.055775193;0.007654098;0.057156668;0.987906909;0.990342993;0.989670336;0.983256692;0.993161006;0.988867587
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1LogbackFile;;0.5986764;0.597235433;0.596490959;0.595064692;0.594085176;0.004591225;0.086658317;0.076250968;0.082402619;0.089037778;0.073832285;0.015205493;0.089037778;0.988884418;0.989779784;0.993104387;0.995357089;0.99762081;0.992949298
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10&maxConcurrency=1;0.440479648;0.43940026;0.43834378;0.437238064;0.436190434;0.004289215;0.050442183;0.082392437;0.079591468;0.067644698;0.051674278;0.030718159;0.082392437;0.992099009;0.993328801;0.992028523;0.983916305;0.9830864;0.988891808
rxjava;;io.reactivex.StrictPerf.internal;count=10&cpu=10;0.274647306;0.273673839;0.272479778;0.271390238;0.27023964;0.004407666;0.028658638;0.026046749;0.01895248;0.030277125;0.022010573;0.008266552;0.030277125;0.995092634;0.997026671;0.989664658;0.969884066;0.992874247;0.988908455
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput2Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.380350258;0.379295828;0.378191348;0.37682112;0.375817842;0.004532417;0.035773973;0.030538439;0.028448021;0.028626733;0.028915334;0.00685864;0.035773973;0.991746734;0.988914229;0.991909455;0.996644101;0.995484238;0.992939751
log4j2;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputBaseline;;0.125216257;0.12523739;0.124624169;0.124021966;0.12342713;0.00181026;0.012396085;0.010874873;0.012495483;0.012592439;0.015930403;0.00505553;0.015930403;0.992214009;0.995357988;0.991200241;0.994511757;0.988915168;0.992439832
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableDedicated;count=1;0.484041558;0.482117045;0.481011581;0.479926679;0.478137565;0.005903994;0.049568184;0.042101926;0.042429709;0.04228497;0.044812296;0.004755888;0.049568184;0.98633832;0.983368232;0.992010882;0.992864028;0.990138439;0.98894398
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=10000;0.181757677;0.1812506;0.181026851;0.180724048;0.180402291;0.001355386;0.035990141;0.030289105;0.03086716;0.033930847;0.030912401;0.005077741;0.035990141;0.991363638;0.974952632;0.989419113;0.997869669;0.991204133;0.988961837
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput10Params;;0.298741957;0.297745149;0.297117796;0.29619746;0.296022228;0.002719729;0.018314389;0.01750219;0.020114615;0.018427278;0.023596875;0.006094685;0.023596875;0.99679205;0.998063672;0.995435357;0.988975486;0.993439761;0.994541265
log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedFormatReuseStringBuilder;;0.34505264;0.343770796;0.343186675;0.343109505;0.342439764;0.002612876;0.022596972;0.021493813;0.027997636;0.029858701;0.030412305;0.008918492;0.030412305;0.993241477;0.98898577;0.991915631;0.997894766;0.997931345;0.993993798
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt;;0.398337589;0.397287344;0.395863729;0.394940786;0.394657214;0.003680375;0.038311865;0.038185854;0.037769292;0.050087141;0.04285466;0.007232481;0.050087141;0.996461506;0.996455543;0.988995315;0.994620727;0.995367661;0.99438015
log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULLocationBenchmark.throughputSimple;;0.285093774;0.284278608;0.283405212;0.282532922;0.281796278;0.003297496;0.057151193;0.050011948;0.052504117;0.052544678;0.055224211;0.005212263;0.057151193;0.995032744;0.989007444;0.992207942;0.99698124;0.994212477;0.993488369
rxjava;;io.reactivex.CallableAsyncPerf.subscribeOnMaybe;;0.377652325;0.377127981;0.376556924;0.376302773;0.375984896;0.001667429;0.079577272;0.080275722;0.089147872;0.083783669;0.072350652;0.01679722;0.089147872;0.984580209;0.987477644;0.98665749;0.995689992;0.990655126;0.989012092
rxjava;;io.reactivex.ReducePerf.flowSingle;times=1000;0.297026189;0.296985215;0.296833899;0.295820175;0.295057361;0.001968828;0.058436008;0.047167142;0.053194402;0.053700989;0.051429703;0.007006305;0.058436008;0.995629156;0.991816124;0.990741135;0.975900107;0.991083388;0.989033982
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat;;0.467533259;0.465793862;0.464745243;0.462880654;0.461491908;0.006041351;0.066907078;0.064111392;0.066051239;0.059597244;0.066814456;0.007217212;0.066907078;0.996335914;0.991283206;0.993104633;0.990148462;0.989043566;0.991983156
log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jSimpleMarker;;0.127989556;0.127495803;0.126963014;0.12641892;0.125815091;0.002174466;0.014527137;0.013717036;0.012376959;0.01352188;0.014168537;0.001791578;0.014527137;0.998172785;0.996672699;0.989053337;0.991970809;0.995635044;0.994300935
rxjava;;io.reactivex.EachTypeFlatMapPerf.singleJustMapJust;times=1;0.258496791;0.257580754;0.256477663;0.255479151;0.255072892;0.003423899;0.020318764;0.013068824;0.012678011;0.013605823;0.013197823;0.007120941;0.020318764;0.989822202;0.990065222;0.99285654;0.988560777;0.983987853;0.989058519
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.92397887;0.923534245;0.923424175;0.923544527;0.923142976;8.36E-04;0.086054339;0.085837881;0.086096992;0.079746022;0.078488129;0.007608863;0.086096992;0.989077933;0.99668822;0.997390397;0.994992843;0.993633463;0.994356571
log4j2;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Exception;;0.362974679;0.361932336;0.360210453;0.359408335;0.357993914;0.004980765;0.028602795;0.031705045;0.031102311;0.038017532;0.020054581;0.017962951;0.038017532;0.993293556;0.994152932;0.989110686;0.990643073;0.998016436;0.993043337
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500&threadContextMapAlias=NoGcSortedArray;0.171646469;0.170775556;0.170257775;0.170073479;0.169735916;0.001910553;0.013781562;0.012697726;0.007213626;0.006658043;0.009698397;0.004083165;0.013781562;0.989116194;0.990996823;0.99848043;0.996113109;0.994655826;0.993872476
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100&maxConcurrency=1&work=1;0.113681733;0.113613772;0.113543091;0.113566412;0.113595566;8.62E-05;0.027139786;0.030453491;0.030965347;0.030373376;0.029700917;0.002561132;0.030965347;0.991130346;0.992741581;0.985252223;0.990582399;0.985912885;0.989123887
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10&count=10000&parallelism=3;0.380754177;0.382045085;0.382021577;0.381800248;0.381211481;8.34E-04;0.04027858;0.040387132;0.044945949;0.037658412;0.041233214;0.003712734;0.044945949;0.99487992;0.995106743;0.985791124;0.980008049;0.989845849;0.989126337
log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;0.447775275;0.446280585;0.444596691;0.443177623;0.441736535;0.00603874;0.04673359;0.05387761;0.047422574;0.046587967;0.061403658;0.014815691;0.061403658;0.989152745;0.995099042;0.996101705;0.99692837;0.99580435;0.994617243
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500&threadContextMapAlias=CopyOpenHash;0.724031202;0.722631628;0.721162903;0.719894581;0.718772809;0.005258393;0.136406599;0.144562716;0.148250681;0.132783806;0.156475223;0.023691417;0.156475223;0.995948343;0.994050187;0.989179911;0.994573368;0.991561776;0.993062717
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2RAF;;0.906514308;0.906094812;0.906286263;0.904952443;0.905885958;9.34E-04;0.072830365;0.061640159;0.068068003;0.064008582;0.063308287;0.009522078;0.072830365;0.995019384;0.991346607;0.993605653;0.996323679;0.989201544;0.993099373
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=10000;0.143156023;0.142757266;0.142788898;0.142314718;0.14218985;9.66E-04;0.036560385;0.032383205;0.036105749;0.034845592;0.031607188;0.004953196;0.036560385;0.988071861;0.996333164;0.975183045;0.99273582;0.99379718;0.989224214
rxjava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=1000;0.138953204;0.138461623;0.138029587;0.13757174;0.13711784;0.001835365;0.034585429;0.034876047;0.034644334;0.036264921;0.037735399;0.00314997;0.037735399;0.99342348;0.998114749;0.99564118;0.997483944;0.961468096;0.98922629
rxjava;;io.reactivex.StrictPerf.external;count=100000&cpu=10;0.064436028;0.06414029;0.06383668;0.063564218;0.063364975;0.001071052;0.003490278;0.003572702;0.003689976;0.004219159;0.003031118;0.001188041;0.004219159;0.992519962;0.994572758;0.988353465;0.981695806;0.988996018;0.989227602
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1;0.538762062;0.537898317;0.536317302;0.53501934;0.533512385;0.005249676;0.040680148;0.063324522;0.0468639;0.048575068;0.052935549;0.012255402;0.063324522;0.994855115;0.995508463;0.990857005;0.987935009;0.976992767;0.989229672
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1;0.281263379;0.280507739;0.279354684;0.278125653;0.281158175;0.003032522;0.021570387;0.015911261;0.0289704;0.025212343;0.015798339;0.013172061;0.0289704;0.990471799;0.98923411;0.985487805;0.990862451;0.990098032;0.989230839
