project;commit;benchmark;params;i96Cov;i97Cov;i98Cov;i99Cov;i100Cov;maxDeltaCov;i96Ci;i97Ci;i98Ci;i99Ci;i100Ci;maxDeltaCi;maxCi;i96Divergence;i97Divergence;i98Divergence;i99Divergence;i100Divergence;averageDivergence
log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format;;0.450550704;0.449495733;0.448461071;0.447845549;0.44618903;0.004361674;0.058768336;0.059486463;0.059839346;0.05743372;0.060391406;0.002957686;0.060391406;0.990428775;0.996900249;0.997179883;0.997573715;0.991291467;0.994674818
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput1Param;;0.392535309;0.391250437;0.389918991;0.388641496;0.38832546;0.004209848;0.045429487;0.046305406;0.037505638;0.038318822;0.035644356;0.01066105;0.046305406;0.995411059;0.994368786;0.994906564;0.995628378;0.990433775;0.994149712
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000&count=10000&parallelism=3;0.083588036;0.083406034;0.083223268;0.083061752;0.082938597;6.49E-04;0.022210329;0.021873235;0.022029876;0.021258959;0.023864407;0.002605449;0.023864407;0.993276275;0.986027934;0.988740271;0.988846771;0.995288623;0.990435975
rxjava;;io.reactivex.FlatMapJustPerf.flowable;times=1000000;0.330560293;0.33035461;0.329885982;0.329422198;0.328986024;0.001574269;0.077542554;0.080558186;0.070832224;0.077959593;0.077533455;0.006701231;0.080558186;0.988408407;0.991851637;0.997923278;0.984351412;0.98975173;0.990457293
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=10;0.328829036;0.327355748;0.326429997;0.324953378;0.324503393;0.004325643;0.029044507;0.026445453;0.033677281;0.033779235;0.048258377;0.021812924;0.048258377;0.991562313;0.994908283;0.980789189;0.989179622;0.995990756;0.990486033
log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;0.120604544;0.119988407;0.119479336;0.118883087;0.118294993;0.00230955;0.009945412;0.011407657;0.01428148;0.011595938;0.010779703;0.003501777;0.01428148;0.998823002;0.999355313;0.999038252;0.993914089;0.99048781;0.996323693
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100;0.210549395;0.209911102;0.209278468;0.208947868;0.208615972;0.001933424;0.020474933;0.027568073;0.038714725;0.035341278;0.028132101;0.010582624;0.038714725;0.982678791;0.996397761;0.98281245;0.99621742;0.994386799;0.990498644
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=10000;0.174833156;0.174286422;0.174260373;0.174113694;0.173431233;0.001401923;0.019432552;0.020097607;0.018319267;0.019208526;0.019471237;0.00115197;0.020097607;0.990666236;0.99161713;0.988838979;0.989265782;0.99211712;0.990501049
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1&count=10000&parallelism=2;0.258251202;0.257856612;0.257575343;0.257186658;0.25691298;0.001338222;0.054304169;0.049530607;0.045328033;0.044848713;0.048759993;0.005544176;0.054304169;0.994745494;0.99109397;0.98214778;0.992211217;0.992358409;0.990511374
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert;count=10000;0.159590432;0.159205188;0.159292052;0.159051609;0.158652367;9.38E-04;0.02269506;0.017692998;0.021031679;0.02699662;0.016988978;0.010007642;0.02699662;0.993132559;0.996047071;0.995492839;0.985328659;0.982751313;0.990550488
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=100;0.299865251;0.299067167;0.298151757;0.296883652;0.296247059;0.003618192;0.036463293;0.04043468;0.031376316;0.025987774;0.029548521;0.010886159;0.04043468;0.984424264;0.982873219;0.997185903;0.99523216;0.993141301;0.990571369
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=10000;0.203528494;0.203015961;0.202369044;0.201766031;0.201511505;0.002016989;0.032036647;0.031803304;0.033093818;0.03381463;0.0347911;0.002987796;0.0347911;0.991579934;0.997433863;0.998080971;0.981737487;0.984157369;0.990597925
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10&count=10000&parallelism=2;0.230952274;0.230656675;0.230301268;0.229999817;0.229651061;0.001301213;0.04889007;0.047032398;0.047116435;0.045745515;0.048612977;0.002867462;0.04889007;0.983296362;0.993176318;0.992053159;0.992176465;0.992320447;0.99060455
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5&threadContextMapAlias=CopyOpenHash;0.450877611;0.450221121;0.450497044;0.449459516;0.448131269;0.002746342;0.041270929;0.049630041;0.050123587;0.044786341;0.057318;0.016047071;0.057318;0.995614152;0.990607945;0.992832298;0.995541072;0.991928913;0.993304876
log4j2;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Exception;;0.738860658;0.736704809;0.73483875;0.732416543;0.73002558;0.008835078;0.104197475;0.091176718;0.118839355;0.106132849;0.113409413;0.022232695;0.118839355;0.99591264;0.995457309;0.990608828;0.99552812;0.992134375;0.993928254
log4j2;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugStringConcatenation;;0.286565616;0.285413282;0.284890332;0.284725431;0.283568132;0.002997484;0.033319314;0.045716276;0.045046479;0.028083946;0.029891827;0.015824449;0.045716276;0.996159206;0.990611842;0.994348364;0.997625402;0.993051515;0.994359266
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50&threadContextMapAlias=CopySortedArray;0.240902333;0.239954728;0.239299821;0.238647945;0.23798417;0.002918163;0.049182363;0.042524561;0.059511861;0.049974812;0.052123906;0.009599345;0.059511861;0.996720766;0.995804013;0.991979626;0.991861563;0.990623223;0.993397838
rxjava;;io.reactivex.FlatMapJustPerf.flowable;times=1000;0.324390871;0.324625255;0.324169539;0.324125974;0.323610779;0.001014476;0.087489017;0.077847469;0.07969452;0.081530626;0.078621549;0.008867468;0.087489017;0.984647182;0.995460456;0.987361247;0.994728365;0.990989118;0.990637273
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=1000;0.144306391;0.143805075;0.143342162;0.142916606;0.1424596;0.001846791;0.040493205;0.031018362;0.038500503;0.037191208;0.030463198;0.010030007;0.040493205;0.996565864;0.98915019;0.987896785;0.990893261;0.988714023;0.990644024
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableDedicated;count=10000;0.176852657;0.177595445;0.17846026;0.17817716;0.179229591;0.002376934;0.018289601;0.016060622;0.015666301;0.019486151;0.015275025;0.004211126;0.019486151;0.99757263;0.99412468;0.990552036;0.983137344;0.987981207;0.99067358
log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderNoop;;0.121307186;0.121513553;0.1209212;0.12038267;0.120146656;0.001366898;0.004108385;0.007358639;0.004773052;0.00525654;0.005279578;0.002079061;0.007358639;0.990720131;0.992699265;0.999131866;0.998366298;0.9972978;0.995643072
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2File;;0.908361955;0.906959969;0.90844423;0.90764401;0.907131827;0.001312403;0.057002791;0.056418584;0.065616897;0.055129436;0.062022852;0.006893416;0.065616897;0.99184143;0.990722052;0.994023895;0.994748502;0.992733845;0.992813945
log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.formatStringArgs;;0.47626906;0.474982324;0.472988112;0.471945748;0.470562779;0.005706281;0.050746452;0.037284316;0.042158731;0.046434741;0.042251198;0.008495255;0.050746452;0.992445121;0.990722654;0.995770681;0.997160172;0.991762629;0.993572251
rxjava;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1000000;0.217374016;0.217095953;0.216574155;0.216012383;0.215261888;0.002112128;0.0536197;0.047293727;0.042566212;0.045656778;0.041830138;0.011789562;0.0536197;0.986324449;0.991809794;0.986880327;0.990376388;0.998245993;0.99072739
rxjava;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=1000000;0.092060341;0.09181283;0.091529872;0.091320528;0.091108;9.52E-04;0.034328724;0.031476756;0.032724049;0.033333426;0.029307801;0.005020924;0.034328724;0.997338904;0.996570885;0.983077396;0.983968366;0.992690688;0.990729248
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000&maxConcurrency=256&work=1;0.142724879;0.14212175;0.141552351;0.141536694;0.140956072;0.001768807;0.025415811;0.025867818;0.026318167;0.025623087;0.024930371;0.001387796;0.026318167;0.98506099;0.993187777;0.989879565;0.993496345;0.992062854;0.990737506
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.376651968;0.37533152;0.374339887;0.373160762;0.372693726;0.003958241;0.026641768;0.034838607;0.03914001;0.024965153;0.0352109;0.010245746;0.03914001;0.992575043;0.990748977;0.992132977;0.995375364;0.996474741;0.99346142
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50&threadContextMapAlias=CopyOpenHash;0.244043395;0.24356022;0.242785465;0.242493572;0.241880155;0.00216324;0.073864841;0.05423035;0.059437499;0.056509155;0.049863847;0.024000994;0.073864841;0.993686955;0.996636533;0.996491954;0.995532093;0.99074912;0.994619331
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=1000;0.241231398;0.240418818;0.239805079;0.239109971;0.238367754;0.002863644;0.051059922;0.040678744;0.043776972;0.04827501;0.0401536;0.010906322;0.051059922;0.989875065;0.991046503;0.986091066;0.989696804;0.997073562;0.9907566
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.41058013;0.410374415;0.409581807;0.408035779;0.407052508;0.003527621;0.041870087;0.037772333;0.035763378;0.027152153;0.043931445;0.016779293;0.043931445;0.99699514;0.993227869;0.990776175;0.992651818;0.995516159;0.993833432
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000&maxConcurrency=256&work=1;0.094712637;0.094549789;0.094384942;0.094023305;0.093649115;0.001063522;0.019474819;0.021853976;0.020993849;0.01980617;0.019854939;0.001999037;0.021853976;0.997388009;0.994292451;0.993197354;0.983619432;0.985390906;0.99077763
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=100000;0.138056863;0.137355509;0.136715805;0.136040625;0.135412886;0.002643977;0.004168798;0.009834471;0.005624539;0.005623484;0.010388953;0.006220154;0.010388953;0.999154676;0.998924085;0.991249605;0.976335973;0.988228487;0.990778565
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.37810696;0.377224866;0.377460824;0.376789176;0.375305173;0.002801787;0.035023462;0.031102951;0.042591511;0.034805192;0.045540382;0.014437431;0.045540382;0.99078413;0.991666431;0.991372452;0.993231085;0.997545144;0.992919848
rxjava;;io.reactivex.CallableAsyncPerf.subscribeOnCompletable;;0.402898288;0.40286931;0.402104725;0.401375968;0.400659222;0.002239065;0.065531779;0.065062369;0.064481613;0.059439352;0.057055675;0.008476105;0.065531779;0.976096406;0.994280134;0.99471938;0.994517885;0.99438181;0.990799123
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100000;0.135058068;0.134538723;0.134152626;0.133630977;0.133182752;0.001875316;0.018432257;0.015653824;0.017745513;0.016862418;0.012890027;0.005542229;0.018432257;0.988833318;0.996754465;0.986963659;0.994941073;0.986535679;0.990805639
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500&threadContextMapAlias=CopyOpenHash;0.11034444;0.109791217;0.109248841;0.108966482;0.108451088;0.001893352;0.004198617;0.004938146;0.00367707;0.006068804;0.003957291;0.002111514;0.006068804;0.998612545;0.997454957;0.990821218;0.995896508;0.999057216;0.996368489
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10&maxConcurrency=8&work=10;0.360098052;0.360469107;0.3604159;0.35982632;0.359989744;4.79E-04;0.044370026;0.03631969;0.037121373;0.040072088;0.038307981;0.006062045;0.044370026;0.994388273;0.986994554;0.991580916;0.986674983;0.994486099;0.990824965
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5&threadContextMapAlias=NoGcOpenHash;0.452198407;0.452154603;0.450509091;0.449506054;0.449027484;0.003170923;0.078594019;0.067502727;0.059806178;0.077478372;0.088427387;0.028621209;0.088427387;0.994932346;0.997090652;0.997344115;0.991629834;0.990828438;0.994365077
log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayC;;0.289793701;0.29009798;0.289295218;0.28858862;0.287781678;0.002316302;0.021441776;0.023350185;0.015673802;0.019571166;0.020019231;0.004345429;0.023350185;0.990843707;0.993347295;0.996054017;0.995842109;0.996361169;0.994489659
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=10;0.337951374;0.336979507;0.335784559;0.334804055;0.334060082;0.003891293;0.034342401;0.035586147;0.042848154;0.035424113;0.042446867;0.008104467;0.042848154;0.979572801;0.995729683;0.994301027;0.99333165;0.991306347;0.990848302
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1000000;0.229979231;0.229382145;0.2288106;0.228229276;0.227693845;0.002285386;0.071358625;0.077958062;0.089884172;0.0760975;0.076130591;0.013753581;0.089884172;0.997722602;0.996519874;0.975239406;0.987283854;0.997517401;0.990856627
rxjava;;io.reactivex.JustAsyncPerf.observeOnFlowable;;0.537263091;0.537359171;0.537052117;0.536965638;0.536917845;4.41E-04;0.079236415;0.072671978;0.074880066;0.079102698;0.085791298;0.01311932;0.085791298;0.9889292;0.987199026;0.994582762;0.996303271;0.987331374;0.990869127
log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput8Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.343574794;0.343271988;0.342399473;0.341351479;0.340607377;0.002967417;0.036467093;0.035838077;0.035398314;0.031172083;0.040199887;0.009027803;0.040199887;0.992489815;0.992404874;0.996009474;0.99087015;0.997855354;0.993925933
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000&maxConcurrency=32;0.104254308;0.103907829;0.103544459;0.103252958;0.103088266;0.001166042;0.021182239;0.021848824;0.022858274;0.019606782;0.020504821;0.002353453;0.022858274;0.982042642;0.996016098;0.997509573;0.99190394;0.986967915;0.990888034
rxjava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=10;0.407089585;0.406265579;0.405339455;0.404010295;0.40246662;0.004622965;0.042251378;0.057599736;0.039910863;0.044551078;0.036025905;0.021573831;0.057599736;0.983901516;0.983184886;0.997507904;0.99465014;0.995243318;0.990897553
log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.individualParams;;0.118154925;0.117575665;0.117312937;0.117438944;0.117712464;4.42E-04;0.010547234;0.012173512;0.010552933;0.012845349;0.009204292;0.003641057;0.012845349;0.996811514;0.996842155;0.996467924;0.997871162;0.99091069;0.995780689
rxjava;;io.reactivex.FlattenRangePerf.flowable;times=100000;0.155491684;0.155024057;0.15444274;0.15388168;0.153360324;0.00213136;0.022302473;0.018104942;0.017004863;0.018701781;0.017216344;0.005086129;0.022302473;0.978530889;0.992608654;0.991898416;0.99332067;0.998227911;0.990917308
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=10000;0.057367901;0.057151883;0.056903265;0.056660646;0.056407489;9.60E-04;0.004329351;0.004606733;0.003670383;0.003345915;0.00384949;7.57E-04;0.004606733;0.997795234;0.987609169;0.985817373;0.989765742;0.993606037;0.990918711
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;0.239645858;0.238552454;0.237799631;0.23732642;0.239158972;0.001832552;0.027769724;0.007778897;0.014583604;0.015720467;0.015312159;0.012457564;0.027769724;0.997853124;0.991263276;0.989020398;0.987204084;0.989295802;0.990927337
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100&maxConcurrency=128&work=100;0.131448256;0.130903092;0.130364983;0.12983569;0.129313544;0.002134712;0.020655527;0.021655941;0.019506405;0.021423983;0.021808672;0.002302267;0.021808672;0.978064333;0.99429679;0.994904443;0.993677676;0.993714571;0.990931563
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=100000;0.165596156;0.164911848;0.164345337;0.16375386;0.163138991;0.002457165;0.032219858;0.031151043;0.023792429;0.024426291;0.032404975;0.008612546;0.032404975;0.989789664;0.996821955;0.991889627;0.994434905;0.981786846;0.990944599
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10&maxConcurrency=1&work=10;0.179917317;0.179913418;0.179823167;0.179727862;0.179635969;2.81E-04;0.029108577;0.030895988;0.02818482;0.030361644;0.03177796;0.00359314;0.03177796;0.993793854;0.991751002;0.992737958;0.989251454;0.987264006;0.990959655
log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.toStringMCD;;0.379977977;0.379167514;0.378210259;0.376715174;0.375584802;0.004393175;0.030024294;0.038215386;0.040468001;0.040021738;0.038372924;0.008348629;0.040468001;0.998114676;0.992567363;0.997684557;0.99558601;0.990961351;0.994982791
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=10;0.514711943;0.513250784;0.511408599;0.509987781;0.508550675;0.006161268;0.051688696;0.0343263;0.039930509;0.042698976;0.050263937;0.015937637;0.051688696;0.997148294;0.993026362;0.985855758;0.986286976;0.992521989;0.990967876
rxjava;;io.reactivex.JustAsyncPerf.observeOnObservable;;0.594374697;0.593835589;0.593643229;0.593378219;0.593041163;0.001333534;0.105964909;0.11149328;0.112052873;0.102500417;0.103120723;0.008932151;0.112052873;0.989161779;0.994101479;0.989495002;0.987036907;0.995151872;0.990989408
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100;0.133030597;0.133154128;0.13381031;0.133273113;0.132782694;0.001027616;0.020818033;0.020626954;0.019664961;0.030160378;0.019665029;0.010495349;0.030160378;0.998371234;0.987978898;0.990997981;0.991004197;0.9866651;0.991003482
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000&maxConcurrency=1&work=1;0.038455547;0.038403721;0.038363182;0.038368995;0.03834233;1.13E-04;0.022973231;0.020769224;0.020368291;0.020499906;0.019994994;0.002978236;0.022973231;0.986764613;0.991478331;0.990721904;0.994561185;0.991504258;0.991006058
log4j2;;org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark.log4j1File;;0.224074915;0.223775255;0.223264463;0.222867148;0.223010015;0.0010649;0.03811678;0.039946775;0.044587324;0.037432386;0.037755339;0.006831985;0.044587324;0.991033562;0.991406968;0.999377721;0.996369551;0.994146862;0.994466933
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1;0.236461325;0.235825213;0.235313275;0.235162353;0.234476114;0.001985211;0.021805772;0.02001055;0.016819785;0.022263629;0.023899857;0.007080072;0.023899857;0.994584301;0.992343111;0.991245248;0.98398548;0.993049562;0.99104154
log4j2;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.baseline;;0.133325769;0.132659301;0.132021154;0.131375292;0.130737303;0.002588467;0.015241312;0.013185534;0.014634535;0.012111388;0.013212556;0.002028756;0.015241312;0.991047531;0.99652334;0.997022364;0.99899051;0.997201068;0.996156963
log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8;;0.404627738;0.405821511;0.40473625;0.402821176;0.401037713;0.004783798;0.020545809;0.027113915;0.025557094;0.029130343;0.02228571;0.006844633;0.029130343;0.99507792;0.991051203;0.999268622;0.99560765;0.996083676;0.995417814
log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=500&length=20;0.118341632;0.117771425;0.117180428;0.116600983;0.116027876;0.002313756;0.002951869;0.005936617;0.005644063;0.007778766;0.003981329;0.003797438;0.007778766;0.998415413;0.996421386;0.998844749;0.991051517;0.994486791;0.995843971
rxjava;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1;0.47253896;0.470747498;0.469117778;0.468220285;0.466154741;0.006384219;0.04449403;0.035208701;0.048357375;0.036477716;0.046517272;0.011308571;0.048357375;0.985178262;0.993136064;0.995306819;0.996050366;0.985603434;0.991054989
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1&maxConcurrency=1;0.439278529;0.437954028;0.436577733;0.435824081;0.436199065;0.003079464;0.029972988;0.038775893;0.036218079;0.029338908;0.034523235;0.005184327;0.038775893;0.99500476;0.991555912;0.985769508;0.99083103;0.992155492;0.99106334
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100;0.203137924;0.202626957;0.201859783;0.201088628;0.20028003;0.002857895;0.025981052;0.026588455;0.033877927;0.034452439;0.03058684;0.004605787;0.034452439;0.983600756;0.988153543;0.99216507;0.996916021;0.994484767;0.991064032
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowablePlain;count=1000;0.125207979;0.124676767;0.127411329;0.126913605;0.127506091;0.002829324;0.005336571;0.007036833;0.00692381;0.00819878;0.006905862;0.001569291;0.00819878;0.994860338;0.983448343;0.991059207;0.99488575;0.991206553;0.991092038
log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test03_getCallerClassNameReflectively;;0.283216378;0.282983497;0.282305272;0.281378079;0.28074612;0.002470258;0.058859596;0.048821542;0.05062503;0.048576436;0.060663271;0.012086835;0.060663271;0.992517012;0.995275722;0.992726086;0.991099543;0.998227899;0.993969252
log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput3Params;;0.588022876;0.586619993;0.586010181;0.585266148;0.584316363;0.003706514;0.055033207;0.059096084;0.049166251;0.057273634;0.052390643;0.006705441;0.059096084;0.991621199;0.992362762;0.991117187;0.996464696;0.995934839;0.993500137
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=100;0.140701982;0.140422236;0.139871367;0.139365777;0.13883552;0.001866461;0.017186208;0.021770511;0.019183268;0.018719464;0.029180785;0.011994577;0.029180785;0.989807054;0.987951588;0.990707521;0.989027447;0.998215672;0.991141856
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFastFormat;;0.171289716;0.170438845;0.169592885;0.168760294;0.170043275;0.001282981;0.006875213;0.004667428;0.013288012;0.013409784;0.011450474;0.006783046;0.013409784;0.999211973;0.997632693;0.995883298;0.991151732;0.995002374;0.995776414
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000&maxConcurrency=128&work=10;0.139148503;0.138542668;0.138126841;0.137550466;0.136945135;0.002203368;0.018180857;0.017970899;0.017494701;0.017231735;0.015990563;0.002190294;0.018180857;0.993322679;0.988396081;0.989059033;0.992116489;0.992870424;0.991152941
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10&count=10000&parallelism=4;0.912918464;0.912462139;0.9118314;0.911848453;0.910986074;0.00193239;0.094161945;0.105585722;0.108634018;0.116844256;0.121963914;0.027801969;0.121963914;0.988479583;0.992315667;0.989320391;0.994309546;0.991397437;0.991164525
log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endRewrite;;0.477561015;0.47636465;0.475141173;0.47395346;0.473473738;0.004087277;0.064240367;0.063438973;0.064857444;0.052341943;0.065641342;0.013299398;0.065641342;0.991194306;0.995389656;0.993748715;0.994410558;0.991819155;0.993312478
log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test12_getClassContextViaSecurityManager;;0.245522244;0.244777488;0.24381571;0.243045095;0.242376042;0.003146202;0.040894049;0.044107444;0.041752777;0.042058701;0.039922345;0.0041851;0.044107444;0.99461807;0.997281372;0.994713906;0.99436388;0.991198566;0.994435159
log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=500&length=20;0.18117533;0.180268513;0.179366377;0.178481242;0.177600887;0.003574443;0.019654924;0.01671213;0.020439061;0.017726764;0.020842114;0.004129985;0.020842114;0.995103275;0.991203482;0.995948443;0.997736739;0.994159464;0.99483028
rxjava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=100000;0.114820413;0.114460506;0.114796576;0.114420331;0.114061856;7.59E-04;0.018853833;0.013409626;0.018720226;0.015597259;0.012927622;0.005926211;0.018853833;0.991959335;0.993170553;0.994504252;0.988191137;0.988204603;0.991205976
rxjava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=1;0.375521182;0.374602863;0.373166558;0.372085077;0.370657092;0.00486409;0.027602395;0.031084592;0.025173434;0.033893303;0.04071418;0.015540746;0.04071418;0.993700621;0.991468856;0.98245522;0.993441643;0.995000477;0.991213363
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalSimpleDateFmt;;0.240862069;0.239873955;0.238700713;0.23754075;0.236596999;0.00426507;0.01305116;0.015578879;0.009810437;0.01141026;0.011820102;0.003758777;0.015578879;0.998852135;0.997266647;0.99696182;0.991217282;0.993706852;0.995600947
log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceImplemented;;0.127900602;0.127280229;0.126777325;0.126165052;0.125555291;0.002345311;0.014165446;0.014773388;0.014645525;0.015528872;0.014166306;0.001362567;0.015528872;0.993292189;0.991248066;0.993248039;0.991887621;0.99789107;0.993513397
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5&threadContextMapAlias=Default;0.124484146;0.12393103;0.123347918;0.122749723;0.12215069;0.002333457;0.013195164;0.012977572;0.01140265;0.012416117;0.012354931;9.52E-04;0.013195164;0.996561511;0.993771807;0.99890105;0.993307929;0.991255724;0.994759604
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=100;0.27528868;0.274606401;0.274299014;0.273431497;0.273063959;0.002224721;0.047346586;0.050468689;0.061306055;0.054977531;0.054789986;0.007443401;0.061306055;0.997129887;0.992970005;0.987101381;0.984981236;0.99416196;0.991268894
log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500&threadContextMapAlias=NoGcOpenHash;0.181909678;0.18102444;0.181313363;0.180429219;0.179625144;0.002284534;0.022674015;0.015787604;0.014192727;0.012663701;0.011381733;0.011292281;0.022674015;0.99126905;0.995387909;0.993878609;0.99783843;0.996411951;0.99495719
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=100;0.148519286;0.148061836;0.147448221;0.14687009;0.146411388;0.002107898;0.02008457;0.01972898;0.019933612;0.018607244;0.021150656;0.002543412;0.021150656;0.992957995;0.992661339;0.990691139;0.98686871;0.99318071;0.991271978
