rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1;33407.8;0.142241953;0.135003336;0.016036441;0.011671461;0.999748364;0
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000;19923.22;0.092388242;0.072405209;0.005764436;0.00601136;1;1
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000000;80.78;0.051660527;0.026572252;0.009751404;0.003674079;0.999008362;0.997821229
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1;36808.9;0.213488223;0.197814114;0.02304026;0.019194312;0.999522185;0.998970115
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;23253.14;0.116300975;0.054820063;0.007432038;0.004616488;0.998598846;0.999293761
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000000;94.24;0.017879324;0.020974857;0.002300378;0.002377618;0.998550254;0.990252768
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;37299.28;0.104418435;0.11861803;0.006729427;0.01009867;0.999204459;0.999669608
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;32099.12;0.047067513;0.124940371;0.003425233;0.010022222;0.9991403;0.319100736
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000000;130.98;0.013284219;0.019329398;0.00200487;0.001845896;0.999006503;0.999796964
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1;28302.84;0.490523331;0.123605901;0.164053239;0.011756425;0.999556706;0.999503599
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000;34299.2;0.110786032;0.079699772;0.00820847;0.008403831;0.998462222;0.983183156
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;133.54;0.019702951;0.01698258;0.002847922;0.007200526;1;0.999717049
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;30330.28;0.133934053;0.119931484;0.012134791;0.010359838;0.999604075;0.999305137
