project;commit;benchmark;params;f1;f2;f3;f4;f5
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=1;12;17;12;12;11
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=10;47;28;11;11;20
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=10000;13;7;12;8;11
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=1000;7;8;10;8;8
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_10_int_fields;;15;22;13;16;15
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_1_int_field;;15;10;14;13;12
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=100000;21;26;15;12;19
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=100;17;11;9;9;14
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=10000;19;12;15;13;21
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_10_int_field;;9;11;17;12;10
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_10_int_field;;9;9;9;15;8
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_1_int_field;;16;11;13;8;9
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=100;9;9;9;10;9
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=100000;19;17;15;15;15
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=100000;16;12;14;18;17
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_1_int_field;;10;11;14;11;23
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_10_int_fields;;14;15;10;15;22
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_1_int_field;;12;12;12;8;10
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=1;15;21;11;13;35
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_1_int_field;;12;26;15;13;13
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=10;13;10;10;17;11
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=1;11;16;9;12;22
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=10000;12;21;10;10;11
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=1000;12;18;19;24;13
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field;;10;11;14;11;11
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.baseline;;13;19;13;10;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=1000;7;8;7;7;8
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=10;13;14;15;14;12
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field;;11;9;11;8;9
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_10_int_field;;38;19;21;10;9
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=100;10;10;10;13;11
