project;commit;benchmark;params;f1;f2;f3;f4;f5
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=1;29;2147483647;23;47;34
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=10;45;48;28;37;32
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=10000;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=1000;37;2147483647;38;2147483647;38
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_10_int_fields;;2147483647;41;2147483647;33;22
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_1_int_field;;20;5;15;16;5
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=100000;2147483647;2147483647;36;39;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=100;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=10000;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_10_int_field;;42;2147483647;32;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_10_int_field;;2147483647;47;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_deserialize_1_int_field;;2147483647;36;11;15;33
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=100;39;21;33;32;48
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=100000;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=100000;44;2147483647;2147483647;48;37
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_deserialize_1_int_field;;18;26;41;48;25
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_10_int_fields;;20;2147483647;2147483647;43;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_1_int_field;;19;27;10;13;22
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=1;19;33;17;2147483647;21
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_1_int_field;;2147483647;2147483647;2147483647;24;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=10;36;38;34;39;23
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=1;19;35;19;37;20
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=10000;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer;stringLength=1000;2147483647;2147483647;2147483647;2147483647;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_field;;48;10;12;34;10
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.baseline;;22;27;17;17;13
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer;stringLength=1000;2147483647;2147483647;40;44;41
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=10;30;46;27;32;48
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_1_int_field;;24;2147483647;20;16;2147483647
protostuff;;io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_10_int_field;;22;43;2147483647;2147483647;25
protostuff;;io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer;stringLength=100;33;37;48;2147483647;36
