project;commit;benchmark;params;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=NoGcSortedArray;1.774564916;0.399006642;0.543742245;0.666913372;0.54641977;0.456399047;0.38794085;0.332012612;0.287361994;0.251836148;0.223252535;0.202342806;0.184711176;0.166763023;0.147159143;0.128648915;0.113971992;0.108623348;0.101794938;0.093336058;0.089162122;0.079003219;0.075179288;0.072409469;0.068946466;0.062120924;0.059158913;0.055597963;0.050074546;0.049683094;0.046403917;0.042101855;0.041243007;0.03890991;0.037488334;0.037602293;0.035718659;0.035165143;0.031230449;0.030871216;0.029841605;0.027200907;0.027562463;0.024538604;0.023291451;0.022953908;0.021534378;0.021655929;0.021121619;0.019752265;0.019972591;0.019190266;0.018433172;0.019143714;0.018269277;0.016651598;0.016781619;0.01500703;0.014948079;0.014741391;0.01360967;0.012855823;0.012695523;0.013426233;0.01369824;0.01394199;0.013100386;0.012215623;0.010335524;0.011643389;0.009052292;0.010910548;0.009974325;0.008268269;0.009701276;0.008890236;0.00962109;0.010199912;0.009877742;0.006667673;0.006904528;0.007458865;0.008714923;0.009758982;0.006988067;0.007362924;0.00536099;0.007179861;0.008373898;0.005800228;0.009121485;0.006373843;0.007090407;0.008984522;0.00492747;0.005877756;;;;
;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFastFormat;;1.040205476;0.260025129;0.357733141;0.432368055;0.369189089;0.290832206;0.243613833;0.209208276;0.178387003;0.154911068;0.130522003;0.115037751;0.097989821;0.093821187;0.084054666;0.075879804;0.071435943;0.06039394;0.055573509;0.053458436;0.048469885;0.046685598;0.041885599;0.035486601;0.036481591;0.03070164;0.033696403;0.030796097;0.024913358;0.025628063;0.024436152;0.022395817;0.021638846;0.020676811;0.017735038;0.017183901;0.017272824;0.019044098;0.014013681;0.014302668;0.011928004;0.010799072;0.010253099;0.011544342;0.012855125;0.013148803;0.01343042;0.010549056;0.010174582;0.009779892;0.010696519;0.011520982;0.009830106;0.010123048;0.007274241;0.008238915;0.007509579;0.007108989;0.009912344;0.007160115;0.007186791;0.003951677;0.005650465;0.006007899;0.006208126;0.008065122;0.003920633;0.004543408;0.005069446;0.003955277;0.005278589;0.007381116;0.003162341;0.002756247;0.002770246;0.005498349;0.004580663;0.003892178;0.002594919;0.002802386;0.005594585;0.003903593;0.002527245;0.001608615;0.003668836;0.004764886;0.003622617;0.003457442;0.001969216;0.005138;0.003520764;0.004465914;0.002324845;9.51E-04;0.002394939;0.001800144;;;;
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite;;0.922882322;0.308778822;0.314523599;0.3707515;0.262089103;0.251848349;0.172653665;0.176003409;0.165785065;0.119756155;0.13327214;0.094889019;0.099088131;0.09070404;0.078061586;0.066893799;0.073313823;0.054128636;0.059449921;0.056073714;0.039803815;0.052596024;0.038070393;0.04383584;0.035052731;0.027906182;0.029841252;0.027320233;0.032299;0.028337691;0.024428622;0.020999364;0.018182559;0.01619687;0.016183058;0.017522821;0.019128345;0.016677381;0.01720296;0.016390383;0.014165957;0.014159297;0.010777698;0.012445658;0.009264281;0.010528247;0.015609506;0.005265639;0.009566388;0.011269375;0.010534075;0.01113195;0.011179727;0.007928786;0.00916578;0.007777712;0.003885596;0.003083435;0.005557244;0.00578263;0.011483472;0.009388296;0.006612164;0.009067477;0.005029028;0.002708522;0.005368376;0.006778373;0.008854372;0.00780308;0.00317327;0.002733205;0.0043328;0.004816359;0.007114601;0.008142456;0.003350774;0.00493464;0.002984723;0.006292111;0.006428456;0.00354427;0.005498494;0.003756034;0.006737222;0.004493066;0.003977451;0.003478102;0.005759071;0.004479865;0.002443286;0.004185372;0.002085;0.003367299;0.003594878;0.001991822;;;;
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=Default;0.333318023;0.081130752;0.112182566;0.14235082;0.124772825;0.103715728;0.090151069;0.072834504;0.060478139;0.052784751;0.040938542;0.037040796;0.033121141;0.027477588;0.026007061;0.025150711;0.020305092;0.019129644;0.017482033;0.012369334;0.011752879;0.01250865;0.011681048;0.011298799;0.011318764;0.008483868;0.007827286;0.008558695;0.006848958;0.009502085;0.006967279;0.007835731;0.006874236;0.00607157;0.007728049;0.003737789;0.00561053;0.004275417;0.003674097;0.004092129;0.002977745;0.00489782;0.003563703;0.004185107;0.004486561;0.003323808;0.004218059;0.00311333;0.002700257;0.00345974;0.00327932;0.002380096;0.00323154;0.002419046;0.003021408;0.003363643;0.001417871;0.001524582;0.001391321;0.001405572;0.002312586;0.002483354;0.002592788;0.002931047;0.00201771;0.00152407;0.001824427;0.001440797;0.002295309;0.001427544;0.002012149;0.001846144;0.001753155;0.001249687;0.00101482;0.001874134;0.001186503;0.001082166;0.001240957;0.001164268;0.001512111;0.002174206;0.001014583;0.0012693;6.84E-04;9.00E-04;0.001592655;0.001234772;0.001915472;0.001427353;0.001014479;0.001489947;6.70E-04;7.67E-04;0.001361728;0.001013944;;;;
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;0.605027786;0.129739238;0.165843139;0.209853516;0.154322539;0.153448483;0.135930904;0.119461162;0.116164389;0.083129545;0.088488559;0.085968866;0.057950046;0.06940472;0.062057573;0.047026962;0.05651081;0.044208704;0.040753979;0.032646879;0.029017644;0.0283797;0.024615539;0.025609503;0.021455228;0.021462502;0.019115864;0.019631699;0.020858267;0.023302147;0.018268395;0.018650693;0.015240979;0.013542156;0.013592118;0.011936783;0.011127978;0.007567077;0.012195026;0.011672951;0.011079344;0.01095298;0.007733894;0.006353061;0.009526178;0.00778515;0.009031582;0.009785335;0.007263556;0.009632179;0.006081563;0.007225364;0.006300464;0.004814553;0.006158531;0.004695916;0.007691396;0.006959387;0.006084234;0.006040395;0.00286788;0.006883798;0.003300132;0.002838796;0.004407474;0.003242512;0.004317334;0.005341379;0.002964286;0.004218477;0.003638968;0.004521528;0.005651276;0.002702659;0.002589401;0.001941242;0.001695164;0.002975682;0.003647552;0.002682369;0.00282141;0.002525975;0.003638468;0.002482981;0.003591434;0.002505053;0.002814773;0.003039504;0.001322135;0.002992141;0.002396998;0.002626178;0.003385451;0.001927646;0.001628709;0.002505475;;;;
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput3Params;;0.290394405;0.056735702;0.068169181;0.086075917;0.075156948;0.067960589;0.064540875;0.062486076;0.05036938;0.045000925;0.041802085;0.036607298;0.033974606;0.03448359;0.027048613;0.020169414;0.016119067;0.004691814;0.005988025;0.007780814;0.006411624;0.003985838;0.00440563;0.005476248;0.007328883;0.007686639;0.010930282;0.009322415;0.008387407;0.007508369;0.004513387;0.005264246;0.005327467;0.005093733;0.006081729;0.004734336;0.005992495;0.005480931;0.00547767;0.002428625;0.00376643;0.00422438;0.006870929;0.006777451;0.004414409;0.004918533;0.003099639;0.003771806;0.004206133;0.003572719;0.003398659;0.003497497;0.002543023;0.003176292;0.002006448;0.001425857;0.002351434;0.002035756;0.001560346;0.001988518;0.00279567;0.004327163;0.003751709;0.001929377;0.001979566;0.00135958;0.003705148;0.004346731;0.003702475;0.002196632;0.001667411;0.001677627;0.001511276;0.002350067;0.00139509;0.003635825;0.004059336;0.0016303;0.00218511;9.80E-04;0.002182031;0.001133788;0.00138301;0.001498653;0.001462692;0.002854583;0.002907217;0.001834751;0.002218813;0.001452163;0.00207576;0.002376698;0.001896977;0.001807778;0.002513989;0.002029807;;;;
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugStringConcatenation;;1.193478641;0.400835777;0.30964862;0.45290838;0.372289951;0.298266443;0.281722487;0.185412152;0.179852151;0.190847439;0.165139196;0.174089282;0.152652397;0.097725137;0.112816131;0.077891087;0.061432294;0.060888017;0.061860226;0.058472467;0.056485436;0.058041688;0.044503485;0.039477567;0.031891195;0.053969669;0.051663684;0.038443896;0.03906102;0.019385792;0.023985296;0.031006985;0.02813832;0.0336808;0.025092095;0.024895604;0.024427614;0.025924158;0.02537171;0.021748054;0.020496743;0.013450848;0.017274424;0.015162325;0.016701618;0.015848023;0.015472113;0.01522242;0.016878323;0.012869141;0.017671011;0.013002789;0.012571553;0.015907734;0.015647972;0.015480618;0.011728115;0.010385295;0.007778206;0.008350363;0.00854451;0.007578263;0.005073122;0.007318366;0.010238545;0.011751065;0.011383395;0.010851797;0.006661534;0.00549003;0.006820843;0.005872953;0.00647671;0.008167506;0.007183488;0.006931634;0.008109386;0.007757639;0.00860753;0.005235472;0.002938375;0.004925235;0.006041168;0.004300971;0.006916151;0.00638564;0.006132106;0.008788328;0.006224585;0.002320087;0.004063479;0.002542424;0.001650208;0.005328576;0.004484824;0.003321485;;;;
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jIsDebugEnabled;;0.343530072;0.145300121;0.173451105;0.201046304;0.140608702;0.090309377;0.071631363;0.052685542;0.04330597;0.035148473;0.03928659;0.034992711;0.031877706;0.034394796;0.02372471;0.030601754;0.025118017;0.022336477;0.023448491;0.015990951;0.017442111;0.013401585;0.013877904;0.013246535;0.010964679;0.012861482;0.010861051;0.009760282;0.009166885;0.007310633;0.004718987;0.006413378;0.00495812;0.005461134;0.006723518;0.004873362;0.005435867;0.005124617;0.005267595;0.00358123;0.00422139;0.004599558;0.003253229;0.004120871;0.003057191;0.003156831;0.002724898;0.003220757;0.002756844;0.002930488;0.003884839;0.003370432;0.004047531;0.002690339;0.002271747;0.00175179;0.002419459;0.002542474;0.002423652;0.002625976;0.001716139;9.33E-04;0.00233226;0.001445035;0.001086818;9.10E-04;9.28E-04;0.001588356;0.002054306;0.002256511;0.001343225;8.39E-04;6.69E-04;0.001258052;6.34E-04;8.46E-04;4.69E-04;0.001496982;0.001638928;0.00229099;0.001001042;6.60E-04;9.23E-04;9.02E-04;0.001023913;0.001661234;0.001011951;0.00105522;7.22E-04;3.34E-04;6.18E-04;4.45E-04;8.28E-04;6.09E-04;0.001494817;0.001217047;;;;
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putArrayContextData;count=500,length=20;0.462443417;0.172883816;0.231231875;0.270298444;0.199177425;0.153726155;0.115495068;0.093818168;0.077587065;0.066468355;0.058670852;0.05088517;0.043213879;0.020840771;0.026757614;0.02830159;0.027367341;0.009466992;0.00519906;0.003442001;0.003687679;0.003215724;0.007569904;0.008759804;0.009944019;0.012125429;0.00987653;0.008762206;0.016200001;0.009877927;0.017092644;0.01444454;0.011618871;0.016449398;0.010940419;0.016021295;0.018055381;0.015659409;0.012229102;0.010248795;0.007496891;0.006777349;0.01344817;0.012976643;0.012830153;0.012472946;0.010126672;0.007872457;0.007633164;0.008263088;0.002713369;0.004677944;0.006146177;0.006447823;0.008432037;0.007328467;0.003597066;0.005256306;0.003981487;0.004205718;0.00450125;0.005526609;0.004941264;0.006234351;0.006060712;0.003214294;0.003840709;0.003008218;0.002503615;0.004911038;0.004885088;0.004640158;0.003946131;0.002969942;0.002668853;0.002326412;0.002962435;0.002409513;0.001106397;0.002192504;0.003435987;0.003253874;0.002989772;0.003517539;0.002184073;0.002909715;0.003826562;0.002322981;0.001562924;0.001341823;0.001451442;0.001613116;0.00279516;0.002609241;0.002486779;0.002646014;;;;
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.706628344;0.206348698;0.269055647;0.322645117;0.240930866;0.20863239;0.17203397;0.148684465;0.130559753;0.10400377;0.099683212;0.091882207;0.073688686;0.069902763;0.057174659;0.045849706;0.046592785;0.039641866;0.043556047;0.037685365;0.033100342;0.030558019;0.023415058;0.024561153;0.025556894;0.023159638;0.022459494;0.019080585;0.018055467;0.016900696;0.017726508;0.016431197;0.012627426;0.016980676;0.013021738;0.013811829;0.013024648;0.012374076;0.00855458;0.008803715;0.008911899;0.007886171;0.010102362;0.009318815;0.00888979;0.006353328;0.006923097;0.005810104;0.006157038;0.008154447;0.006484322;0.006579755;0.005046228;0.006007082;0.004889179;0.006866151;0.004942138;0.003097418;0.005557092;0.003921745;0.004677973;0.006254551;0.003505929;0.00470197;0.005244778;0.004125638;0.004116147;0.003154881;0.002966222;0.003029386;0.003806674;0.004647397;0.003569769;0.004680646;0.002729373;0.002660069;0.003825897;0.002339708;0.00344322;0.003795138;0.002111545;0.003269011;0.002079873;0.00199828;0.001958797;0.0023437;0.002120588;0.001889115;0.0028084;0.002100678;0.002272752;0.002544375;0.00160703;0.002499511;0.002511734;0.00203398;;;;
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput3Params;;0.376346041;0.119635751;0.161347701;0.191355452;0.151080742;0.117530743;0.094394765;0.076069963;0.060732283;0.049764062;0.040370103;0.035320023;0.027694428;0.029091783;0.022891192;0.023828787;0.022326627;0.019472181;0.021282071;0.016940704;0.017367555;0.0162886;0.014761252;0.012898053;0.010793904;0.009349408;0.011217758;0.009173666;0.011083569;0.011411563;0.009969582;0.009623358;0.006857593;0.005605784;0.003699427;0.008294106;0.006546188;0.006820202;0.007493927;0.003796098;0.00696043;0.003590453;0.005675447;0.003796021;0.002671382;0.006124406;0.003734618;0.004663711;0.005372747;0.002294141;0.002496061;0.003269805;0.001977907;0.003777694;0.00431383;0.0028441;0.002447128;0.002215008;0.002682653;0.002670621;0.002133653;0.002651124;0.002931529;0.002569709;0.003289829;0.001608779;0.001691604;0.002550428;0.002580211;0.002606248;0.001469361;0.001426222;0.001221997;0.001896457;0.002012686;0.00192458;0.001851428;0.001167163;0.002496133;0.001363469;0.001410848;0.001322603;0.001044142;0.001668321;0.001792895;0.001120472;0.001683378;0.00110105;9.19E-04;0.001568927;0.001233778;0.001329889;0.002023922;0.00149681;9.19E-04;6.21E-04;;;;
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyBaseline;;0.185001686;0.076654838;0.098045934;0.115504512;0.083449362;0.060876494;0.048313711;0.038027118;0.030594447;0.020571288;0.016179699;0.009052595;0.005944929;0.007479519;0.005214059;0.005675871;0.006119568;0.007333359;0.005619532;0.006543929;0.00726929;0.005636964;0.006531578;0.004205505;0.002072625;9.62E-04;0.001779865;0.002588;0.003225172;0.00334479;0.002969508;0.001771608;0.001842925;0.003320727;0.002925541;0.004011734;0.002961839;8.51E-04;0.001722399;0.001011563;0.005719739;0.005019524;0.00508526;0.005296787;9.43E-04;0.001697048;0.00120824;0.001409684;0.002395861;0.001478319;0.00138737;6.14E-04;6.81E-04;0.001422534;8.12E-04;7.56E-04;0.001515589;0.001001782;8.69E-04;0.003024208;0.001489391;0.001728401;0.00236673;0.00190825;0.001300893;0.001976669;9.30E-04;0.001693063;0.001914966;0.002584504;0.002011004;0.001144636;0.001809243;0.00137824;0.002456403;0.002307032;0.001095029;0.001592104;5.39E-04;0.001145215;0.001819051;0.001451855;0.001817182;6.88E-04;0.001592903;0.001496246;0.002340933;0.002608251;9.12E-04;0.002046084;7.24E-04;0.001384643;0.001174578;0.001207012;9.59E-04;0.001184337;;;;
;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.simpleDateFormat;;0.550779956;0.116121465;0.162654562;0.207640159;0.17487608;0.139211382;0.116065825;0.0965889;0.085600574;0.075692749;0.076397596;0.061666506;0.055570836;0.051537858;0.041052851;0.033067601;0.036922316;0.039044329;0.034880502;0.03846291;0.030424781;0.022987558;0.017963976;0.017244587;0.022260196;0.021116045;0.021131591;0.019245802;0.011790531;0.016204808;0.013615836;0.013367078;0.014956382;0.010082079;0.011217229;0.010458694;0.008812272;0.011167172;0.008893205;0.00921636;0.008900227;0.005524093;0.010338847;0.005498529;0.007816062;0.008458992;0.005200572;0.009546933;0.004478472;0.006551275;0.006913507;0.004993815;0.088066931;0.09195002;0.098572615;0.105352937;0.018611504;0.023789411;0.017324102;0.011508131;0.012971995;0.007300978;0.004006427;0.003096934;0.003787634;0.002151973;0.004755105;0.012851371;0.015728758;0.009705737;0.010009537;0.002809268;0.005762558;0.007449175;0.00565437;0.00693747;0.012968316;0.004434898;0.008042235;0.005405002;0.006832247;0.006227147;0.010651983;0.008027121;0.009332399;0.00634185;0.010827571;0.013147445;0.014813235;0.009921759;0.013622171;0.018737688;0.015478395;0.012652581;0.012138395;0.004212536;;;;
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=NoGcSortedArray;0.078681934;0.029707622;0.038785894;0.045678822;0.033374748;0.019753225;0.014253896;0.010181742;0.00620122;0.008386365;0.006287601;0.005384015;0.007336873;0.006463407;0.006064024;0.005884434;0.005360968;0.004721044;0.0046612;0.004773166;0.004215354;0.004110461;0.00405567;0.003204382;0.003081244;0.003299353;0.003212192;0.002549995;0.002509619;0.002077359;0.001667504;0.00246584;0.002518332;0.002182546;0.002217323;0.001595845;0.001028683;0.001533619;0.001062469;8.77E-04;0.001456119;0.001289579;0.00174602;0.001564113;0.0012603;0.001129522;6.58E-04;0.001039357;7.69E-04;5.17E-04;8.53E-04;7.52E-04;7.19E-04;0.001054679;7.95E-04;7.03E-04;7.66E-04;5.96E-04;7.08E-04;6.98E-04;5.58E-04;6.69E-04;6.77E-04;4.10E-04;6.10E-04;5.38E-04;4.00E-04;5.39E-04;4.15E-04;3.40E-04;3.65E-04;5.17E-04;4.20E-04;4.79E-04;4.59E-04;2.19E-04;2.75E-04;3.28E-04;3.93E-04;4.61E-04;3.11E-04;3.41E-04;1.68E-04;1.41E-04;2.74E-04;1.62E-04;3.11E-04;5.30E-04;2.49E-04;4.30E-04;2.80E-04;1.32E-04;3.12E-04;1.58E-04;2.87E-04;2.94E-04;;;;
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCDEx;;0.812515791;0.243738519;0.18460228;0.26826777;0.233699637;0.2204058;0.212332062;0.156880891;0.143789456;0.108257726;0.101157609;0.095791971;0.089534706;0.079933769;0.073279751;0.059090632;0.061936824;0.058386997;0.043542896;0.040406204;0.041375446;0.033636383;0.042416885;0.033717851;0.025080436;0.023876712;0.025500932;0.030335253;0.020442733;0.023391727;0.023422255;0.021088017;0.028924925;0.018193088;0.017390968;0.015889766;0.012439543;0.014632833;0.007613745;0.01634283;0.010694793;0.010663216;0.016373475;0.008197776;0.010112804;0.015132705;0.009183886;0.014387382;0.013827896;0.007809453;0.00790481;0.004086961;0.002325885;0.00867302;0.006666216;0.007797582;0.009937762;0.006546311;0.009151992;0.005214865;0.005091277;0.006000411;0.005595495;0.007099378;0.007024456;0.003732246;0.004320396;0.00519699;0.003843474;0.005742796;0.005521383;0.004027893;0.006806219;0.005266188;0.00524587;0.005824008;0.003364993;0.004703628;0.003855433;0.002048444;0.002086307;0.001738683;0.004610449;0.005636081;0.003502121;0.004409128;0.002063177;0.001680633;0.00377997;0.004359877;0.003062421;0.004809024;0.003113409;0.004534537;0.004584293;0.003390189;;;;
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=CopySortedArray;0.366981244;0.092335008;0.129144369;0.154109403;0.128030874;0.109129924;0.094338273;0.087037456;0.068782486;0.062968565;0.050286325;0.042508864;0.035659569;0.031871859;0.031345595;0.024493739;0.026089668;0.02303504;0.020289168;0.017998673;0.01776823;0.016170953;0.012876814;0.014155512;0.012171069;0.009068344;0.011253158;0.009836908;0.008057274;0.009100644;0.009522807;0.009556693;0.007198965;0.007664132;0.003818793;0.004927072;0.00698527;0.006098415;0.007940705;0.006487216;0.004660178;0.005304348;0.003005921;0.003286859;0.004195216;0.002719218;0.004050625;0.004771485;0.004573071;0.003979342;0.00311363;0.002111477;0.002416658;0.003786409;0.002559247;0.003071099;0.002961216;0.002169803;0.003059421;0.001526812;0.001512417;0.00143452;0.002225078;0.001458998;0.001818011;0.001806485;8.41E-04;0.00177898;0.001628651;0.001662339;0.002499596;0.001232088;0.001222276;0.00167167;7.68E-04;0.00212119;9.57E-04;0.001364349;0.001699118;8.53E-04;0.001372357;7.21E-04;0.001379425;0.001043094;6.35E-04;0.001690694;0.001550059;8.46E-04;9.25E-04;0.001070442;8.64E-04;0.001543469;0.001269476;4.92E-04;8.24E-04;7.95E-04;;;;
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput8Params;;0.65337703;0.198027606;0.21965587;0.245113776;0.183657733;0.108673868;0.114994677;0.099387038;0.092251401;0.072480182;0.066198701;0.070180127;0.058708497;0.06346431;0.054514937;0.049152688;0.047214172;0.030840869;0.032704512;0.033728982;0.034462019;0.039550567;0.027135835;0.026318928;0.025577659;0.022010093;0.025189816;0.023267804;0.019488389;0.019614906;0.017006248;0.015414016;0.019484939;0.021183368;0.019049023;0.016770814;0.008364337;0.010505583;0.012263953;0.011926094;0.010749767;0.007547915;0.008680181;0.010952842;0.010642147;0.012945752;0.009988623;0.006053034;0.011212947;0.007693964;0.003891309;0.010265753;0.006211437;0.005888363;0.009068241;0.007052643;0.00940256;0.009822288;0.005173502;0.029344637;0.035135293;0.031594263;0.034310902;0.006634558;0.005884842;0.003098798;0.00413152;0.014426992;0.009639265;0.010623604;0.009114961;0.006159314;0.003457912;0.005798177;0.004774683;0.003026252;0.006911027;0.004568037;0.007635766;0.005502182;0.005128899;0.007447987;0.008998884;0.004121808;0.00408679;0.002218741;0.004025018;0.002699475;0.004749539;0.006654818;0.00356998;0.004936643;0.003641605;0.004386216;0.005110883;0.007518321;;;;
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;0.311822941;0.066481398;0.09192205;0.119134028;0.105599418;0.088054792;0.07369106;0.060348171;0.044713201;0.038948879;0.036255259;0.027731397;0.026961363;0.027080405;0.024044499;0.025961079;0.024916146;0.020759406;0.02119307;0.017239636;0.013935523;0.016003979;0.012418161;0.012834881;0.014353261;0.012378745;0.012511681;0.011278632;0.009252671;0.007943482;0.008287724;0.007869541;0.007240027;0.007028115;0.005843442;0.006868735;0.005317127;0.0071291;0.005824183;0.005398618;0.006215881;0.003317131;0.004786768;0.004777311;0.003617414;0.004163211;0.003670928;0.003301348;0.003384873;0.003419336;0.003876678;0.003246327;0.003791077;0.002382236;0.001886789;0.001605843;0.002070805;0.002213636;0.002024294;0.002648469;0.002127799;0.003109435;0.003070733;0.001438469;0.00275584;0.002411545;0.002571772;0.002406529;0.001118385;0.001360772;0.001379194;0.002226175;0.001086388;0.001654956;0.002250378;0.002687812;0.002772792;0.001276735;0.001299506;0.001064313;8.96E-04;0.001363782;0.002220283;0.001790057;0.002434465;6.79E-04;5.41E-04;9.10E-04;0.00137461;0.001905429;7.33E-04;0.001136788;6.68E-04;0.001596251;0.00157616;0.001020999;;;;
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.logbackFile;;0.912943564;0.191066282;0.180889076;0.057285331;0.126145137;0.149814725;0.21713653;0.187741194;0.154088321;0.150739745;0.095659797;0.09382362;0.084891948;0.091991262;0.085012233;0.08571259;0.095749722;0.085357661;0.079614394;0.074868957;0.059812398;0.059592409;0.065548396;0.064498376;0.048987189;0.041400945;0.040216399;0.032210619;0.033650624;0.028459087;0.017092669;0.025097811;0.019666916;0.03004796;0.02465254;0.016760457;0.020230546;0.009951095;0.011839392;0.010098109;0.013743052;0.015170007;0.018096342;0.015558173;0.018087139;0.012905387;0.010413644;0.015627506;0.017404675;0.017679208;0.01380044;0.014231508;0.009599494;0.018410591;0.017301852;0.010808;0.015561181;0.012568883;0.011879505;0.016938487;0.007791309;0.007518375;0.006852504;0.006197171;0.008785293;0.008744978;0.0114543;0.005640702;0.009919846;0.004230176;0.005119364;0.006479561;0.00569375;0.009321133;0.00657936;0.004957731;0.009071723;0.008595577;0.008028779;0.00945257;0.002918815;0.003334611;0.007036218;0.004515384;0.008789704;0.006648035;0.004853932;0.002779913;0.004566782;0.005378398;0.006154434;0.004383481;0.004211457;0.005920827;0.004947347;0.005729682;;;;
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=500,length=20;0.410423381;0.151180599;0.197189775;0.232289589;0.170977597;0.131633474;0.104741812;0.085069701;0.07003243;0.059232298;0.048450963;0.043461996;0.036468348;0.031551634;0.029711576;0.02457116;0.023703552;0.02131363;0.01862899;0.017064326;0.015901257;0.01492227;0.014027734;0.012831696;0.011452961;0.010417943;0.009888887;0.009807311;0.009736452;0.009528933;0.008533132;0.008578496;0.00754837;0.007161013;0.007509682;0.006885822;0.00579793;0.004607376;0.004566068;0.003787621;0.004307914;0.004893842;0.004296751;0.004023698;0.004218849;0.003969542;0.003641548;0.004029984;0.003484922;0.002702571;0.002875675;0.001683151;0.002339518;0.003029649;0.002854426;0.00350514;0.00488284;0.003773599;0.003053053;0.003084692;5.71E-04;0.00192456;0.001954791;0.001558388;0.002678136;0.002218063;0.00220702;0.002284376;0.001952005;7.31E-04;7.20E-04;9.73E-04;0.001298644;0.002567117;0.002088733;0.002648155;0.002076912;0.001394192;7.02E-04;0.001228005;0.001565104;0.00152749;0.001672081;8.32E-04;6.25E-04;0.001662153;0.001865629;9.84E-04;0.001604853;8.59E-04;0.001133531;9.56E-04;0.001693098;9.65E-04;0.001257371;0.001358109;;;;
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCNoSpace;;0.642859343;0.148288373;0.20685943;0.251293839;0.190632239;0.180763672;0.150360388;0.13629633;0.113974478;0.10622463;0.094309092;0.076047905;0.075755074;0.06051504;0.053149196;0.052424802;0.046070724;0.040291675;0.03418099;0.034783904;0.027234529;0.02312989;0.03108414;0.024818595;0.023431456;0.023612182;0.01532988;0.016954577;0.021945768;0.018915088;0.017121094;0.014785384;0.011229707;0.015277525;0.015375817;0.012319226;0.010586375;0.007082076;0.008104278;0.013253837;0.013707688;0.012321785;0.014995556;0.007092818;0.007597392;0.004944541;0.004323137;0.00855586;0.00626445;0.007953315;0.004472743;0.002696961;0.007318518;0.006138462;0.006922047;0.00513798;0.004553278;0.004203554;0.004686158;0.005866756;0.002409063;0.004168916;0.004335354;0.005219834;0.005833114;0.003037296;0.004180985;0.002748767;0.00435891;0.005445752;0.004493911;0.003230803;0.002122526;0.002190606;0.002543004;0.003122337;0.003623885;0.003611748;0.002941655;0.004030614;0.003336941;0.002844487;0.002552823;0.001217692;0.00247976;0.001418703;0.002801054;0.00381499;0.001511328;0.004617841;0.003368027;0.002966173;0.00295813;0.001796707;0.001323547;0.001065552;;;;
