project;commit;benchmark;params;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.latency_nanotime;;0;0.193282503;0.187840774;0.19192224;0.182929718;0.149630517;0.129160847;0.124819445;0.112027184;0.101125853;0.092686626;0.088078233;0.086008771;0.080830027;0.073528798;0.070873408;0.069677203;0.065817083;0.064997127;0.061138301;0.057938811;0.05592038;0.052773855;0.050962798;0.049349716;0.046015248;0.046198487;0.043647174;0.042471233;0.040505233;0.039250092;0.039442212;0.03702502;0.036513563;0.035530225;0.034444828;0.033212013;0.032364674;0.031008314;0.030387663;0.030147226;0.029056619;0.028570724;0.028597856;0.027340571;0.026953273;0.0265003;0.026151316;0.025522039;0.024766016;0.024792898;0.024134768;0.0237841;0.023871939;0.023425967;0.022932351;0.022443526;0.022205055;0.022281564;0.021471287;0.021461449;0.020741517;0.020612368;0.020606579;0.020143099;0.02003766;0.020367605;0.01980195;0.019757357;0.01956263;0.018926089;0.019009774;0.018753052;0.018076373;0.018038581;0.018164661;0.03236448;0.031430472;0.031882363;0.033212108;0.032040892;0.034093935;0.033345692;0.034676613;0.034147678;0.034177895;0.035184934;0.034651743;0.034941849;0.035349246;0.035964235;0.035469771;0.041636119;0.045437896;0.046716021;0.047152615;0.046170776;0.047214038;0.048716581;0.047519098
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;0;0.505115657;0.523622369;0.554110194;0.458432228;0.391150327;0.363093673;0.322840793;0.289421078;0.246908778;0.239817978;0.222602671;0.193853983;0.18951274;0.178032825;0.171225555;0.160132345;0.156571937;0.148736192;0.144472484;0.136446524;0.13252322;0.126428884;0.122985493;0.118874247;0.112664395;0.110941726;0.106953072;0.10297699;0.098115901;0.097302288;0.094579685;0.093389524;0.087398696;0.085618171;0.084777513;0.081347034;0.080510253;0.07838759;0.076066836;0.073510091;0.07270397;0.070917078;0.069027991;0.068304371;0.065959502;0.065878171;0.063234981;0.062703995;0.060951166;0.060878724;0.058308022;0.058342198;0.058681203;0.056417276;0.05617663;0.056238795;0.05338986;0.05263228;0.05277426;0.052756779;0.051723199;0.050399659;0.051131566;0.048626664;0.049736018;0.049374282;0.046327171;0.047168723;0.046926672;0.047845322;0.046145591;0.044908792;0.045160555;0.045062975;0.044758522;0.044098971;0.04277624;0.042979748;0.042203982;0.041894681;0.041486315;0.041625132;0.041893871;0.039885743;0.039801275;0.039288814;0.039821641;0.039460469;0.038117272;0.038170495;0.037959817;0.037922859;0.037991942;0.037130201;0.03588407;0.036244864;0.035809972;0.035179423;0.035632584
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateArrayContextDataTriConsumer;count=5,length=20;0;0.165990393;0.433184102;0.588727909;0.534726561;0.50268885;0.440593213;0.391946037;0.353645576;0.32351876;0.304619482;0.282730345;0.266092683;0.249182431;0.239190395;0.221663884;0.213611323;0.200168844;0.196629459;0.185794715;0.182287176;0.175167598;0.168808612;0.156181847;0.155091346;0.148314598;0.143861698;0.140223877;0.136237809;0.131969628;0.12601256;0.124351507;0.120017281;0.116822401;0.114413306;0.111951938;0.108810816;0.103904607;0.104018547;0.102261485;0.100370528;0.098877271;0.095324938;0.094993377;0.092703218;0.090163012;0.089037209;0.088512978;0.085387832;0.083452677;0.082584712;0.079672364;0.07826764;0.078935703;0.077933181;0.075712874;0.074652669;0.073167409;0.071495568;0.071765238;0.069926245;0.069576486;0.067093382;0.066653634;0.06641566;0.065486792;0.065004041;0.064083237;0.061765615;0.062447041;0.060571749;0.060343508;0.060608577;0.058115741;0.05837708;0.05777837;0.056964679;0.057027462;0.054901103;0.05414738;0.054288775;0.05328159;0.053081843;0.05156689;0.052361443;0.050776551;0.052301319;0.049939739;0.050076595;0.049855029;0.048842989;0.049407381;0.048123325;0.047412537;0.047627635;0.046891772;0.04600681;0.045624316;0.045313611;0.045200381
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputSimple;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0;0.708652906;0.930704883;1.090288781;0.921175515;0.822956007;0.73728373;0.657972796;0.592368046;0.541309989;0.494048784;0.448146271;0.412548638;0.399727449;0.377766247;0.3568272;0.343579459;0.31820053;0.306649069;0.290400484;0.283676645;0.269558039;0.262594714;0.252102329;0.243810443;0.242991219;0.231592643;0.219112891;0.211988276;0.206826899;0.203727176;0.196074197;0.191419702;0.189103288;0.181744084;0.172743841;0.171498898;0.169205153;0.168437649;0.160715609;0.155779875;0.155337178;0.149520732;0.147327804;0.143378148;0.140425898;0.139372153;0.138982255;0.134336286;0.129557791;0.127914523;0.126955769;0.12414031;0.122815409;0.120661625;0.119283127;0.116132861;0.115960058;0.11361361;0.110344373;0.11107043;0.109461015;0.104227186;0.10438771;0.104224035;0.103419004;0.10190534;0.098436308;0.098233975;0.094911846;0.096501207;0.094091173;0.094758246;0.093740491;0.09108538;0.089668124;0.089210049;0.089649474;0.087068736;0.085449549;0.08391511;0.082143035;0.084681523;0.080129564;0.082250418;0.079167197;0.079307333;0.078260487;0.079813447;0.076629368;0.077402419;0.076431794;0.073366765;0.074498241;0.074175002;0.072011729;0.072703555;0.071300412;0.069623826;0.070266525
;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.toStringMCD;;0;0.447308143;0.562814447;0.677816747;0.59130449;0.533216766;0.472384957;0.416986933;0.38870015;0.358655511;0.327873534;0.302301756;0.279490547;0.266072224;0.253356372;0.239792493;0.226697016;0.212318253;0.200633714;0.196952427;0.189977676;0.182266406;0.170847906;0.167822046;0.160074916;0.154288974;0.149492932;0.145611678;0.14062802;0.138664729;0.130533235;0.12856038;0.12673551;0.120966835;0.115114248;0.116583103;0.114532795;0.11321652;0.109150381;0.330750583;0.333490469;0.33932261;0.409765218;0.402551973;0.409918431;0.405981757;0.405489654;0.409771954;0.408754859;0.411987069;0.430511375;0.459006086;0.458402046;0.456704632;0.452451647;0.455038123;0.443235444;0.443290537;0.436943752;0.430552354;0.423997951;0.432545867;0.422309128;0.423001378;0.419447413;0.410613138;0.449170647;0.443270316;0.44727416;0.395932812;0.436171816;0.431470105;0.424105896;0.421880168;0.415563044;0.413593517;0.406352071;0.406233742;0.39845431;0.390102084;0.391949581;0.385683839;0.386525315;0.375158042;0.377757316;0.362249087;0.364691808;0.355663779;0.353071762;0.355487679;0.357215702;0.378613331;0.348249269;0.383499658;0.375840361;0.365841169;0.371762539;0.366830804;0.370469149;0.361347519
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDNoSpace;;0;0.420941597;0.600844761;0.744264104;0.650958537;0.607302373;0.545787755;0.506287765;0.467504833;0.427711642;0.405602562;0.371612422;0.351205434;0.333024793;0.311187855;0.297935325;0.276716248;0.258130268;0.243876844;0.239818319;0.230756031;0.216182778;0.212645212;0.205785964;0.19044005;0.188520075;0.182341581;0.174093849;0.167463407;0.166854263;0.159534584;0.156523053;0.153833774;0.146590918;0.144548106;0.139356394;0.136605303;0.132412292;0.129362414;0.130403356;0.125775255;0.12416483;0.12215872;0.120421973;0.116888072;0.115075731;0.11320638;0.111109047;0.10654733;0.109521402;0.105189323;0.102468338;0.099976264;0.099488169;0.097714109;0.094686054;0.094420429;0.090804716;0.092245946;0.089205246;0.088572367;0.08628357;0.085260204;0.08502747;0.08299314;0.080310129;0.080383477;0.078981216;0.079605257;0.076821548;0.076927447;0.076550959;0.074044483;0.072190247;0.072030752;0.072195214;0.070392035;0.068289188;0.068844185;0.069626279;0.06795406;0.065911397;0.066065812;0.065298932;0.063765008;0.063233689;0.062847949;0.062482009;0.059676273;0.062217687;0.059793519;0.059263936;0.059393568;0.059172121;0.057319592;0.056487941;0.055534909;0.056519686;0.055827293;0.055910556
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllMap;count=500,length=20;0;0.268707379;0.330273558;0.369847678;0.320531426;0.285195915;0.257928427;0.230688862;0.209515939;0.188975319;0.173876679;0.158878748;0.150209994;0.140903701;0.137779384;0.132472605;0.126319463;0.120604004;0.116847753;0.113080266;0.111943196;0.10678253;0.102446869;0.097469779;0.095514726;0.092312327;0.089663836;0.084033407;0.083481754;0.080479211;0.078023372;0.076477142;0.073536631;0.070616867;0.068059725;0.066321869;0.063626137;0.061514802;0.061685288;0.059653538;0.057480521;0.056907176;0.054892975;0.054627741;0.052040843;0.051559011;0.050010627;0.049916135;0.048986333;0.046766698;0.045714758;0.047236962;0.045422391;0.044690722;0.043802737;0.042761406;0.041421702;0.040703143;0.040520021;0.039569261;0.038915292;0.037907143;0.037332534;0.037010223;0.036286378;0.035310468;0.036152374;0.035260838;0.034347844;0.033780951;0.033619171;0.032829135;0.032834044;0.031820453;0.031539935;0.031014363;0.031227179;0.030232055;0.03038869;0.02959686;0.03008429;0.029428365;0.02856211;0.028494684;0.028105202;0.028511229;0.027660334;0.027526352;0.027041726;0.026932563;0.026631587;0.026595376;0.026519661;0.026456092;0.025853296;0.026035394;0.025408429;0.025026767;0.025090259;0.02528377
;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBException;;0;0.996098806;1.223629916;1.348852315;1.152982859;0.996279676;0.850944218;0.764978905;0.706051717;0.650800114;0.613238183;0.567240918;0.542956005;0.510360885;0.490187696;0.462723563;0.44368541;0.416544936;0.401287227;0.386503324;0.367351076;0.353984094;0.339109537;0.327440553;0.316048585;0.304674345;0.297821679;0.2843133;0.272841455;0.272854626;0.255250811;0.249469681;0.24501413;0.234735666;0.232859484;0.229028253;0.220860167;0.214148394;0.210639038;0.201390127;0.199013203;0.195795111;0.189882875;0.18784928;0.180452295;0.181611197;0.172968403;0.171822187;0.167769487;0.166238206;0.161574311;0.162140333;0.159350567;0.157686751;0.152484733;0.151166763;0.150477737;0.144419791;0.144213058;0.141205098;0.140436521;0.139363181;0.136210629;0.135195335;0.13159864;0.129253485;0.125599795;0.125632193;0.124411818;0.12569467;0.121320466;0.12235934;0.117190742;0.116024157;0.117344356;0.115315146;0.113890541;0.111763651;0.111466977;0.110890968;0.108202869;0.104401563;0.106054842;0.104841549;0.102595047;0.103357857;0.100532543;0.099783369;0.098967097;0.099553497;0.097728017;0.095866197;0.095397752;0.094526237;0.093429145;0.092298187;0.090394523;0.090378212;0.089197602;
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0;0.70546112;0.867069069;1.02869707;0.922612794;0.830797327;0.745536475;0.663142135;0.596730123;0.545320772;0.504561779;0.466548438;0.437644451;0.411599233;0.38792823;0.359039545;0.34693826;0.327278721;0.315411724;0.303598179;0.284613422;0.273899941;0.26075327;0.255124444;0.246415896;0.239202919;0.230768571;0.224830601;0.21705534;0.210203119;0.211027031;0.203130904;0.195954235;0.188829593;0.184293542;0.18073136;0.177770636;0.173606462;0.169632617;0.165073628;0.157769792;0.159427095;0.154862445;0.151071717;0.147745211;0.142324381;0.141359305;0.137843852;0.137632819;0.132292219;0.129001549;0.128939859;0.124673204;0.125002148;0.123242511;0.120926097;0.117558401;0.116514398;0.113839148;0.112158399;0.111297844;0.106548949;0.107335781;0.106030299;0.103842636;0.101197081;0.104318606;0.098926714;0.097389598;0.096108058;0.095911263;0.096495024;0.092974357;0.092254963;0.092485829;0.091526098;0.090881423;0.08922953;0.087520253;0.086751204;0.084966018;0.082313124;0.083182605;0.080366634;0.081127263;0.078434191;0.080063223;0.079858122;0.076572307;0.075907038;0.075988242;0.074573857;0.073598033;0.073726984;0.072656977;0.071587502;0.070543953;0.071059202;0.069780838;0.070003986
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledResponseTime;;0;0.36228713;0.453779336;0.500753093;0.415238326;0.365044147;0.30912857;0.277508366;0.244639381;0.22657365;0.208310538;0.186652878;0.17272757;0.162202014;0.151132918;0.144903497;0.134615032;0.126369201;0.120270527;0.116883898;0.109456692;0.104059782;0.102536379;0.098421309;0.092356249;0.090982836;0.086140622;0.084878892;0.080213525;0.077996933;0.074893875;0.072965636;0.072547365;0.068423939;0.068408592;0.065888695;0.064329372;0.063267316;0.060990607;0.059577357;0.058588596;0.057129172;0.056351857;0.054305783;0.053671624;0.069635651;0.072840865;0.073736861;0.072211576;0.075161911;0.074907891;0.075097891;0.0759235;0.077810312;0.078619116;0.076014905;0.076054848;0.078012842;0.077981567;0.079010632;0.077560386;0.077377097;0.077866136;0.077410942;0.078742929;0.076165654;0.078313972;0.076378454;0.076234244;0.075488125;0.076166445;0.075132914;0.074758288;0.075526671;0.074320666;0.073645963;0.072142815;0.071645343;0.071601113;0.070340433;0.070426803;0.069792697;0.067716733;0.067622728;0.067960953;0.066801218;0.067688743;0.065818461;0.064752042;0.063395275;0.064359552;0.063822446;0.063092626;0.062275951;0.061281279;0.061797112;0.059524953;0.059580793;0.058659531;0.057783968
