project;commit;benchmark;params;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endFile;;0;0.60730616;0.674651234;0.718166732;0.60596312;0.521218973;0.454602973;0.405326378;0.365681037;0.336463026;0.309258881;0.283508993;0.268729536;0.25170534;0.234993633;0.224506348;0.217981636;0.2092016;0.203586081;0.194936946;0.18407869;0.179696853;0.171806709;0.166270167;0.159641704;0.152933417;0.145793648;0.143455135;0.1390157;0.134870567;0.131167576;0.130968199;0.124554728;0.121888739;0.11855941;0.115301802;0.109013949;0.110043419;0.105840022;0.105666811;0.102224717;0.099240639;0.098552657;0.096978701;0.093603464;0.091946313;0.086598718;0.088512497;0.086179223;0.084351589;0.082768953;0.082443319;0.077709847;0.078962234;0.078346807;0.07601318;0.073657537;0.072229514;0.073778265;0.070172495;0.069285477;0.070733039;0.068135522;0.06791516;0.066321547;0.064634497;0.064616906;0.064448965;0.061373602;0.060646594;0.060415953;0.060692566;0.060009251;0.058102728;0.057008696;0.057758984;0.057375089;0.05630616;0.055244727;0.052650679;0.053387696;0.052122096;0.052608982;0.051325387;0.050332795;0.050868891;0.048945904;0.050361048;0.048528475;0.049478769;0.047033386;0.046790568;0.047009791;0.046282513;0.046247859;0.046180667;0.045063591;0.045258068;0.044414651;0.04296304
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=Default;0;0.265968723;0.262609461;0.301171808;0.286946674;0.268671036;0.241206759;0.222712313;0.204633873;0.187094104;0.175536616;0.163136091;0.15573329;0.145848052;0.140976192;0.132179896;0.127159056;0.122230978;0.118500972;0.110634772;0.11056276;0.102805052;0.099271023;0.097025997;0.09344587;0.09068199;0.086803896;0.083160039;0.079876611;0.076511413;0.074743108;0.074932854;0.071646672;0.070373873;0.066888517;0.065699159;0.06432496;0.061976745;0.059749748;0.059564971;0.057368217;0.057203191;0.055773703;0.05480276;0.053018614;0.052292928;0.051031169;0.049876272;0.049519473;0.048618688;0.047552461;0.047515193;0.04779113;0.045562046;0.044579526;0.044586577;0.044027461;0.043177316;0.042328228;0.042796196;0.042272133;0.040449724;0.040774644;0.040874515;0.040177996;0.039564829;0.040167919;0.038905561;0.0379959;0.037485565;0.036876519;0.036897618;0.036271443;0.036324914;0.03551685;0.034679641;0.03462841;0.035369707;0.034652966;0.03395646;0.033468;0.033093942;0.033344752;0.033226594;0.032656821;0.031235737;0.032093159;0.031106893;0.031779129;0.030946559;0.030869114;0.030259273;0.030107714;0.029856478;0.029306991;0.029136251;0.029576712;0.028654864;0.028375937;0.028630282
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3LogbackFile;;0;0.633818172;0.686576063;0.725599364;0.638050067;0.551260523;0.500420214;0.450259902;0.415619942;0.37669669;0.351737701;0.323345388;0.299332184;0.281106041;0.263229384;0.246336033;0.232136486;0.22354004;0.209694147;0.202439359;0.192091773;0.184896889;0.177049159;0.173167366;0.166955363;0.159282174;0.155008041;0.150334509;0.14351815;0.139809706;0.13344227;0.131111839;0.1284955;0.123784811;0.121017659;0.115003537;0.113940813;0.112493682;0.108607435;0.10617507;0.102641827;0.100891711;0.09913071;0.099599766;0.096423231;0.094143338;0.091266401;0.086787295;0.088394357;0.087856379;0.084617246;0.083042151;0.084601003;0.079831311;0.080889281;0.078266353;0.078307898;0.077489557;0.075325543;0.074736567;0.073344611;0.071882198;0.074134016;0.070616858;0.07215591;0.06880086;0.068239394;0.069835951;0.067317913;0.070122552;0.068451546;0.069285752;0.068493079;0.06727233;0.067812249;0.06812925;0.067262062;0.0665109;0.065469458;0.066135975;0.067190696;0.066278005;0.066306275;0.288340471;0.28997183;0.291384944;0.290432719;0.293578167;0.294106037;0.295561995;0.371846726;0.3721175;0.371812564;0.368241619;0.370052997;0.36895143;0.370218722;0.363990632;0.361897239;0.364249115
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0;0.54585355;0.684998184;0.75468425;0.632323523;0.559973302;0.518890949;0.484940461;0.457699731;0.417525284;0.399565588;0.373556457;0.352362372;0.32383866;0.308188866;0.280765944;0.276591948;0.259542033;0.248730348;0.239846744;0.228129282;0.215680528;0.211566646;0.20250553;0.196830744;0.191277061;0.182809806;0.17686031;0.171973805;0.165741808;0.161099913;0.15888765;0.152426297;0.152668324;0.143388804;0.146035618;0.140299065;0.13642121;0.129360082;0.1278801;0.126570148;0.123492885;0.118823857;0.117194221;0.114983799;0.111293032;0.110435878;0.108723897;0.103323268;0.10245073;0.105560667;0.10399088;0.098629136;0.096408001;0.096951748;0.095253668;0.093839585;0.091489671;0.090787559;0.087431914;0.086948197;0.085100718;0.083574932;0.084839073;0.083618622;0.080822255;0.080772417;0.07963472;0.077388879;0.078002867;0.075831838;0.074554153;0.073359357;0.07441009;0.074290349;0.072081666;0.069628646;0.070757852;0.068998231;0.070679615;0.066478906;0.066249442;0.065995071;0.064249315;0.064266628;0.063695961;0.063702821;0.06202455;0.060552136;0.060304415;0.060874491;0.060471912;0.058804995;0.058283213;0.058067;0.058141179;0.057239615;0.056104574;0.055840752;0.055056554
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDNoSpace;;0;0.39093658;0.666863561;0.803496472;0.707838065;0.659409804;0.602828866;0.563591039;0.509001985;0.475342629;0.447746662;0.407053394;0.391004414;0.365918235;0.349601087;0.320970118;0.307769008;0.298734108;0.283207961;0.267834938;0.252282984;0.250140941;0.236477301;0.227660977;0.220422575;0.214146838;0.206549226;0.201093929;0.199051018;0.189666117;0.186695278;0.182912878;0.172615584;0.165636839;0.167103423;0.160995738;0.156293705;0.14905803;0.149143565;0.148002497;0.143279511;0.14189552;0.137431652;0.134422957;0.133090699;0.126479171;0.127295338;0.123608966;0.121154686;0.12119862;0.118907791;0.113985561;0.111932404;0.111416536;0.110166487;0.108206377;0.104971076;0.105986026;0.105727264;0.102693763;0.098934347;0.097264439;0.09598151;0.096762105;0.095032398;0.096030068;0.091364817;0.092571947;0.089741845;0.088324624;0.085484407;0.085383722;0.084917084;0.085446661;0.084398757;0.081805786;0.082488398;0.079539649;0.079341561;0.079640953;0.077844341;0.076041986;0.075908818;0.075850629;0.074367863;0.074386457;0.072498979;0.071749556;0.072176803;0.069791007;0.07093359;0.071066431;0.068599605;0.066369829;0.066764669;0.06800536;0.065945543;0.064865948;0.064757961;0.064053907
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0;1.3436658;1.732339641;1.999257693;1.786259132;1.583566099;1.449214226;1.362254409;1.258830516;1.167800565;1.089580339;1.031951864;0.977007458;0.93489872;0.899544214;0.847821668;0.802429061;0.773493693;0.744678456;0.712918017;0.688479058;0.656980097;0.626798064;0.609738702;0.58269902;0.572507276;0.549422629;0.537354836;0.51917216;0.504050224;0.486977016;0.482106583;0.465095551;0.453664424;0.434620174;0.433168485;0.412218131;0.4102665;0.39953289;0.388573979;0.382557722;0.372267502;0.358437853;0.354936176;0.353622725;0.335632718;0.340997218;0.3301755;0.32221771;0.316239255;0.308586975;0.306688536;0.300510657;0.29460934;0.291725621;0.285403112;0.283685001;0.270323164;0.268850784;0.266240015;0.263190131;0.250312592;0.253488532;0.252502232;0.251572043;0.24695837;0.246648636;0.242714829;0.23414486;0.235721575;0.229007341;0.227636309;0.227536892;0.221700524;0.222199496;0.219582884;0.212265827;0.211133435;0.216211692;0.211253796;0.214968291;0.208574424;0.204911801;0.203153925;0.199498512;0.201052947;0.19891932;0.200081277;0.194359185;0.187177162;0.190024049;0.190400444;0.183984674;0.186000997;0.183831418;0.181357528;0.179759663;0.172659071;0.168562135;0.172234958
;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility;;0;0.280282025;0.324519144;0.326892079;0.298875712;0.286944685;0.285423489;0.280746161;0.268493892;0.244563278;0.232550015;0.217649919;0.200876334;0.191059169;0.178802315;0.168048523;0.160101302;0.152944822;0.149323518;0.139908092;0.134117502;0.12936603;0.126816671;0.122189801;0.118011764;0.116085468;0.108688228;0.108408131;0.103780894;0.115112986;0.112768891;0.10954125;0.11270426;0.110160035;0.10935023;0.112674611;0.110909067;0.108214249;0.109668599;0.109008107;0.105450685;0.106780447;0.103954055;0.105251548;0.099161681;0.099689667;0.097484569;0.098686815;0.096901467;0.095245384;0.09350941;0.093070518;0.092686036;0.092268097;0.088925279;0.089326346;0.087962685;0.087199725;0.085439098;0.08143983;0.081203086;0.080573694;0.077801751;0.078931087;0.076620401;0.076505878;0.074088681;0.073219809;0.07402491;0.073418944;0.07096554;0.070083325;0.069407636;0.068731352;0.066951257;0.06635872;0.066214877;0.063335714;0.064530285;0.063660721;0.06303294;0.062122644;0.059634209;0.059679237;0.058586224;0.059506228;0.057078263;0.056107728;0.056677301;0.05689154;0.054790818;0.055807537;0.054918764;0.054230485;0.0531036;0.052437911;0.051970684;0.051025914;0.052169719;0.050976787
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;0;0.442517866;0.443144592;0.466416603;0.459330072;0.450428602;0.440976116;0.411978197;0.389614605;0.372448912;0.341199309;0.326554036;0.301954195;0.286240681;0.279320537;0.268845678;0.249830344;0.235084708;0.228316596;0.225809158;0.215889981;0.20717261;0.200955974;0.191580338;0.191000655;0.191084021;0.193408091;0.192205894;0.186510337;0.189552306;0.189440353;0.187194745;0.177063089;0.178701112;0.176895905;0.174835184;0.171079798;0.170919185;0.166579433;0.166587499;0.166013672;0.163368107;0.163999421;0.159780967;0.158280367;0.154721593;0.152788784;0.149092697;0.14648042;0.146301539;0.142332411;0.140279452;0.138793668;0.13655874;0.133997828;0.135129359;0.131584788;0.130994414;0.126322961;0.123914167;0.124511528;0.121026185;0.120574116;0.118494299;0.116195511;0.115311101;0.116505425;0.10963549;0.108708296;0.109584549;0.107151414;0.106744799;0.10323221;0.102653338;0.100758823;0.101336846;0.10044265;0.096636747;0.097134488;0.093149247;0.095076314;0.093708186;0.091212268;0.093430236;0.090581862;0.088835286;0.088212259;0.08449293;0.087366724;0.084738475;0.083144167;0.082745104;0.080626568;0.082591206;0.080671849;0.080049275;0.079405475;0.07933316;0.077861426;0.077250547
;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatReuseCharArray;;0;0.063906483;0.246396674;0.344775061;0.31715224;0.303309809;0.292081039;0.281934091;0.255760768;0.237330501;0.217913085;0.207768413;0.203019909;0.189013324;0.176217294;0.171048115;0.164928496;0.156022498;0.151028064;0.142778012;0.136858149;0.133359232;0.128466109;0.122722426;0.117656211;0.116572992;0.114916471;0.108133458;0.106653021;0.102462407;0.099047106;0.095602159;0.090540768;0.089064298;0.092964035;0.090053757;0.090043281;0.087408103;0.088183845;0.087115742;0.08524272;0.083757696;0.081896797;0.081601789;0.081618907;0.079898886;0.07860051;0.07722415;0.079172063;0.07810873;0.076683275;0.076714088;0.07559962;0.075174495;0.073470546;0.073532879;0.073307274;0.070978812;0.070153376;0.072345958;0.068300673;0.06908217;0.068364274;0.066171846;0.066999156;0.065687294;0.066577975;0.066478038;0.065494449;0.065642843;0.065526736;0.064269289;0.065641774;0.06423711;0.061743821;0.062756905;0.063017797;0.063078819;0.062425872;0.061768087;0.062934118;0.063044683;0.062601096;0.061220471;0.06171086;0.061960774;0.061391785;0.06022352;0.060131837;0.06062802;0.059187051;0.059688595;0.059226285;0.058460162;0.057338521;0.057317109;0.057109809;0.056480713;0.056856721;0.0563394
;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesString;;0;0.946704147;1.164971188;1.303862455;1.119296202;0.974418828;0.869692538;0.79199124;0.724676379;0.656900506;0.60838964;0.569860825;0.536620537;0.494593559;0.466551884;0.444976134;0.422182183;0.401084285;0.379821608;0.368720508;0.347917181;0.339234224;0.322709291;0.311600479;0.300488849;0.290579088;0.284908017;0.273557298;0.265967221;0.260089912;0.254070966;0.245758968;0.241831628;0.227481639;0.228134745;0.222092697;0.213254363;0.211321014;0.20472112;0.19876799;0.196611392;0.19537173;0.187332624;0.185984508;0.179894539;0.177560313;0.172258312;0.168441737;0.16508893;0.165635113;0.162797879;0.161037688;0.158928864;0.155439167;0.150802878;0.146752106;0.147141606;0.142045721;0.140826512;0.13850255;0.138721232;0.135356826;0.135082611;0.129542594;0.12939769;0.12830577;0.127419497;0.123014913;0.121343307;0.121696157;0.117272723;0.116167479;0.115266958;0.116234837;0.116219038;0.115234554;0.11070293;0.109008115;0.108510173;0.108560236;0.105046474;0.103937299;0.104835806;0.102585719;0.102251417;0.100575927;0.099236805;0.099272559;0.096340382;0.097398222;0.094445842;0.093887068;0.092718829;0.092955712;0.092339276;0.090844686;0.090295948;0.090080625;0.088682769;0.087916534
