project;commit;benchmark;params;f1;f2;f3;f4;f5
zipkin;;zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V1;;40;39;31;29;40
zipkin;;zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V2;;49;42;2147483647;40;38
zipkin;;zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese;;33;9;15;32;15
zipkin;;zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT;;46;42;45;42;24
zipkin;;zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V2;;45;41;44;2147483647;32
zipkin;;zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V1;;33;36;39;38;36
zipkin;;zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT;;43;2147483647;45;40;44
zipkin;;zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chinese;;21;13;21;20;15
zipkin;;zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoder;;33;37;38;44;33
zipkin;;zipkin2.elasticsearch.internal.BulkRequestBenchmarks.buildAndWriteRequest_singleSpan;;12;10;6;39;10
zipkin;;zipkin2.internal.ReadBufferBenchmarks.readLong;;16;15;20;21;20
zipkin;;zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V1;;39;40;39;38;36
zipkin;;zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32;;20;16;20;26;23
zipkin;;zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_protobufDecoder;;29;28;31;20;30
zipkin;;zipkin2.codec.JsonCodecBenchmarks.bytes_moshiDecoder;;2147483647;2147483647;2147483647;48;44
zipkin;;zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT;;35;47;34;35;33
zipkin;;zipkin2.codec.CodecBenchmarks.readChineseSpan_THRIFT;;50;39;39;33;35
zipkin;;zipkin2.codec.JsonCodecBenchmarks.bytes_jacksonDecoder;;42;42;40;41;42
zipkin;;zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_sameData;;35;29;28;35;33
zipkin;;zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3;;34;34;40;42;2147483647
zipkin;;zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_wireDecoder;;39;33;31;34;42
zipkin;;zipkin2.SpanBenchmarks.buildClientSpan_clone;;41;24;25;28;36
zipkin;;zipkin2.SpanBenchmarks.padLeft_15Chars;;36;35;36;36;33
zipkin;;zipkin2.SpanBenchmarks.padLeft_17Chars;;31;30;27;31;34
zipkin;;zipkin2.SpanBenchmarks.padLeft_1Char;;36;33;30;35;37
zipkin;;zipkin2.SpanBenchmarks.padLeft_31Chars;;17;29;37;23;25
