project;commit;benchmark;params;f1;f2;f3;f4;f5
zipkin;;zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V1;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.SpanBenchmarks.buildClientSpan_longs;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.internal.ReadBufferBenchmarks.readLong_8arity;;15;9;15;16;10
zipkin;;zipkin2.elasticsearch.internal.BulkRequestBenchmarks.buildAndWriteRequest_tenSpans;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.codec.ProtoCodecBenchmarks.bytes_protobufDecoder;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory;;2147483647;15;21;2147483647;10
zipkin;;zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.EndpointBenchmarks.parseIpv4_bytes;;2147483647;2147483647;45;39;2147483647
zipkin;;zipkin2.internal.ReadBufferBenchmarks.readLong_localArray;;11;15;9;13;11
zipkin;;zipkin2.codec.JsonCodecBenchmarks.bytebuffer_zipkinDecoder;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.internal.ReadBufferBenchmarks.readLongReverseBytes;;20;17;10;10;8
zipkin;;zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_inMemory;;5;11;13;9;12
zipkin;;zipkin2.EndpointBenchmarks.parseIpv6_literal;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese_jdk;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.EndpointBenchmarks.parseIpv6_addr;;46;2147483647;39;2147483647;2147483647
zipkin;;zipkin2.EndpointBenchmarks.parseIpv4_addr;;2147483647;2147483647;2147483647;2147483647;2147483647
zipkin;;zipkin2.codec.CodecBenchmarks.readChineseSpan_PROTO3;;2147483647;2147483647;2147483647;2147483647;2147483647
