"jsubercaze/simhashdb","fe3f01522134d28f15d0220031747152991db846","1539852182","1.1.1","1.7","1.7","fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","benchArrayList","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","true","true","","false","false","","false","false","","false","false","","40","","0","0","0","false","false","false","false","false","hashsize=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&k=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&items=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","hashsize=2&k=10&k=50&k=100&k=500&k=1000&items=100000&items=250000&items=500000&items=750000&items=1000000&items=2500000&items=5000000&items=10000000","3","3","0","","false","27ca102ef14ab95bc624919f506818a1fb9a89ee5397b6c092f8f8aebf3ab0f7"
"jsubercaze/simhashdb","fe3f01522134d28f15d0220031747152991db846","1539852182","1.1.1","1.7","1.7","fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","benchGuava","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","true","true","","false","false","","false","false","","false","false","","40","","0","0","0","false","false","false","false","false","hashsize=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&k=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&items=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","hashsize=2&k=10&k=50&k=100&k=500&k=1000&items=100000&items=250000&items=500000&items=750000&items=1000000&items=2500000&items=5000000&items=10000000","3","3","0","","false","be83f92d682b35c283ec30a5d79765d9f74254fe0ab68b6363f2c6269fcac6a1"
