"pdemanget/examples","","","1.12","1.8","1.8","stackoverflow.StreamVsVanilla","vanilla","1","1","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","2","2","","100000000","100000000","","BOTH_SET","BOTH_SET","BOTH_UNSET","0","0","","1","1","","false","false","","true","true","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.util.List<java.lang.Double>","false","8ed925bf516c346cd490c9858435469df45fea8dd589b3d4008d03fbaf7a725d"
"pdemanget/examples","","","1.12","1.8","1.8","stackoverflow.StreamVsVanilla","stream","1","1","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","2","2","2","100000000","100000000","100000000","BOTH_SET","BOTH_SET","BOTH_SET","0","0","","1","1","","false","false","","true","true","","false","false","","false","false","","1","","0","0","0","false","false","false","false","false","","","0","0","0","java.util.List<java.lang.Double>","false","2e7257917f77501b5d657ac9d990a3fdfdebe98cd8008b5d71c1a115ca56e88b"
