"project","className","benchmarkName","sameConfig","warmupIterationsPre","warmupIterationsPost","warmupTimePre","warmupTimePost","measurementIterationsPre","measurementIterationsPost","measurementTimePre","measurementTimePost","forksPre","forksPost"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","base","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","randomUUID","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","timeBasedUUID","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jIsDebugEnabled","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jIsDebugEnabled","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jClassicIsDebugEnabled","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jDebugStringConcatenation","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jDebugStringConcatenation","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jClassicDebugStringConcatenation","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jDebugParameterizedString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jDebugParameterizedString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputH2Message","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputH2Exception","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeH2Message","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeH2Exception","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputHSQLDBMessage","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputHSQLDBException","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeHSQLDBMessage","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeHSQLDBException","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ConfiguratorInitializeBenchmark","initializeLoggerContext","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test01_getCallerClassNameFromStackTrace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test02_getCallerClassNameFromThreadStackTrace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test03_getCallerClassNameReflectively","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test05_getStackTraceClassForClassName","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test06_getThreadStackTraceClassForClassName","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test07_getReflectiveCallerClassUtility","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test09_getMessageUsingNew","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test10_getMessageUsingReflection","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","throughputBaseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","throughputParameterizedString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","throughputParameterizedDouble","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","throughputStringFormatString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","throughputStringFormatDouble","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","latencyBaseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","latencyParameterizedString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","latencyParameterizedDouble","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","latencyStringFormatString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark","latencyStringFormatDouble","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test11_getClassContextViaCallerClass","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark","test12_getClassContextViaSecurityManager","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.NanotimeBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.NanotimeBenchmark","latency_nanotime","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.NanotimeBenchmark","granularity_nanotime","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","synchronizedSimpleDateFmt","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","threadLocalSimpleDateFmt","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","cachedThrdLocalSimpleDateFmt","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","cachedThrdLocalCustomFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","fastDateFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","fixedDateFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","atomicFastFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","atomicFixedFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark","logback","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutComparisonBenchmark","log4j2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.VarargsBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.VarargsBenchmark","varargParams","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.VarargsBenchmark","individualParams","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","simpleDateFormat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fastDateFormatCreateNewStringBuilder","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fastDateFormatReuseStringBuilder","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fixedBitFiddlingReuseCharArray","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fixedDateFormatCreateNewCharArray","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fixedDateFormatReuseCharArray","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark","fixedFormatReuseStringBuilder","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","testBaseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersAndLock","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersNoLocks","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithoutCountersOrLocks","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersRetryAfterReconfig","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","testBaseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterMap1Element","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterArraySet1Element","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterArrayList1Element","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterMap3Elements","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterArraySet3Element","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.CollectionsBenchmark","iterArrayList3Element","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","newInstance","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","threadLocal","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","objectPool","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringNewInstance","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringThreadLocal","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringObjectPool","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","defaultStringGetBytes","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1StringGetBytesString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1StringGetBytesCharSet","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","usAsciiStringGetBytesString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","usAsciiStringGetBytesCharSet","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","defaultStringGetBytesString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","defaultStringGetBytesCharSet","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","shiftJisStringGetBytesString","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","shiftJisStringGetBytesCharSet","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","shiftJisEncoder","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1Encoder","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1CustomCastToByte","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1CustomVerifyAndCast","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1CustomPortedJDK8","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark","iso8859_1CustomPortedJDK8CopyArray","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark","newInstance","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark","threadLocal","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark","concurrentHashMap","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugMessageDisabledThroughput","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugDisabledMessageResponseTime","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","stringGetBytes","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayM","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArraySpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMC","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMDEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMCDEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayC","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMDNoSpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMCNoSpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableM","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableSpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMC","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMDEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMCDEx","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableC","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMDNoSpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","serializableMCNoSpace","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format0","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","formatStringArgs","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format0_inlined2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark","classicGetFormattedMsg","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark","refactoredGetFormattedMsg","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark","refactoredFormatTo","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","stringGetBytes","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","textEncoderEncode","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","byteArrayMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","serializableMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","toStringMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","encodeMCD","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughputSimple","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput3Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput5Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput7Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput9Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency3ParamsV3","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency5ParamsV3","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency7ParamsV3","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency9ParamsV3","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency3ParamsV2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency5ParamsV2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency7ParamsV2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency9ParamsV2","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency3Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency5Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency7Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.message.ParameterFormatterBenchmark","latency9Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark","log4j2Gelf","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark","log4j2RAF","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark","log4j2File","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark","logbackFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark","log4j1File","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark","julFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param1Log4j1Concat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param3Log4j1Concat","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param1Log4j2RAF","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param3Log4j2RAF","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param1Log4j2File","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param3Log4j2File","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param1LogbackFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param3LogbackFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param1JulFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark","param3JulFile","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1LocationBenchmark","throughputSimple","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark","throughputSimple","true","10","10","","","20","20","","","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","baseline","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","log4jThreadContextFilter","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","slf4jMDCFilter","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput1Param","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput2Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput4Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput6Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput8Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput10Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark","throughput11Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughputSimple","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput1Param","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput2Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput3Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput4Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput5Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput6Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput7Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput8Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput9Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput10Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark","throughput11Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark","throughputSimple","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark","throughput1Param","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark","throughput2Params","true","","","","","","","","","",""
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark","throughput3Params","true","","","","","","","","","",""
