"project","className","benchmarkName","warmupIterations","warmupIterationsDefault","warmupTime","warmupTimeDefault","measurementIterations","measurementIterationsDefault","measurementTime","measurementTimeDefault","forks","forksDefault","warmupForks","warmupForksDefault","modeIsThroughput","modeIsAverageTime","modeIsSampleTime","modeIsSingleShotTime","modeDefault","stars","projectForks","watchers","numberOfCommits","numberOfContributors","numberOfBenchmarks","nothingSet","parameterizationCombinations"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark","testWithGMP","","1","","1","","1","","1","","1","","1","1","0","0","0","0","60","24","18","183","8","3","0","1"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark","testWithGMPConstantTime","","1","","1","","1","","1","","1","","1","1","0","0","0","0","60","24","18","183","8","3","0","1"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark","testWithoutGMP","","1","","1","","1","","1","","1","","1","1","0","0","0","0","60","24","18","183","8","3","0","1"
"apache/incubator-rya","org.apache.rya.benchmark.query.QueryBenchmark","queryRya","","1","","1","","1","","1","","1","","1","0","0","0","1","0","67","61","19","450","24","3","0","4"
"apache/incubator-rya","org.apache.rya.benchmark.query.PCJOptimizerBenchmark","optimizeQuery_unchained","","1","","1","","1","","1","","1","","1","","","","","1","67","61","19","450","24","3","1","210"
"apache/incubator-rya","org.apache.rya.benchmark.query.PCJOptimizerBenchmark","optimizeQuery_chained","","1","","1","","1","","1","","1","","1","","","","","1","67","61","19","450","24","3","1","210"
"apache/kafka","org.apache.kafka.jmh.producer.ProducerRecordBenchmark","constructorBenchmark","5","0","","1","15","0","","1","1","0","","1","0","1","0","0","0","13291","7077","1024","6511","341","6","0","1"
"apache/kafka","org.apache.kafka.jmh.cache.LRUCacheBenchmark","testCachePerformance","","1","","1","","1","","1","","1","","1","","","","","1","13291","7077","1024","6511","341","6","1","1"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark","measureIteratorForBatchWithSingleMessage","5","0","","1","15","0","","1","1","0","","1","","","","","1","13291","7077","1024","6511","341","6","0","320"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark","measureStreamingIteratorForVariableBatchSize","5","0","","1","15","0","","1","1","0","","1","","","","","1","13291","7077","1024","6511","341","6","0","320"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark","measureSkipIteratorForVariableBatchSize","5","0","","1","15","0","","1","1","0","","1","","","","","1","13291","7077","1024","6511","341","6","0","320"
"apache/kafka","org.apache.kafka.jmh.common.TopicBenchmark","testValidate","5","0","","1","15","0","","1","1","0","","1","0","1","0","0","0","13291","7077","1024","6511","341","6","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","baseline","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","systemCurrentTimeMillis","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","systemClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","cachedClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","oldCachedClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","coarseCachedClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","fixedClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark","fixedFinalClock","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringBuilderEscapeBenchmark","escapeJsonLargeString","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringBuilderEscapeBenchmark","escapeXmlLargeString","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1LocationBenchmark","throughputSimple","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format0","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","formatStringArgs","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark","format0_inlined2","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","baseline","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","synchronizedSimpleDateFmt","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","threadLocalSimpleDateFmt","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","cachedThrdLocalSimpleDateFmt","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","cachedThrdLocalCustomFormat","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","fastDateFormat","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","fixedDateFormat","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","atomicFastFormat","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark","atomicFixedFormat","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","newInstance","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","threadLocal","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","objectPool","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringNewInstance","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringThreadLocal","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark","_stringObjectPool","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testThroughputH2Message","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testThroughputH2Exception","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testResponseTimeH2Message","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testResponseTimeH2Exception","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testThroughputHSQLDBMessage","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testThroughputHSQLDBException","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testResponseTimeHSQLDBMessage","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark","testResponseTimeHSQLDBException","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","testBaseline","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createLogEventWithoutException","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createLogEventWithoutExceptionUsingBuilder","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createLogEventWithExceptionUsingBuilder","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","getSourceLocationOfLogEvent","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createSerializableLogEventProxyWithoutException","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createSerializableLogEventProxyWithoutExceptionWithLocation","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark","createSerializableLogEventProxyWithException","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","stringGetBytes","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","textEncoderEncode","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","byteArrayMCD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","serializableMCD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","toStringMCD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark","encodeMCD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testBaselineThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testIsDebugEnabledThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testIsEnabledLevelThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugDisabledThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugMessageDisabledThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testBaselineResponseTime","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testIsDebugEnabledResponseTime","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testIsEnabledLevelResponseTime","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugDisabledResponseTime","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark","testDebugDisabledMessageResponseTime","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark","log4j2RAF","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark","log4j2File","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark","log4j2FluentFile","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark","logbackFile","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FileAppenderWithLocationBenchmark","log4j1File","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putAllArrayContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putAllHashContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putAllMap","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","cloneArrayContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","cloneHashContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","cloneMap","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","iterateArrayContextDataTriConsumer","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","iterateHashContextDataTriConsumer","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","iterateArrayContextDataBiConsumer","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","iterateHashContextDataBiConsumer","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","iterateMap","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","getValueArrayContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","getValueHashContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","getValueMap","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putArrayContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putHashContextData","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark","putMap","5","0","1000000000","0","5","0","1000000000","0","1","0","","1","0","1","0","0","0","783","482","76","10695","67","355","0","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","base","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","randomUUID","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark","timeBasedUUID","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark","throughputSimple","10","0","","1","20","0","","1","1","0","","1","1","0","0","0","0","783","482","76","10695","67","355","0","4"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","baseline","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jIsDebugEnabled","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jIsDebugEnabled","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jClassicIsDebugEnabled","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jDebugStringConcatenation","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jDebugStringConcatenation","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jClassicDebugStringConcatenation","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","log4jDebugParameterizedString","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark","slf4jDebugParameterizedString","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","baseline","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","log4jThreadContextFilter","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark","slf4jMDCFilter","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","2"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputH2Message","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputH2Exception","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeH2Message","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeH2Exception","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputHSQLDBMessage","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testThroughputHSQLDBException","","1","","1","","1","","1","","1","","1","1","0","0","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeHSQLDBMessage","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark","testResponseTimeHSQLDBException","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","testBaseline","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersAndLock","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersNoLocks","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithoutCountersOrLocks","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark","logWithCountersRetryAfterReconfig","","1","","1","","1","","1","","1","","1","","","","","1","783","482","76","10695","67","355","1","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","stringGetBytes","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayM","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArraySpace","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMC","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMCD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMD","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMDEx","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMEx","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayMCDEx","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark","byteArrayC","","1","","1","","1","","1","","1","","1","0","0","1","0","0","783","482","76","10695","67","355","0","1"
