"project","className","jmhVersion","benchmarkName","executionTimePercentage","warmupTimePercentage","measurementTimePercentage","measurementWarmupRatio","stars","forks","watchers","numberOfCommits","numberOfContributors","numberOfBenchmarks"
"jasobrown/barker","jmh.barker.NettyWriteByte","1.21","writeInt","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.NettyWriteByte","1.21","writeArray","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CipherBench","1.21","cipherGetInstance","0.03","0.02","0.04","2.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CipherBench","1.21","cipherThreadLocal","0.03","0.02","0.04","2.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.SystemNanoTime","1.21","standardLoop","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","lowIndex_LinearScan","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","lowIndex_BinarySearch","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","midIndex_LinearScan","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","midIndex_BinarySearch","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","highIndex_LinearScan","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.BinarySearchVsLinearScan","1.21","highIndex_BinarySearch","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CipherReinitBench","1.21","reuseIV","0.09","0.02","0.16","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CipherReinitBench","1.21","newInstance","0.09","0.02","0.16","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MapLookup","1.21","fromMap","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MapLookup","1.21","fromSwitchFirstCase","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MapLookup","1.21","fromSwitchDefault","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MapLookup","1.21","fromOr","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.GenerateRandomBench","1.21","oneRandomCall","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.GenerateRandomBench","1.21","looping","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.LinkedBlockingQueueBench","1.21","readOneByOne","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.LinkedBlockingQueueBench","1.21","drainTo","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.LinkedBlockingQueueBench","1.21","clq","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","lowIndex_List","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","lowIndex_Map","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","midIndex_List","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","midIndex_Map","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","highIndex_List","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ListVersusMap","1.21","highIndex_Map","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.LazySet","1.21","viaCtor","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.LazySet","1.21","viaLazySet","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferRead","1.21","arrayRead","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferRead","1.21","byteBufferHeapRead","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferRead","1.21","byteBufferOffHeapRead","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferRead","1.21","byteBufHeapRead","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferRead","1.21","byteBufDirectRead","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.InstanceOfBench","1.21","enumCheck_ViaMethodCall","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.InstanceOfBench","1.21","enumCheck_ViaMemberDerefernce","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.InstanceOfBench","1.21","instanceCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_WithinRange_LogicalAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_WithinRange_ShortCircuitAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_AboveRange_LogicalAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_AboveRange_ShortCircuitAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_BelowRange_LogicalAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ShortCircuitOperator","1.21","simpleCompare_BelowRange_ShortCircuitAnd","0.544","0.064","1.024","16.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.AtomicIntegerBench","1.21","atomicInteger","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.AtomicIntegerBench","1.21","atomicIntegerFieldUpdater","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.stream.StreamingLove","1.21","readBuf_AcrossBuffers_CIS","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.stream.StreamingLove","1.21","readBuf_AcrossBuffers_ABAIS","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ChecksumBench","1.21","reuseBuffer","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ChecksumBench","1.21","randomBuffer","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.OptionalVsNull","1.21","nullCheck","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.OptionalVsNull","1.21","emptyCheck","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.InstanceOfVersusClassBench","1.21","instanceOfCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.InstanceOfVersusClassBench","1.21","getClassCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CWestinForLoop","1.21","standardLoop","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CWestinForLoop","1.21","westinLoop","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CWestinForLoop","1.21","standardArrayLoop","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.CWestinForLoop","1.21","westinArrayLoop","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MultipleInstanceOfChecks","1.21","firstCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MultipleInstanceOfChecks","1.21","secondCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.MultipleInstanceOfChecks","1.21","thridCheck","0.072","0.016","0.128","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ArrayRemove","1.21","arrayRemove","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ArrayRemove","1.21","arrayCopy","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ArrayRemove","1.21","arrayListRemove","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ArrayRemove","1.21","arrayListCopy","0.288","0.064","0.512","8.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.SecureRandomBench","1.21","newPlainIV","0.04","0.016","0.064","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.SecureRandomBench","1.21","newSecureIV","0.04","0.016","0.064","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferInsert","1.21","byteByByte","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ByteBufferInsert","1.21","byLong","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ReflectedMethodCalls","1.21","fromMap","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"jasobrown/barker","jmh.barker.ReflectedMethodCalls","1.21","viaReflection","0.16","0.064","0.256","4.0","0","0","1","26","1","94"
"java8/Java8InAction","lambdasinaction.chap7.ParallelStreamBenchmark","1.17.4","iterativeSum","0.025","0.03","0.02","0.6666666666666666","2236","1564","267","61","7","5"
"java8/Java8InAction","lambdasinaction.chap7.ParallelStreamBenchmark","1.17.4","sequentialSum","0.025","0.03","0.02","0.6666666666666666","2236","1564","267","61","7","5"
"java8/Java8InAction","lambdasinaction.chap7.ParallelStreamBenchmark","1.17.4","parallelSum","0.025","0.03","0.02","0.6666666666666666","2236","1564","267","61","7","5"
"java8/Java8InAction","lambdasinaction.chap7.ParallelStreamBenchmark","1.17.4","rangedSum","0.025","0.03","0.02","0.6666666666666666","2236","1564","267","61","7","5"
"java8/Java8InAction","lambdasinaction.chap7.ParallelStreamBenchmark","1.17.4","parallelRangedSum","0.025","0.03","0.02","0.6666666666666666","2236","1564","267","61","7","5"
"jayware/entity-essentials","org.jayware.e2.entity.impl.Benchmark_CreateEntity","1.17","benchmark","0.0825","0.015","0.15","10.0","3","1","2","289","2","4"
"jayware/entity-essentials","org.jayware.e2.entity.impl.Benchmark_DeleteEntity","1.17","benchmark","0.0825","0.015","0.15","10.0","3","1","2","289","2","4"
"jayware/entity-essentials","org.jayware.e2.component.impl.Benchmark_ComponentPushPull","1.17","pushTo","0.0825","0.015","0.15","10.0","3","1","2","289","2","4"
"jayware/entity-essentials","org.jayware.e2.component.impl.Benchmark_ComponentPushPull","1.17","pullFrom","0.0825","0.015","0.15","10.0","3","1","2","289","2","4"
"JCTools/JCTools","org.jctools.jmh.latency.QueueBurstCost","1.21","burstCost","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.MpqBurstCost","1.21","burstCost","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups","1.21","ping","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups","1.21","loop","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups","1.21","ping","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups","1.21","loop","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost","1.21","burstCost","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.baseline.QueueOfferPoll","1.21","offerAndPollLoops","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.baseline.SingleThreadedOffer","1.21","offerLoop","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.baseline.SingleThreadedPoll","1.21","poll","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.baseline.ConcQOfferPoll","1.21","offerAndPoll","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone","1.21","offer","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone","1.21","poll","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","offerNoR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","pollNoR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","offerBothR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","pollBothR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","offerPR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","pollPR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","offerCR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqThroughputBackoffNone","1.21","pollCR","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.QueueThroughputBackoffNone","1.21","offer","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.QueueThroughputBackoffNone","1.21","poll","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone","1.21","offer","0.3","0.3","0.3","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone","1.21","poll","0.3","0.3","0.3","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.SpscChannelThroughputTest","1.21","writeBusy","0.04","0.04","0.04","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.SpscChannelThroughputTest","1.21","readBusy","0.04","0.04","0.04","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.SpscChannelThroughputTest","1.21","write","0.04","0.04","0.04","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.channels.SpscChannelThroughputTest","1.21","read","0.04","0.04","0.04","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone","1.21","fill","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone","1.21","drain","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.SetOps","1.21","add","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.SetOps","1.21","remove","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.SetOps","1.21","contains","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.SetOps","1.21","sum","0.08","0.06","0.1","1.6666666666666667","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.ConcurrentSetThroughput","1.21","randomContainsAddRemove","0.1","0.1","0.1","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.collections.ConcurrentSetThroughput","1.21","randomGet","0.1","0.1","0.1","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.counters.CountersBenchmark","1.21","inc","0.8","0.8","0.8","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.jmh.counters.CountersBenchmark","1.21","get","0.8","0.8","0.8","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.maps.nbhm_test.jmh.ConcurrentMapThroughput","1.21","randomGetPutRemove","0.08","0.04","0.12","3.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneObjectArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneObjectArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneObjectArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneReferenceArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneReferenceArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","oneReferenceArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","onePrimitiveArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","onePrimitiveArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","onePrimitiveArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","noArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","noArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","noArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","tenMixedArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","tenMixedArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","tenMixedArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.SpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.QueueThroughputBaseline","1.21","offer","0.1","0.1","0.1","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.spsc.QueueThroughputBaseline","1.21","poll","0.1","0.1","0.1","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneObjectArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneObjectArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneObjectArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneReferenceArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneReferenceArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","oneReferenceArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","twoMixedLengthPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","onePrimitiveArgBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","onePrimitiveArgCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","onePrimitiveArgProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","noArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","noArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","noArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","tenMixedArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","tenMixedArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","tenMixedArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","alignedPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsBaseline","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsCaller","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JCTools/JCTools","org.jctools.channels.mpsc.MpscProxyChannelBenchmark","1.21","unalignedPrimitiveArgsProcessor","0.2","0.2","0.2","1.0","2012","296","188","829","29","92"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","getSalsa20Provider","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","getChaChaProvider","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","initSalsa20Cipher","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","initChaChaCipher","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","salsa20Crypt","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.crypto.JMHStreamCipherBenchmarks","1.19","chaChaCrypt","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.util.JMHStringBindingTest","1.19","byteArray2string","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
"JetBrains/xodus","jetbrains.exodus.benchmark.util.JMHStringBindingTest","1.19","byteArray2byteArray","0.05","0.04","0.06","1.5","633","67","78","2238","21","70"
