"project","className","jmhVersion","benchmarkName","executionTimePercentage","warmupTimePercentage","measurementTimePercentage","measurementWarmupRatio","stars","forks","watchers","numberOfCommits","numberOfContributors","numberOfBenchmarks"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","iterableRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","concatMapJustRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","concatMapRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","concatMapXRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flatMapJustRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flatMapRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flatMapXRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flattenJustRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flattenRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.StreamingPerf","1.21","flattenXRangeRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","firstRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","lastRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","firstRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","lastRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","firstRx2Single","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","emptyRx2Completable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","firstRx2Maybe","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","emptyRx2Maybe","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","emptyRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.BlockingPerf","1.21","emptyRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","neverRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","emptyRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","justRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","neverRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","emptyRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","justRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","neverRx2Single","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","emptyRx2Single","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","justRx2Single","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","neverRx2Completable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","emptyRx2Completable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","justRx2Completable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","neverRx2Maybe","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","emptyRx2Maybe","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubscribePerf","1.21","justRx2Maybe","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.AsyncPerf","1.21","asyncRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.AsyncPerf","1.21","pipelineRx2Observable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.AsyncPerf","1.21","asyncRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.AsyncPerf","1.21","pipelineRx2Flowable","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2AsyncSubject","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2PublishSubject","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2BehaviorSubject","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2ReplaySubject","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2UnicastSubject","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2AsyncProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2PublishProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2BehaviorProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2ReplayProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.rx2.SubjectPerf","1.21","rangeRx2UnicastProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","rangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","arrayReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","iterableReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","concatMapJustReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","concatMapRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","concatMapXRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flatMapJustReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flatMapRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flatMapXRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flattenJustReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flattenRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.StreamingPerf","1.21","flattenXRangeReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.BlockingPerf","1.21","firstReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.BlockingPerf","1.21","lastReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.BlockingPerf","1.21","firstReactorMono","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.BlockingPerf","1.21","emptyReactorMono","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.BlockingPerf","1.21","emptyReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","neverReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","emptyReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","justReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","neverReactorMono","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","emptyReactorMono","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubscribePerf","1.21","justReactorMono","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.AsyncPerf","1.21","asyncReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.AsyncPerf","1.21","pipelineReactorFlux","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubjectPerf","1.21","rangeReactorDirectProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubjectPerf","1.21","rangeReactorReplayProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.comparison.reactor.SubjectPerf","1.21","rangeReactorUnicastProcessor","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.nio.NIONetworkNotification","1.21","send","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.nio.BufferPerf","1.21","indexLoop","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.nio.BufferPerf","1.21","consumeLoop","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.ItemManagerPerf","1.21","offerRemoveV1","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.ItemManagerPerf","1.21","offerRemoveV2","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.ItemManagerPerf","1.21","offerRemoveV3","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/akarnokd-misc","hu.akarnokd.reactive.ipc.SocketNetworkNotification","1.21","send","0.11","0.2","0.02","0.1","37","10","6","235","2","368"
"akarnokd/ixjava","ix.FlattenIterablePerf","1.17.4","xrangeLast","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.FlattenIterablePerf","1.17.4","xrangeEach","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.FlattenIterablePerf","1.17.4","flatMapJust","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.IxPerf","1.17.4","just","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.FlattenIterableArrayPerf","1.17.4","xrangeLast","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.FlattenIterableArrayPerf","1.17.4","xrangeEach","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.FlattenIterableArrayPerf","1.17.4","flatMapJust","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.ReducePerf","1.17.4","sumLast","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.ReducePerf","1.17.4","sumFirst","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.RangePerf","1.17.4","rangeLast","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/ixjava","ix.RangePerf","1.17.4","rangeEach","0.025","0.025","0.025","1.0","206","8","15","92","3","11"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.ExamplePerf","1.10.3","referenceStore","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.ExamplePerf","1.10.3","valueStore","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.res.ExamplePerf","1.10.3","addRemove","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.res.ExamplePerf","1.10.3","addAllRemoveAll","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.CountPerf","1.10.3","count","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.CountPerf","1.10.3","rxCount","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.CountPerf","1.10.3","rxCountLong","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FlatMapPerf","1.10.3","flatMap","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FlatMapPerf","1.10.3","flatMap2","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FlatMapPerf","1.10.3","rxFlatMap","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FlatMapPerf","1.10.3","rxFlatMap2","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.TakeLastPerf","1.10.3","lastN","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.TakeLastPerf","1.10.3","last1","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.TakeLastPerf","1.10.3","lastN1","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.TakeLastPerf","1.10.3","rxlastN","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.TakeLastPerf","1.10.3","rxlast1","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FilterPerf","1.10.3","filter","0.05","0.025","0.075","3.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FilterPerf","1.10.3","filter3","0.05","0.025","0.075","3.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FilterPerf","1.10.3","filterNoFuse","0.05","0.025","0.075","3.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FilterPerf","1.10.3","rxFilter3","0.05","0.025","0.075","3.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.FilterPerf","1.10.3","rxFilter","0.05","0.025","0.075","3.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ObserveOnFlightPerf","1.10.3","observeOn","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ConcatMapPerf","1.10.3","concatMap","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ConcatMapPerf","1.10.3","rxConcatMap","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ScalarJustPerf","1.10.3","just","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ScalarJustPerf","1.10.3","justFlatMapJust","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ScalarJustPerf","1.10.3","justNow","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ScalarJustPerf","1.10.3","justFlatMapJustNow","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.RangePerf","1.10.3","range","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.RangePerf","1.10.3","rangeRaw","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.RangePerf","1.10.3","rangeFilter","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.RangePerf","1.10.3","rangeNoFuseFilter","0.025","0.025","0.025","1.0","1","0","1","28","1","33"
"akarnokd/reactive-streams-impl","com.github.akarnokd.rs.impl.ops.ObserveOnPerf","1.10.3","observeOn","0.075","0.025","0.125","5.0","1","0","1","28","1","33"
"akarnokd/ReactiveChannel","hu.akarnokd.reactivechannel.ExamplePerf","1.11.1","referenceStore","0.075","0.025","0.125","5.0","2","0","1","7","1","2"
"akarnokd/ReactiveChannel","hu.akarnokd.reactivechannel.ExamplePerf","1.11.1","valueStore","0.075","0.025","0.125","5.0","2","0","1","7","1","2"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","standardSync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","standardAsync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","observeOnSync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","observeOnAsync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","syncSync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","syncAsync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","asyncSync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","asyncAsync","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","syncSyncB","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","syncAsyncB","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","asyncSyncB","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"akarnokd/RxJava2Extensions","hu.akarnokd.rxjava3.FlatMapExPerf","1.16","asyncAsyncB","0.025","0.025","0.025","1.0","565","33","25","500","10","12"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","f","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","write1","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","read1","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","write2","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","read2","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","write3","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","read3","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","write4","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmarks","1.11","read4","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","f","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","write1","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","read1","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","write2","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","read2","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","write3","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","read3","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","write4","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmarks","1.11","read4","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmark","1.11","f","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmark","1.11","write","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.SynchronousStackBenchmark","1.11","read","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmark","1.11","f","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmark","1.11","write","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
"Alex-Diez/Java-TDD-Katas","org.stack.LockFreeStackBenchmark","1.11","read","0.05","0.05","0.05","1.0","0","0","0","297","1","27"
