project;commit;benchmark;params;f1;f2;f3;f4;f5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.arrayList_set;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.arrayList_contains;;5;5;5;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160;;47;59;62;57;46
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;30;70;74;35;34
jenetics;;io.jenetics.util.SeqPerf.mseq_get;;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.arrayList_forLoop;;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.mseq_copy;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20;;37;28;30;46;42
jenetics;;io.jenetics.util.SeqPerf.array_copy;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.array_get;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort160;;43;39;44;38;47
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20;;72;2147483647;42;37;35
jenetics;;io.jenetics.util.SeqPerf.mseq_set;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250;;65;40;41;53;42
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort250;;53;64;45;36;30
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort320;;60;64;55;60;52
jenetics;;io.jenetics.util.SeqPerf.arrayList_forEachLoop;;5;5;11;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40;;40;21;37;30;24
jenetics;;io.jenetics.util.SeqPerf.array_forLoop;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.array_set;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.ThreadIDPerf.getThreadId;;15;11;16;20;18
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf15;;21;26;25;22;49
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort250;;25;20;26;21;21
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort320;;23;21;22;29;30
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf10;;14;44;13;37;2147483647
jenetics;;io.jenetics.util.SeqPerf.mseq_forEachLoop;;5;5;5;18;5
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort80;;40;31;5;31;20
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15;;37;39;40;28;36
jenetics;;io.jenetics.util.ThreadIDPerf.getThread;;23;84;68;68;19
jenetics;;io.jenetics.util.SeqPerf.arrayList_get;;5;5;5;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf250;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.mseq_forLoop;;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.arrayList_copy;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf80;;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort160;;69;63;77;65;52
jenetics;;io.jenetics.util.SeqPerf.mseq_contains;;5;9;5;5;7
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort80;;2147483647;70;2147483647;2147483647;93
