project;commit;benchmark;params;f1;f2;f3;f4;f5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;98;66;70;40;37
jenetics;;io.jenetics.util.SeqPerf.arrayList_set;;6;6;6;6;6
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;51;46;50;43;45
jenetics;;io.jenetics.util.SeqPerf.arrayList_contains;;9;33;11;39;32
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160;;23;40;29;46;48
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;17;25;30;34;16
jenetics;;io.jenetics.util.SeqPerf.mseq_get;;6;6;6;6;6
jenetics;;io.jenetics.util.SeqPerf.arrayList_forLoop;;6;6;6;6;6
jenetics;;io.jenetics.util.SeqPerf.mseq_copy;;17;12;19;14;12
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20;;21;88;45;32;37
jenetics;;io.jenetics.util.SeqPerf.array_copy;;10;9;12;15;10
jenetics;;io.jenetics.util.SeqPerf.array_get;;6;6;6;6;6
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort160;;23;25;34;20;60
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20;;25;26;28;27;42
jenetics;;io.jenetics.util.SeqPerf.mseq_set;;6;6;6;6;6
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250;;28;30;32;41;20
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort250;;21;51;28;29;22
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort320;;24;29;27;36;47
jenetics;;io.jenetics.util.SeqPerf.arrayList_forEachLoop;;6;6;6;6;6
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40;;49;77;28;36;20
jenetics;;io.jenetics.util.SeqPerf.array_forLoop;;6;6;6;6;6
jenetics;;io.jenetics.util.SeqPerf.array_set;;6;6;6;6;6
jenetics;;io.jenetics.util.ThreadIDPerf.getThreadId;;12;21;13;15;31
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf15;;16;26;34;17;26
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort250;;15;42;36;42;26
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort320;;13;25;20;28;23
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80;;46;58;85;16;40
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf10;;13;19;30;29;19
jenetics;;io.jenetics.util.SeqPerf.mseq_forEachLoop;;6;6;6;6;6
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort80;;30;30;53;33;38
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15;;30;23;27;24;46
jenetics;;io.jenetics.util.ThreadIDPerf.getThread;;16;15;13;21;15
jenetics;;io.jenetics.util.SeqPerf.arrayList_get;;6;6;6;6;6
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf250;;28;25;29;42;31
jenetics;;io.jenetics.util.SeqPerf.mseq_forLoop;;6;6;6;6;6
jenetics;;io.jenetics.util.SeqPerf.arrayList_copy;;15;13;12;6;10
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf80;;29;37;2147483647;39;37
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort160;;31;47;35;33;35
jenetics;;io.jenetics.util.SeqPerf.mseq_contains;;14;6;7;13;21
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort80;;14;26;61;29;28
