project;commit;benchmark;params;threshold;f2;f3;f4;f5;reachedForks;reachedF1;reachedF2;reachedF3;reachedF4;reachedF5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;0.01;0.0016388559138394293;0.026830731555398737;0.01638698759308091;7.457561238141674E-5;2;17;19;16;19;23
jenetics;;io.jenetics.util.SeqPerf.arrayList_set;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;0.01;0.032151503306089485;0.010243069534311533;0.00452644890014578;0.0056932852416614055;4;18;15;21;11;17
jenetics;;io.jenetics.util.SeqPerf.arrayList_contains;;0.01;0.006569277413066637;0.006297623062323916;0.002046293267671296;0.001455088681581597;2;13;12;8;7;13
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160;;0.01;0.012677680204707095;0.0014211834917941535;0.02317620214381004;0.0034604340266735506;3;14;19;15;17;13
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;0.01;0.025555284296164334;0.02310054436803083;0.006612428518275593;4.200496747622795E-4;4;23;23;18;21;24
jenetics;;io.jenetics.util.SeqPerf.mseq_get;;0.01;0.0;0.0;0.0;0.028272962062636194;2;5;9;5;16;6
jenetics;;io.jenetics.util.SeqPerf.arrayList_forLoop;;0.01;0.0;0.15640585842719662;0.005475361362181241;0.015804568437880306;2;12;13;17;5;5
jenetics;;io.jenetics.util.SeqPerf.mseq_copy;;0.01;0.0;0.0;0.0;0.0;2;7;9;7;9;7
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20;;0.01;0.007618583094901599;0.03351383587265344;0.0065131448494492455;0.004266605693182379;2;24;24;20;19;23
jenetics;;io.jenetics.util.SeqPerf.array_copy;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.array_get;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort160;;0.01;0.004823220669559189;3.442002529543617E-4;0.016626845193060694;0.0019452215114974664;2;18;13;16;17;22
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20;;0.01;0.0010294500241187846;0.002603723362753642;6.953455444880935E-4;8.200664978210911E-4;2;22;23;22;27;19
jenetics;;io.jenetics.util.SeqPerf.mseq_set;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250;;0.01;0.00462446449190812;0.001979114933455789;8.922344063038226E-4;5.005720587806239E-4;2;12;19;25;15;10
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort250;;0.01;0.004121354925505284;0.010890828267450338;0.005655499538967129;2.3029512865327395E-5;2;19;12;22;17;22
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort320;;0.01;0.009038489884515506;0.006828115935527471;0.004324644628249011;0.006159763545121516;2;19;16;15;18;20
jenetics;;io.jenetics.util.SeqPerf.arrayList_forEachLoop;;0.01;0.01210570882438343;0.06526890696537001;0.019674118152888942;0.013839594191140253;2147483647;9;8;14;5;8
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40;;0.01;0.002489397961893479;0.008903392586807293;0.004298332645094577;0.0014283298996663057;2;20;19;13;19;22
jenetics;;io.jenetics.util.SeqPerf.array_forLoop;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.array_set;;0.01;0.0;0.0;0.0;0.0;2;5;5;5;5;5
jenetics;;io.jenetics.util.ThreadIDPerf.getThreadId;;0.01;0.07281288377663435;0.006331495530580322;0.0013616726041046079;0.008549127711657514;3;15;28;28;25;21
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf15;;0.01;0.03952963801740082;0.015747132134652897;0.00984163997873981;0.006014617449504933;4;27;28;23;21;21
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort250;;0.01;0.0029808002039409566;0.021869758917153145;0.005822187975335492;0.00445269513041565;2;20;14;17;19;19
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort320;;0.01;5.121478165374324E-4;0.0015965361038966439;0.01837776023827635;0.0031706089754578518;2;17;18;14;15;17
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80;;0.01;0.0032755118952766393;0.002651052725329478;0.005440284522359298;0.004406414243241702;2;19;19;19;23;22
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf10;;0.01;0.02988884524825435;0.00845950456033761;0.0032355693169738645;0.0974912759697226;3;21;20;19;18;18
jenetics;;io.jenetics.util.SeqPerf.mseq_forEachLoop;;0.01;0.03138980316398679;0.01601558117642954;0.0028903227962627093;0.010861193108196388;4;7;10;5;10;5
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort80;;0.01;0.0025449808970165466;0.08119808724011422;0.015483490370512998;0.012640414714313472;2;15;19;8;16;13
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15;;0.01;0.003000480789960798;0.004643593175185767;0.003402393514658552;0.0019253726878902186;2;25;24;27;20;22
jenetics;;io.jenetics.util.ThreadIDPerf.getThread;;0.01;0.001817174424080352;0.001044456137080485;0.001278682646295562;0.0021091959520042128;2;18;25;25;35;21
jenetics;;io.jenetics.util.SeqPerf.arrayList_get;;0.01;0.0;0.0;0.0;0.042400966291419255;2;15;16;6;13;13
