project;commit;benchmark;params;threshold;f2;f3;f4;f5;reachedForks;reachedF1;reachedF2;reachedF3;reachedF4;reachedF5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;0.03;0.16545887011566923;0.17662046764195236;0.16026439703606596;0.13002680172293007;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.arrayList_set;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;0.03;0.2713978829949133;0.25583519311578895;0.22186987161568447;0.1927330977012697;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.arrayList_contains;;0.03;0.005707321758604323;0.0036201583264931373;0.004231675096406672;0.0035430009750920207;2;5;5;5;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160;;0.03;0.04575969795631997;0.0390121680323052;0.03431465302924849;0.03296944420920048;2147483647;47;59;62;57;46
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;0.03;0.13305200108268064;0.12402942828890919;0.11153108278842114;0.0914236806646566;2147483647;30;70;74;35;34
jenetics;;io.jenetics.util.SeqPerf.mseq_get;;0.03;8.098420807941628E-4;0.0021681852289633617;0.002379562744102411;0.002940160150843025;2;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.arrayList_forLoop;;0.03;8.068345989072193E-4;0.0028585240347736587;0.0015261789157432982;0.005045085014029102;2;5;5;5;5;5
jenetics;;io.jenetics.util.SeqPerf.mseq_copy;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20;;0.03;0.05405792503286045;0.049166356420705694;0.05258375348422227;0.04396483434908659;2147483647;37;28;30;46;42
jenetics;;io.jenetics.util.SeqPerf.array_copy;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.array_get;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort160;;0.03;0.04351576230406558;0.045282206781386204;0.04476563072637983;0.04295490011193638;2147483647;43;39;44;38;47
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20;;0.03;0.14732292626443105;0.13224638443374967;0.11411863285675006;0.10144579374607006;2147483647;72;2147483647;42;37;35
jenetics;;io.jenetics.util.SeqPerf.mseq_set;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250;;0.03;0.04026659475881375;0.034855488684838884;0.032314243738664226;0.03200443208819415;2147483647;65;40;41;53;42
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort250;;0.03;0.043597977047247015;0.053842884602888094;0.060833562601237956;0.0534056996295694;2147483647;53;64;45;36;30
jenetics;;io.jenetics.internal.util.IndexSorterPerf.insertionSort320;;0.03;0.04441529073631338;0.045962494535993985;0.040475894479365414;0.03978145859232401;2147483647;60;64;55;60;52
jenetics;;io.jenetics.util.SeqPerf.arrayList_forEachLoop;;0.03;0.009160568419396067;0.013440806726969446;0.011125786482293632;0.009353753340270887;2;5;5;11;5;5
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40;;0.03;0.04439033706890979;0.06436747587533892;0.06309646167291807;0.0597014504204527;2147483647;40;21;37;30;24
jenetics;;io.jenetics.util.SeqPerf.array_forLoop;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.SeqPerf.array_set;;0.03;NaN;NaN;NaN;NaN;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.util.ThreadIDPerf.getThreadId;;0.03;0.03407874958422942;0.02941144498168866;0.039982460270357074;0.040396079792832724;3;15;11;16;20;18
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf15;;0.03;0.030925564970599406;0.03243858968417003;0.03060784574558457;0.032083586673526426;2147483647;21;26;25;22;49
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort250;;0.03;0.035113088746180195;0.029234452103176056;0.024831777794668858;0.021546051154534215;3;25;20;26;21;21
jenetics;;io.jenetics.internal.util.IndexSorterPerf.heapSort320;;0.03;0.011364653748782094;0.01670335997896257;0.012474206297532183;0.017837603172374223;2;23;21;22;29;30
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80;;0.03;0.06960399662649049;0.08645603649816709;0.07720134526830358;0.07492359560621921;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf10;;0.03;0.03427150696817053;0.03789293963545772;0.04070122515681669;0.03761430363184314;2147483647;14;44;13;37;2147483647
