"twitter/hpack","58d6abe5910209d8e33807ac39c3e77c4ca9fe15","1559340000","1.7.1","1.6","1.6","com.twitter.hpack.microbench.DecoderBenchmark.decode","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","org.openjdk.jmh.infra.Blackhole","1","true","false","false","false","false","maxTableSize=com.twitter.hpack.microbench.DecoderBenchmark&maxHeaderSize=com.twitter.hpack.microbench.DecoderBenchmark&sensitive=com.twitter.hpack.microbench.DecoderBenchmark&limitToAscii=com.twitter.hpack.microbench.DecoderBenchmark","maxTableSize=4096&maxHeaderSize=8192&sensitive=true&sensitive=false&limitToAscii=true&limitToAscii=false","4","0","","false","d4a865eacf74e1bcec2505ca94a780187043aca210e3f4bc84a42ee5e4e27723"
"twitter/hpack","58d6abe5910209d8e33807ac39c3e77c4ca9fe15","1559340000","1.7.1","1.6","1.6","com.twitter.hpack.microbench.EncoderBenchmark.encode","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","org.openjdk.jmh.infra.Blackhole","1","true","false","false","false","false","maxTableSize=com.twitter.hpack.microbench.EncoderBenchmark&sensitive=com.twitter.hpack.microbench.EncoderBenchmark&duplicates=com.twitter.hpack.microbench.EncoderBenchmark&limitToAscii=com.twitter.hpack.microbench.EncoderBenchmark","maxTableSize=4096&sensitive=true&sensitive=false&duplicates=true&duplicates=false&limitToAscii=true&limitToAscii=false","4","0","","false","c0ce32feb16078330ea547ad76dbd7c54cb52604f1cbf8a19eb0fb97695feb15"
