"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnInvokersBenchmark.invokeOldDoFn","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","9a45b3d150f3d5917273cf0b4a10b7d624a0a08f632cb7e38c0439bf00a5957d"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnInvokersBenchmark.invokeDoFnWithContextViaAdaptor","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","ca29de8ec0d1bbdcbe9c6bb5377eb02882e958079b424f56410fd5080427002c"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.transforms.DoFnInvokersBenchmark.invokeDoFnWithContext","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","9721640511abd4d1bf1be3228fe645b552cf62c6302f117732312aecc2acf2f8"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark.codeShortArray","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","byte[]","false","d3fc194bf3ce37546a7e5d9a2b4c41d83439f83396aeccc3d46e9be0bf2dd3f2"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark.codeLongArray","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.ByteArrayCoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","byte[]","false","82a3ea831813344e52363ae17051b3ac55e34b6df3560dfcd6ff94c3f9dc1460"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark.codeEmptyString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","java.lang.String","false","b88007ba6281642ecbc4ba503f5f2fbb54512826d7b6edbed5209555157a915d"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark.codeShortString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","java.lang.String","false","06399fd48ddbdfda1b7f15c1f2f4c56b4e5e00e74cff2fded297d05a75ee6207"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark.codeLongString","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.StringUtf8CoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","java.lang.String","false","a9487b7121ecc33175b3a03d963a5ba3444b3270dbe6b4fb3416fdf78437b375"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.codeShortPojo","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.Pojo","false","9b98bd796bdafe63b6598b8f51dd244d4694bd91d95c1419c39caf14924e3941"
"apache/beam","8fd651f05d1e769000fa093e6ab626ef2ac87dec","1477954800","1.0.1","1.7","1.7","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.codeLongPojo","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","","","","","","","","","","","","","","0","false","false","false","false","false","isWholeStream=org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark","isWholeStream=true&isWholeStream=false","1","0","org.apache.beam.sdk.microbenchmarks.coders.AvroCoderBenchmark.Pojo","false","1dec98eb4511ad07f0bf32743c64510df6c2920679c017ee7651a5a76647b182"
