"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.md2BouncyCastle","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","f2926ef28be9350202a85adfdb2bc858c75e26cf268d10cfe6212542eb2a5e06"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.md2GnuCrypto","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","4ce0fe0dbbe40ee1adf7114bb7e0f3957b555a8d70061725cf60ae2da1cd388c"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.md5BouncyCastle","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","b17de3e06b1915c98e3b6734f6526178f54aac8db658c2f962437f84185f83e0"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.md5GnuCrypto","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","eb0a30de0a1a06b0dbb9d6a439fc22e527869307f72925c6e47dd46d38907880"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.md5JDK","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","910881f7f37cfc20aaf5352f52d9fcb7055314b70f977f7de0d658c2747a88de"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.ripemd128GnuCrypto","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","74f8666cf1a08cacc9c3c817d400c13691d4c8996b53993961e0cf2fed5591a2"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.ripemd128BouncyCastle","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","7d656b05daa3f268141fa05ddd9b491320af3c0d10ffaa3e252aae5b9bf1ec43"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.ripemd160GnuCrypto","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","dba29c6d695356ecb319f7f872a1fa66bdc017da745abb383c907ef5cdb0a10b"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.ripemd160BouncyCastle","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","d99fbf9a0829935c97400ed9028d7ee8ac49fd357e4e070e5f1b4a954215841d"
"federicotg/hashing","ece1adbe820512d470424218562f74a22b017305","1446318824","1.1","1.8","1.8","org.fede.jacksum2.test.Alternatives.sha1BouncyCastle","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","java.lang.String","false","1eb4c67dcdd1b757ccb68cc925554743ed503bc0556cc579246ef554ccf31041"
