"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.mapdb.JMHMapDbTokyoCabinetWriteBenchmark","successiveWrite","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","","false","281dd5ea3d5f2eba26dd4c653c2de8fabec5edd9908e0339cb4caf06a00b71cf"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.mapdb.JMHMapDbTokyoCabinetWriteBenchmark","randomWrite","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","","false","c9a613404769f5609853c3eeeb7ad2a2eac7d463eafcb3256daf4c6b9458e88e"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.mapdb.JMHMapDbTokyoCabinetReadBenchmark","successiveRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","9ba29be78778e932a348a4de712fec6b568f0d1b1910f591abea9edf058592db"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.mapdb.JMHMapDbTokyoCabinetReadBenchmark","randomRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","e94c313a87e42660f926bc6e1ae46baaa5dc14c245d9641890e181e49b9e8754"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.chronicle.JMHChronicleMapTokyoCabinetReadBenchmark","successiveRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","2c10aa24de2d315ca905504658c35c9574d8a4de72f199bc6b508d9331f0f22b"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.chronicle.JMHChronicleMapTokyoCabinetReadBenchmark","randomRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","bcc8b934aa182e774c23b3883e954c36e5295c8797f6fb455b73c66bf6b0f5a9"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.chronicle.JMHChronicleMapTokyoCabinetWriteBenchmark","successiveWrite","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","","false","12f3435ef732d6cda5d1fc97729170252d61041da1e9938ea859e52bf23e855f"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.chronicle.JMHChronicleMapTokyoCabinetWriteBenchmark","randomWrite","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","4","","4","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","","false","612eefa538e9fa67a325cc835ba57e0e01df3a9101b5a5ed5acc914dd07a0c05"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.env.JMHEnvTokyoCabinetReadBenchmark","successiveRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","6","","6","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","10","","10","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","e29ec06756e30773829af1e503c35082fd3efb26f060f92853bb5c03e30ea3b3"
"JetBrains/xodus","bea10d2bea23a164a0df5fb3393cab9e34bb6df6","1467324000","1.12","","1.7","jetbrains.exodus.benchmark.env.JMHEnvTokyoCabinetReadBenchmark","randomRead","2","","2","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","6","","6","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","10","","10","","","","false","","false","false","","false","false","","false","true","","true","1","","0","0","0","false","false","false","false","false","","","0","0","0","int","false","ee147221c18a5be694b20cec713691bf5d38f4bf0816580e4113a0890ea7da18"
