"jsubercaze/simhashdb","6d1d57da12cbec91d7ba139d6d753bd9a57c4b2d","1420066800","1.1.1","1.7","1.7","fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark.benchArrayList","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","hashsize=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&k=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&items=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","hashsize=2&k=5&k=10&k=50&k=100&k=200&k=300&k=400&k=500&items=1000&items=10000&items=25000&items=50000&items=100000&items=200000&items=300000&items=400000&items=500000&items=600000&items=700000&items=800000&items=900000&items=1000000","3","0","","false","fe72b023294b577620788161bac06b0cce7558214b2c77f863d3093040229796"
"jsubercaze/simhashdb","6d1d57da12cbec91d7ba139d6d753bd9a57c4b2d","1420066800","1.1.1","1.7","1.7","fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark.benchGuava","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","5","5","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","1","1","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","hashsize=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&k=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark&items=fr.ujm.tse.lt2c.satin.simhash.benchmark.AverageTimeBenchmark","hashsize=2&k=5&k=10&k=50&k=100&k=200&k=300&k=400&k=500&items=1000&items=10000&items=25000&items=50000&items=100000&items=200000&items=300000&items=400000&items=500000&items=600000&items=700000&items=800000&items=900000&items=1000000","3","0","","false","18c506958aa8f9d410c5b42583a8ca0618384422b4988f5f22091a6cca645e4c"
