project;commit;benchmark;params;threshold;f2;f3;f4;f5;reachedForks;reachedF1;reachedF2;reachedF3;reachedF4;reachedF5
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;0.03;0.0014832037579540587;0.0038838912963810217;0.002569685464070254;0.00322333802537471;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;0.03;0.15613691287152723;0.1703288010887835;0.09961296263796822;0.1369940568831117;2147483647;34;26;12;20;22
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100;0.03;0.01474703132934722;0.013950325146714107;0.012432960078709759;0.015285499728919474;2;44;36;38;42;35
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;0.03;0.05285959198990383;0.04565854818539098;0.047188996821415655;0.04746877680569989;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;0.03;0.034508907433712065;0.034375072582501325;0.04043864566712816;0.037109917782917834;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1;0.03;0.04983125718087283;0.03406429097830573;0.03969756379519661;0.038615582285287185;2147483647;20;28;22;33;20
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;0.03;0.02423993831485486;0.023300925756419483;0.02042081192071428;0.016241344316570063;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;0.03;0.03354114053761012;0.02467572616291306;0.035609319759764904;0.03481604451414348;3;2147483647;50;2147483647;31;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;0.03;0.015612509120271659;0.015156239685411533;0.014524446203722976;0.021599581394751495;2;42;44;46;46;47
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1000000;0.03;0.039923536034324004;0.022661010437395192;0.02628810427999579;0.019247042479688996;3;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=1;0.03;0.012266184083173612;0.013268926598892386;0.009263891505807491;0.009396321673277986;2;35;2147483647;41;38;31
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;0.03;0.06333517436659383;0.049886696342350226;0.043735542525149364;0.036164194813893324;2147483647;49;37;41;2147483647;38
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;0.03;0.025672944345240367;0.0167103418810921;0.015085229238588037;0.019793937347128872;2;2147483647;2147483647;2147483647;45;50
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;0.03;0.011788189478007062;0.010366391206908899;0.013260728731298148;0.010778830851348911;2;34;39;42;31;33
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10000;0.03;0.016665486600346995;0.03611933424568545;0.030351101500060443;0.028276747416063053;2;2147483647;2147483647;47;42;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100000;0.03;0.10179928400584791;0.10432046625026348;0.07743410936084383;0.06524805688206799;2147483647;5;5;5;5;5
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=100000;0.03;0.022736025326325914;0.01757627785641294;0.01735620641606558;0.02053259352053032;2;2147483647;5;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10000;0.03;0.01064498815716515;0.014044171427496616;0.014656929277618849;0.019304766180732784;2;2147483647;43;2147483647;46;25
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=100;0.03;0.024766696442475034;0.0170958130880739;0.020159464084364084;0.03396366913762732;2;2147483647;2147483647;2147483647;49;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;0.03;0.013379765525941804;0.01825184145716046;0.015292549424023917;0.024288216225496585;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=10000;0.03;0.0024880267026403664;0.002784789455447308;0.0019865856373321128;0.0030388739693525883;2;5;5;9;5;5
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000;0.03;0.006649243076928314;0.005021486886588695;0.02101492045626116;0.01627884891790881;2;12;5;8;5;9
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1000;0.03;0.014468532832507656;0.015094064176173289;0.011544928890267874;0.012499808211852734;2;39;35;32;43;28
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000000;0.03;0.025401804551014553;0.06764982002695957;0.08159100947249258;0.06197643806418603;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.FlattenJustPerf.flowable;times=1000000;0.03;0.01905472594467353;0.018255704641840856;0.017536835816154533;0.015781653160208582;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000&count=10000&parallelism=4;0.03;0.014044327261979968;0.0184306383821196;0.011777297989179113;0.01104433521263179;2;8;9;12;16;12
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=1000000;0.03;0.03427746646335798;0.0240856630344192;0.02063158301122618;0.01576194346068839;3;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000&maxConcurrency=1;0.03;0.12799069982229697;0.1247554099611517;0.11222773170184018;0.08047577582213998;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;0.03;0.009861418609049736;0.01286365963184715;0.025424338806455588;0.02599010386703795;2;30;34;27;21;28
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10000;0.03;0.03674929242306791;0.026334298852003883;0.033121534874912595;0.020625892658313827;3;39;37;36;45;35
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=1;0.03;0.04432120000389466;0.06066305195552917;0.05277516738979981;0.044504480458958356;2147483647;40;29;21;45;40
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;0.03;0.06739725174744246;0.03977072642213005;0.043759505555900496;0.03122317868034732;2147483647;19;17;2147483647;24;44
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=1000000;0.03;0.001965321234710786;0.0017879226002165192;0.0014735337354660324;0.001309944135501967;2;13;12;5;7;9
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=100000;0.03;0.018847503777244385;0.014342066050942716;0.014898563961140306;0.013204019072955174;2;14;14;12;14;15
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10000&maxConcurrency=8;0.03;0.04546390755979254;0.03399737253503196;0.031142281843475502;0.026951759392967237;5;2147483647;2147483647;41;46;2147483647
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10&maxConcurrency=128&work=1;0.03;0.20307981646798295;0.2050780032246656;0.15920973750376535;0.13998343112426762;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1000;0.03;0.11816868008899244;0.10857377652384562;0.12259957476572483;0.10770220499179221;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.TakeUntilPerf.flowable;;0.03;0.1089291716148692;0.07814720668813198;0.08538096260228724;0.0871513352006073;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=100000;0.03;0.007070318785646637;0.016669675419320858;0.04707437992772298;0.03570292450334916;2;50;2147483647;43;50;50
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10000;0.03;0.02425391166142247;0.027937336814621412;0.024632713656816015;0.02499398874235945;2;35;37;29;36;41
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;0.03;0.01679640408211361;0.01707498372128483;0.010888777275570485;0.04449918551530589;2;11;8;7;8;11
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;0.03;0.07865414939275908;0.07274445741157537;0.06974567406935335;0.053644611859760674;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;0.03;0.027178972083870163;0.04298648796044666;0.04065536630859518;0.04355806364302281;2;27;49;35;39;29
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=10;0.03;0.011525918059583477;0.013995173969102617;0.017419119932909802;0.014527008932657312;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10000;0.03;0.033675529831814675;0.03310194997880456;0.11483492966123711;0.07137842791258929;2147483647;5;2147483647;5;16;2147483647
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1;0.03;0.059129300796018025;0.06399494142054171;0.05104033705286485;0.04656831613247202;2147483647;2147483647;2147483647;2147483647;46;2147483647
rxjava;;io.reactivex.CallableAsyncPerf.pipelineCompletable;;0.03;0.022233678361865548;0.01996822304163781;0.04600772998502584;0.03869044527768833;2;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000000;0.03;0.010899186221408255;0.01134287589648087;0.02021012557549538;0.016797263674631555;2;42;44;41;36;2147483647
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1000000;0.03;0.031869815161465136;0.03749823285264809;0.03254670854938102;0.05655804763595374;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647
